company,job_title,location,company_rating,job_age,job_link,scraping_date
Arredatore Venditore Recruiting Academy,Promoter,Italia,,7 g,https://www.glassdoor.it/partner/jobListing.htm?pos=226&ao=1110586&s=58&guid=00000186983134b4a041ed548ed9ea60&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f7bdc509&cb=1677590607490&jobListingId=1008484434990&cpc=7E69D0A57279CD4B&jrtk=3-0-1gqc32d712gph001-1gqc32d7ij47i800-5f6af3487cb504cf--6NYlbfkN0CO8kA1o4-5Y0449cJqybypW-DjULI0ywrGZ5C14AvpXTVQjn1CiM9U58_GcCeyo1LKY_ESbJ7AztUc2O2F4iWmX-RFAC2K2PArYh6igGGtL5cEGNiOz1iySv_7L5TmybNxJq3cowZ7B-UygYb-PjTAXb0XItgfaj8sq-rMcElCIY8nuCWhBDk8aZceugIGbnbDcv9Olkgnwxk5JbiCz403Z2PLsEg0KVsUBmCObnYAPKJkKl6b8uKOKwmtf7DNbJmh4AZk-DvVeEtuKg41J0FkZLxZIKSOwse4G3tGbSqhcqeH2KANrNnIz39w2WJrPFkWOkAZXKknTt0Xz6msCXaW3PnWa5X6vwHoYNy8XrqGM-CJnDCgMop1khb-HopDpMAPGEA0WCygNh8_6-MaNBMtpy7UN9MQ3T5EIn9CldrbioFTP5I2fLA5pLBlka3s0q709Eb_0JzUpsAYoHVQ5EYo8EZeTuzGhcfrV8kbg9RzFvKyaVYDejGp5fNa9kBn4NBLlZDAUrgUgEmxLtNR4FJJw-4yBvFA5lcz4sDOzw7s22x8vO8Ss9tw,2023-02-28
The deck srl,Archivista,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=227&ao=1110586&s=58&guid=00000186983134b4a041ed548ed9ea60&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b1c1fe57&cb=1677590607490&jobListingId=1008052278588&cpc=9952A63AB06E78AD&jrtk=3-0-1gqc32d712gph001-1gqc32d7ij47i800-dfca1609d3b2002d--6NYlbfkN0D3GDzGzDYr81P0Ohd0vCUT41_xwukBTmOxH9q0E54Uv6YOQcjUm9KobnVuQja8qLIMYgJBmW3TpXzyeq2xFUTsO-JJaLTIIVzfK5LWImUCarNEcRHqy_ilBazSP0LedgH6EiCNQX6bXoIOds7POWLEDI5dfna-0HhkEXjdlYoSaQYlZSVAq6_OgazT3EW5Q2lagfuMFf2-9vixneyjgLbDNfBQsFWXxmevPZIJetsP0wDhgHsc5-Pb7erbSpFgcgBcluSI-SCNiSEd8Ggjt8SCVTbTvC8_oVlRaMb-rAJYRB_K9CCtspGG1VG8JhjObetxUMgtkndbsEjXCghiRKzSaF3JxE4Fr7C6roYs-GnXxVaQl1k43lxllU6tZfSqhROk7a1Kj5mkdnpX0N6K9v7SblJSBlvpKD1TezR7MlnJElBJm7OPIkxlYRH2QfkoqnPU1GpvAZyF1UftUgorQQ8nXnCBeUFeeZFCJNmiiX5hoHpCRNB_3YLDozufC-SDTwAYfSi6xQZiR3cMCoqkf3fAr849T_KoMZlHQYwL3JDK4o30JkN8G7oOd0l1gfz4WYg%3D,2023-02-28
Il Cellese Winery Boutique,Cameriere,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=228&ao=1110586&s=58&guid=00000186983134b4a041ed548ed9ea60&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_49be600f&cb=1677590607490&jobListingId=1008430182148&cpc=64DC0C913FDBAADD&jrtk=3-0-1gqc32d712gph001-1gqc32d7ij47i800-8894dff3a6f00d4e--6NYlbfkN0BUVIGHFGJoalvj66pJzJTgI033FVoFI_-PehCSFahxdJQx0KnwJEWzOajL2vhlm5XCfhnHbCRyRvgPdr8obE6a2g5-M2yCt97eGnNelkUfdxkvkIl4-9Kc1mWHU-ysQ6y72DcRg8XPjiI6w7Ce17dEDMli2DvP17kxy_uhM-k8N_2VoZz2odvLskyGaQcFwVh33XUYX8zwBhiwYe7P1y6ptluBGycDd1U4t4XnP3JuEpYcAmDNTAyuMKJzqdPp1RIW05hQ5am8x7WDJUwRHXctykS6kNQMTsyGCzMmQ_Kn-6SWZ9c2rcxZkwgYZFDXg4l6sTbRfD-sWtIQ_1-38olVlCdVohdmJ5RoZjDFjfLGwj-YJ1iK1ezT1XCri6fWSxKfadJ7Kjw-_7gSAQr5L3ZbkeXV-nHOGihrFrj00O36Wf-R-WahpwP87XhqaYoX20LtgLMNicNFRSWYW4mPx98Qluj6nF9OTl9IFjJKVy6lDe3HE0U6K4O82zTMPxYIHAA0y1pfiblU2rITqt96gYJGwSIU-slgOwfHDcLOPBNQRi_LNTnNULZE,2023-02-28
Seltis Hub Diversity & Inclusion,Impiegato Ufficio Amministrativo,Italia,,24 g,https://www.glassdoor.it/partner/jobListing.htm?pos=229&ao=1110586&s=58&guid=00000186983134b4a041ed548ed9ea60&src=GD_JOB_AD&t=SR&vt=w&cs=1_e49495b8&cb=1677590607490&jobListingId=1008449847760&cpc=59DF70BB7E75A6DF&jrtk=3-0-1gqc32d712gph001-1gqc32d7ij47i800-84011be644ac21d8--6NYlbfkN0C9o3tTm014QBIC2HeiyuxrWKSpiEQtcyid-z5-YON_PnPV__p2hffeLpgDuurKn1PFHp-4X2OtSdgo8FvbirU8EOtdLeylVYg4A3MAYew5Iorb4lQp1nEYFt4j9d8qN9mlA_j9DdQcBk7XjfQ1hilqYzekTScb3XdxtnMUPuximk-NKm-EpiY3attYElZcBNjV9hIxQJjGBYpvIEfW1xaHOWGfjGUiKR-YT_u_W-_xo3F8LQGu4PY8F5WhC_ov3bXhkA4dwz3aynBZf6mLoJUZl-ggqUqdvDy2p15LBEQ6CNfrVh0ZZd4opHy_73VswKmkmhiHBoJ0NIhrH680MOY_ookwO15XiqwgVvNtR1ChC9UajneAk8wvtbUo241wJOI-qJoxqLNUC4-oH5Du1AMmYHu7NRoV0OpxjF-_cwPJNAuHJ7UX9DBqVTCsYq5xZFeByxTp9-2h6SxEKTm4lY8emZEOj6pN9dICWQ1U_Q7Xazo2UD9vIH4siAmNwHSWwYUv_ycJQvVn2R-GpOaRgCQP8_gn90Mu65jChqa_ZSsQGy7kAW3qhkyKlv3GpRjH1kri3j3kTgeTAHYYY-M13DZ_1T1_FrwwxlN96hoBD3yMqDYYxAXrMyK_7xZY-ajhRMmK_KlLlTQXtCOFUsMIIWfkfuCrag3AuC4%3D,2023-02-28
adecco,Sistemista,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">3.7<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=230&ao=1110586&s=58&guid=00000186983134b4a041ed548ed9ea60&src=GD_JOB_AD&t=SR&vt=w&cs=1_2b4b5074&cb=1677590607490&jobListingId=1008428775821&cpc=9EDA28EADF1DF7F0&jrtk=3-0-1gqc32d712gph001-1gqc32d7ij47i800-3bf17fef018d2a06--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFK0Ai5t64DnzuEJ5ibQUF15-u5gnk3LTl1O5NPl1-traKUdtEjWC735e5SznrlikNvVWY4aqnD645OOKSb19PKuGwmj8dFVqQ1qw-lcYTNtACv1m9JPgZMA4B313rtQkOwATlkuvAsY8OH4QFl_fvYSDzbR7e3OOinY31vaHqq_e-xMCrBbXAh7MUrx44du7yjspOWmzU3nIg-XI-5D3cRsG85uSTXLZhWIJFLBGnk31RQCGA6NUYmB3PHafjUgAENL8b0JVAhcQup1m9PayDkryGD8uUvkVHZzptVgKMTGLZRmWdOVsjV4qQCcyMpZLxXULiAXnMxfcL-zZrcuFFxgsR8LhkB-9CuYudKpA7m47I1rZH2r6xV8sdoXxA081oeLLdATVZ7jcLA1PMYGPWrp_5C_Uhpx9HxZFhW38pb4GV11HEyAe0Xz47DFc3oboQ-38CkTYvE5scuZ7M2z8j2T6o1FmtAmOtaGCSK-k9DMON-s8zI03HeWDbzjO-g0yT_BLJi3j1hvcfpN3HKiy6YmGl87guWR7ysrrE434CC_hM29OFWtwmx5skQlD0DHhxZa0TyshNYj8hkSICDz04KkHQHDjrFVLmlWgbNykxfG1-gglThZOuku88XwyWPB-MkVIzZzQcIy1sWIecBwOmBUQ481m8KebOicQBqV6KzJi-7AlGdCfdoRmW1mpqF1OzWGoRLqGZBXPcArrZ4_uAFHVcqIlH1ifEHGWPt-L5IJ03waAFG4wlBX8Gn5ww8AIqS47rNP6vqB2lgHUffjqP6Hz1tf6BD5qh0gjKUGoABrP0YLXmnSngOI4UzWLuiL76p1rG0U2WWmBV-RUlliInmSQ%3D%3D,2023-02-28
Dentego,Odontoiatra,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">3.6<i class=""css-0 e1cjmv6j0""></i></span>",11 g,https://www.glassdoor.it/partner/jobListing.htm?pos=301&ao=1110586&s=58&guid=000001869831462597a1919e9baf345e&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b451f6d8&cb=1677590611900&jobListingId=1008478069045&cpc=3C7BB2D400054DDD&jrtk=3-0-1gqc32hi9g2el801-1gqc32hivih4j800-0dbbad88d61f511b--6NYlbfkN0CTrm4o9Q9YDJAd4e6Wx7ktIWl_mhvRAUtKHsqvTVxUxsGQqx5rurymRocrkVkzkvMF82D6b4yriJkRImG0m1bP21bonMQhk4-UeSV23tu2-lrWOOhXnRAkKSWo-B8y9ZMi9991B16aGk-m0yU35NfQpy5L9noxCwKmlW4uiBqU1T_dlTFEkHa81V5KP8Ag9vzWVVKln7mZZIzbFWepJJgIHYTLnV_9K5YWB7N-JIIgmO4oBSM9bk6kCgFHoiw0Ez4aFLg_5FbN7y6suMhWlu3GvDSdnqvJYdJhh0bHDR8gD7IgQMnH7x18pvA_WzSfXvcHCIIbL_L2ADnbNtk8pIE3w6XCBNOvI58MS4nPB7kN3_YRaaj5lTvDKW0yocddNAYu_vewG1LNWn4UzZzJoedwa4cjooE0_uZo83I3SLspvyaH1YltbUhF_f2HGULV-6wMiK20v_dnAtLOn3t7mzCHVZGn_kM7hWwmq5K54nPue5CB-La0DVB4x441tgoeYya09aVuhqH5miy5c8FibTRS_qTrYzJ5lSvBzGO74zvKuQ-F1d059vFvcthwC59HF6gnMv0ghRqAoAok1aph223tTT0_mR1KSKdd5ct6TaFhE-6OmqiMivC9H4RBFhc1IOM%3D,2023-02-28
Gruppo lime,Segretaria,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">3.4<i class=""css-0 e1cjmv6j0""></i></span>",4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=302&ao=1136043&s=58&guid=000001869831462597a1919e9baf345e&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2a985f16&cb=1677590611899&jobListingId=1008489409957&jrtk=3-0-1gqc32hi9g2el801-1gqc32hivih4j800-dd2e64682580be98-,2023-02-28
ZEUS IBA SRL,Operaio di Produzione,Italia,,6 g,https://www.glassdoor.it/partner/jobListing.htm?pos=303&ao=1136043&s=58&guid=000001869831462597a1919e9baf345e&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_da77bc34&cb=1677590611900&jobListingId=1008486982377&jrtk=3-0-1gqc32hi9g2el801-1gqc32hivih4j800-28807e06eab2c3bb-,2023-02-28
adecco,Meccanico,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">3.7<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=304&ao=1110586&s=58&guid=000001869831462597a1919e9baf345e&src=GD_JOB_AD&t=SR&vt=w&cs=1_56e9aa15&cb=1677590611900&jobListingId=1008428773984&cpc=883DC43018083D9A&jrtk=3-0-1gqc32hi9g2el801-1gqc32hivih4j800-24a5809a3692e70c--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFK0Ai5t64DnzuEJ5ibQUF15xBQeUpgCOvlkboSt9BFp9S4kIRPsa4eUuINSe4wzAJ91nYRu29YpU472-BVJQsQWf7LDQa8O-74PIVzTiZEQFSHTjydHYqvSfk2nnXyQLt_n60jPsDofF0jOs8KzpTA32Yxick_aPjFLFBESV0UV6jm4vO-bwC6etpkknb-A6z0P1HmsdqaESPEpAslo4hYNKW8cAMiKYCBOQxXv-I5rOl17ouF2iSVTN8R4QhTg_SEiWyZ_0w2FNqrROS4cQSjfmEbu6eJFkMHJ-iOIgtxlW90obzIb7lzxwCsUR-Fxvs68pY7besHJ7x8EbZbt4GIJK2y5PtbkYFmnK6D9PUUzVVeNKTb_f0vO2f3PSZjup8HsyroyvDxtC3-2xVAshzQeDhLV5rZCvJpWP-biY7R4BaP8LTSCWE0jTcfQrW7jeM0s49YIA9-sHSJGzShBQ0JrsAeRFpZNUuZcAq7Ias5IQXWfa3rGgC-6V9MDfMdXuB0ak7u04y6HYCtlkiZ_JZvnxAwvQF1ghXhOlUoSpLmZuDDFyItrSlHS-UOzTRNRUbS0qNvoXtvOvmG48wHd0c0BeYLM1DBavSOEHv1Us_tXh9YZwkUChEco51Jp5OAlvkCpYXyzeZPzHE2qqwZ5c856UYDUEpizplQFhGNMZU_0plZnVQFhP-3RWnkhE6LDAL62KHp1lsUqi7cGeSfBVPk9poqWi12I8B5cQhx_48N3UpP-r0rXT-9Ng_55PUTi45lTu9JSekF6VlKvzlSNzlhyDSlaLVwJCObNZaRH4iwjDmCLMgRf5WWYMdT24iGc5Hv,2023-02-28
Toscana Houses Real Estate Network,Agente Immobiliare,Italia,,18 g,https://www.glassdoor.it/partner/jobListing.htm?pos=305&ao=1110586&s=58&guid=000001869831462597a1919e9baf345e&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7e800bf2&cb=1677590611900&jobListingId=1008463643542&cpc=F1F9710DED3F09F8&jrtk=3-0-1gqc32hi9g2el801-1gqc32hivih4j800-bc0a0ac4c60cdf34--6NYlbfkN0BrLpS0Br72OwcKX5kwjkZkL4uaqIif6aOwj43uGzhhXPTYPDr1U8q4Lw9CsX5crea9egZDZlLwuJtj-fWf0LtWH3RWc7bKGGA4yB00aO0kCR1dzXA1Q07aCpi_fOGhrWSuZLJqdfzTTjNE3gsQi4JZCW2cQbsBbapa0lJRnszR5ctFnFU5k6OhUQKzGFjUz85yUGpeZkaclYV2sHCuomp308W1f9DxGOwkHGYLBU124ks5AFvEADO_oYWIro7EuflilDjW_W_YNjOvVNSViT6VMKtBbSXulk0-U3MMrUPB8kyh-5-x8v5HWbuXzz_kZDKCNz3CSs4GUBGIhA-dsVcb7zWdRjtJPgK6PHvVf0U9vShCNuDK6WGh6Ixg6hWsCwfFfJoZkYdZFefhVvawYLYFT5BKKGltWTgRwLVjojyKnAl_EfN3jbnK7noHJU6BhOxxyLGhVMCfy8ZzY8QDKjq6j_sq1-gzHFOWcLp4YNYy56pp24RpCVR07UsRBtqooehhPioOl38myopHHiltM0YrVBtrdP-Mnt2NAtL1J_yLXFV0B7_k652EmVk7XOKh8tw%3D,2023-02-28
adecco,Tecnico Assistenza Informatica,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">3.7<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=306&ao=1110586&s=58&guid=000001869831462597a1919e9baf345e&src=GD_JOB_AD&t=SR&vt=w&cs=1_2b5c90ec&cb=1677590611900&jobListingId=1008379687431&cpc=9FE5D8D7282D4400&jrtk=3-0-1gqc32hi9g2el801-1gqc32hivih4j800-6790a607f7b7bb91--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFK0Ai5t64Dnzs_QL1bAdf2W3n-ZthuCTuDWGxBMbnkBA0mlJTbfe-GegxHwnO7Ks6-uXIV9MxxtDiOoDRz23sj_dKfzQK17l3MT5A9WjgvmQthSA4XT_lKnIez5mvYvzlhlF0xABzhOJdCLxUEw4lSVgyUWKw2L6kV_audlUjE1ZmiTQSyG7Qcws0_UwzRqKafu7PpPA3U34So_LGTZPIUV-wJftHotZwYr_-iCkCOPlyEWr81vZD2uiRvxslnWnl-iaJPxFSmxA64R_AAZa4X49OokWNhnilr5-KhIvI3JWQSIOmBoNyQxELeXg2CDUtOr6ja-5D0RLyD9XOOXuYsEBra27xX1OKjm7xDAb1jE8FUWLT1qSSKbFVcEBLXQOPgopfPmDqzks0s-bpJ_0m0Je7JzRukMqu29VnTI6AdL_f0gN83PkAMV-UW5q-V7nNQCoK5pVf9jTh0HhfFIim4QV7mNz_27Ji33NQRhj5q3-4xtvYxUmHFF111zWYAlypgas5tks8u9dOZO9ZAcF5BzoWYkXknb2Z7B67pBD2OX7jUvVTBjMqVtYOx-dw2ECIcd2IrhDaO5Zkm-G4Droc9vDcgDgEkcj6JKcofJO4-AfhMRQ5XkxS1OQ0rvDpHs4MCcg0KbOSTljyXRx6_OLTrlmN0XfEZYmXr6D2V578QV5Y4H90GOuGJ_km-VSVxf5esvhiSCMtQnSJX3QXP0Akv-L3HlSkoskUwy-bVP4f_2RBZsDNEFIlhmsPRNJ7Mlb4h1TWHuROq674d3KOT9zZnfRWjjCSJxWRX,2023-02-28
Ciabatti Ricevimenti,Cuoco,Italia,,26 g,https://www.glassdoor.it/partner/jobListing.htm?pos=307&ao=1110586&s=58&guid=000001869831462597a1919e9baf345e&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_83b965a5&cb=1677590611900&jobListingId=1008446725304&cpc=AE9F6614D4EC1B58&jrtk=3-0-1gqc32hi9g2el801-1gqc32hivih4j800-6bd486cc77fcda7c--6NYlbfkN0B5pA2axXyriubOTaqlJLhKsmzG56KKcZoIUo2mOD8oUkUdz5gD3SFJROrdcaEnLoFrQ60FxBuyXglj5-96yrPbCMyDkvmJNwOvNIh3EZq8V_XJcEwuFc-5sVS1on8sjNQgRQ0xJ6SNWwscEg5L3AxEwL45sbZElUEOMYS-2MkDn489iRqUHJ2Wr-YXCXyFgweLhHyVgUkj5QkE4cbFwshIpWbIM6r7mw-Lmbi4w0zNMJDD_DVEOh1eKe5RJrF9I72O_u4sMVaWQI58-su3ER6-58UXSjbgFR8utuk8kr_grElpAqCUQ5wUanN49V-4ERNs6Fbud-u3fEfqJ3rFDSfBsD6H1AnIUugZ6alOjjggFQXCJVpD1N0LSnbbWpnlt08bHbBWS_3xCBnLIn8OgVZr5x0pl-qbB_UvaAFS8wCBhj-8Cn-w4_PULGZsC6J0G-As4NCDnIR4ckWhRAmBdGXuqv4Z1TeN8ZHEJi8-MKM7FSDAS1wN5C5kvdMcQplkkNSVEwqr95m4s6nLH0L7dyOWg4GTsrfsQ83H7cVFTokaVvWt6IKfWKXNUebQQW8SFQM%3D,2023-02-28
STUDIO COMMERCIALE FIRENZE,Esperto Contabile,Italia,,19 g,https://www.glassdoor.it/partner/jobListing.htm?pos=308&ao=1110586&s=58&guid=000001869831462597a1919e9baf345e&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_679f4b87&cb=1677590611900&jobListingId=1008461313137&cpc=8A48E7D5890B96AC&jrtk=3-0-1gqc32hi9g2el801-1gqc32hivih4j800-a017db99dca1540b--6NYlbfkN0BAquJsXC9Bq6G28k2wLgDntAai10KuYNbZXQuKlLoVPp1GbhtpkHx9iDZJ0_Dt0JNM4hBHgK9p84bu1lT-9-Hi85k0k2T9sN5fQT8_T5MMM1LA13xt3zprvW8djHCqbCOV6sqxujOC4PLR_GjLPBJz-yh1Aeb-GbVBvL8-GKItnOS8oL6aXP_A9L0T9h5kmuPt8R0brvqYj-bzfJJAw8lca-UActNORSFSMyZ9P-m-f5r5P4JWqD_lGNLTktzIlm3mUrK0xIKiTeLX-HbJ0mDF12D5B80slNV12YTE4X_wZyaWOnLzjVW-vn9y46EMgs4yknhwfS-GskUZO5FtYkfBG734csTHnuMZ8eHeGh5o1Hl4DCL74v_KtP0GfCp4qF-iwBdyLARCgwJ_CYJC4XXzLSSMga2hBY0KtSW6EJBBodQ8rL9dkt1d78G3ETROl03r8zxNWGoG50TjVku41wdqWY65uiQmzck-TsYtAenvMIQ5ag7SjZmh744b27yaF97LJ6-Pn30CIXO_L1rgY0oY01nUcnMDihB-ku12_oomdHQ6NoXuzlMaOF8k8Li-QCBRazosMXCYdA%3D%3D,2023-02-28
Professionecasa,Junior Consulente Immobiliare,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">3.3<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=309&ao=1110586&s=58&guid=000001869831462597a1919e9baf345e&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c435aeaa&cb=1677590611900&jobListingId=1008433261245&cpc=83630893E902B957&jrtk=3-0-1gqc32hi9g2el801-1gqc32hivih4j800-7c140037225ea45d--6NYlbfkN0AqUUemj-e6KVLj60MUStS0LnyjT85Uf143Ku3ROh90sxerutPyQja_lGb95V8G6TVBNhZLYHe3XNnG8ZwD81Ae-uy1tt0N28YAt1xHy7u6Yxz4fa-i86g-cJZT0hi2kc_r8YdMW1Y7Cgip-lvedlRBbOVaXk0GMOmlKqQ-QyzGOVrvAwElDcZaPQtdkppI3BRoRYvq3adQFh7a0xZU8cAjW2-UB_SN2GI1INVgBXh-hO9rJvqFn5DZ9EcFBWbg-0dtjnO0-A0CI8vq0faq-VUwRDJRQB3BcX3ZF5O9Ub6cBZCBNNFfzTy-c-yGOpK4iFPfSOEDp8F75lBMWTS5V9Ne5io0eulxf2DbgHYMbT6Qz5aSiOvBAHqAdZPe2eJVfMZ7ky1ZYNcqER9IZW963bdV3rY0ryvubBUZoWEjEKBpXzplAUAmDmfDEr-jUVkwbC4ScWOwT_XgHj6sBK87DKBOhg9Pnrcuk-8F40aIYklGuccR5xT04KOix3mEuZwpjE_JS9KVLqxg73jHpxWVuGv1YIDQqF-fatk3gqwgtU4uCYGkslbIcuGHxq-D0fZC7heQNye18O38csg14GtTMqdn,2023-02-28
LPT srl,Impiegato Ufficio Amministrativo,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=310&ao=1110586&s=58&guid=000001869831462597a1919e9baf345e&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e9df6916&cb=1677590611901&jobListingId=1008368275279&cpc=C19BE7EA145E205E&jrtk=3-0-1gqc32hi9g2el801-1gqc32hivih4j800-e179ccfb12bdb80d--6NYlbfkN0AFbUNCUJUsgWRLn9D8GWMSvSTDdoGwSEvok2dA3YADtYvD_VQMyTiHlltV0pWKSK9_RHkP7rLU0NMgRBNKdD6cXC4tYsaT6-JqnnOGilXfAihOcwb598-h_RQ9rsoN2-59Uet1NLc3smaH-Su_1I5ZlxX8FMiwlT3pXOrdszKMWBm3RUhK5FWvkuFdvgjTv8a7fBaGG7SxT6Jcq2odzjuTzP2BqJR0gB6op-1yo4OC1Zxs0OSemmwsK3NDHlxPe85TeDYQqmjcbY_Rw2AfUIQ01iEOJRkpp4UCBtwXrtQoY-ZXnvorwiw2F3ku6QFgw65lRA8TGVHyvBKQg83QBh-Tj_7jlwo9BfFOcwIt_tOdS6-igGp3NpJAEtl-WmvBZvQzcX7G1Q2qrNyoBPdY982FQfd0gMgG8eo9kjpnVazJY-kVrqImTYnXuAe-lr9hTH12b39xaoQNS43ffJDbs93ucdvddJodQKi1CS9TH70Rpys_FWE3g7WxsBTdULpH2CAX3a62KIoeEal-D3PW3keKQ1H2EsgpWjdSNGXjdvfEo1JsZ0Km9627edzA6U7AAuFvn7gHmN6H5PCMXCgehwWu,2023-02-28
Presbia,Medical Sales Representative,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=311&ao=1110586&s=58&guid=000001869831462597a1919e9baf345e&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e89ed336&cb=1677590611901&jobListingId=1008427549891&cpc=6BBECBC74F3AC36E&jrtk=3-0-1gqc32hi9g2el801-1gqc32hivih4j800-97dbb1249f86b218--6NYlbfkN0B8w9e-jVCzGhqBUgukvvpcIrUCsdRsAooLth-TTDada57S4RLUr9m3MxF0Lr244BwTYWFvQGyTt_x0Py1wUU-Yq2wuKQTGpxDsz5G2TPh7cJ-9iToPmAkdDpkZSW1E_Sbs9YU4H2qgQNdru0a3NhsqavgtTzmoq9QTihREhLXLturv8vuUs3BGHwlqgqGBnJjbcHLwKl8uSoJKKbODmNjGZyJqeKmUigpk4nNEdjvV9SLiLJYs2MTgtvILDZqi1x96u0fA5hn9bDO_jgjHR_UhC27csksbThfwKuR1Q886KcpDvHlgNsHcFB3yk7w0HGjVZTKGRnMz40h2s8dkrbmBgk9hoGlH3M4NzcgM_7WCFOiRCggQbW0QOTgFDatkAWoUS9Ck9rO7It9yejCxkzAafBVVMXeS0QDX_7k8UCJqUmHntLCjEiNVtfQFFuWcdA4lte26o-LPjp0VIBxgaKK_q29Uw-7DdnOZkf3lFPKeTYeA4Y_D_pwByHS_pwU28TcTkU6lfs76chdkLJHKbMUYRg_8GperCMcIZg2K1mlCQhRzCbZoZdxf1JUbwo_KhXhgrC5vUoFC3u10RkdCmLqEp9NHvGfcX0g%3D,2023-02-28
Riservato,Graphic Designer,Italia,,6 g,https://www.glassdoor.it/partner/jobListing.htm?pos=312&ao=1110586&s=58&guid=000001869831462597a1919e9baf345e&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6343972f&cb=1677590611901&jobListingId=1008484792675&cpc=CBEBA1A9D941894A&jrtk=3-0-1gqc32hi9g2el801-1gqc32hivih4j800-3be251df9b07c511--6NYlbfkN0BV7HaEge9KJRZeRwWE4g6mOeX0qi0OAgc2VsSzgoGsDXs_jXkJS09YruyVpDc4olA_81b1RpwAA9WM-vgtJS6A8Yvu8X1hpQw81IDX2ra9QDgdev8lZil-C1tOeh_uif32Fnqv5MKGEkuM1OK94lMU4jmFkBCJRYC7vEUUbbplAHkipVCaRYcfeK5a7U4Dg3WXhOH37f7d2mUPOHga4rzSNXUEG5-kDL_pDy5hhYpyU77B0XtRmTl9b5UIFjb2E_1EKhxofpMoKbXDRPpcPNMzjIxGvo5pqkMX9S1uh2FylKDenSbpJkN2Lt8RkfNT3HCs79M7dqm2eOQpeKkvRFLAecbQI0-SmcKc4WWutk4Z0koi1X0A99WlEw6OSYRXMNZaf2udN3-IUXcs5KIv9syPObcvziSVqRu9cz7N0oFcsZx66SKBgL9JrbG5Ugsf4K6vYnnqaqSGg05_e0PKxQwXmTxMXKHoFXcONC9-1pmhWbSqvueDKtUyD2vmLLgGU2ZMagzvun3TbXZOUsShNF7RtKgN7RpFN7mbQNbS96Di-gedIvJvY28ubI5ak4yGsaA%3D,2023-02-28
