company,job_title,location,company_rating,job_age,job_link,scraping_date
Miglionico srl,Saldatore,Acquaviva delle Fonti,,5 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2415&ao=1110586&s=58&guid=000001869c4a2da6a69a9486fca8e523&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_577ef25e&cb=1677659352817&jobListingId=1008488883250&cpc=5C70DC7FEE0D01B1&jrtk=3-0-1gqe4kbepimbl801-1gqe4kbfdh7ip800-8d6f73526c9d9008--6NYlbfkN0AWZVSs1dFfs4sPwlbln9OeTjTcZLsAVGOGUq1sO0fAtIQWuMzLjOVPjWOPhiWASVtL8-U5aRvmNkHYh27TMfvmbhe3faL7wqgyUqvppm_r8LzlbhxwnT9Zl8IwBZFGpChpa1x3QWfqcHbs-ZZ5CPLSpK-W-gg3QofuGvjlndJQlwQCBoU_G9dBRjX4hmZtXdeeZvYjpcwplPK-mqOQRyxDZh0awtjcUPtP5LNECTVehDXONOMI2B1v_Q1nmiZwP3emxgojZqkOwltSN5VH0medESFwxVjEmmCFSbKzOOOLEAdoN0qcL6h4v0HkxkQ8SgCiIr0ZdrlfXVIPf1yR_jFPklq15WtPzmNTLcmjS_ufELofsAdmBDvrfR_9NZqfWEk7EMy5gG3DjQcdsdGliKxNNFrwalwvg3N0CSMg0Mt7M918ue16B9zZ478QeEQNuERALTBz6iNU55yBIDW7C-Blsdsj6RbT1aG3xefnhEFGhx4MlJLqXjOC1BphLHyT9QpQKG4CWMR1eLXFh4IA_ZwVkxOdx3ZvaQfIGvzKexncisD9HdPNUMqI7GGuldZcxG9rfFCB0rrOOg%3D%3D,2023-03-01
adecco,Operaio di Produzione,Altamura,"<span class=""css-2lqh28 e1cjmv6j1"">3.7<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2416&ao=1110586&s=58&guid=000001869c4a2da6a69a9486fca8e523&src=GD_JOB_AD&t=SR&vt=w&cs=1_8835abed&cb=1677659352817&jobListingId=1008428773832&cpc=F583A5AE0DDDFE3A&jrtk=3-0-1gqe4kbepimbl801-1gqe4kbfdh7ip800-e41668bb33f3d5a0--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFK7AudwSoZPw5olmPJnIU8horDC1K7oTfBsHamSDqei8JMTKPk88n4UVUpZ93cH-5_tnF0IpU6_VSNbImZ1ovlOpXzPxgfM1Md-EJJ4WR9QyhRyfPLaZUErF4QlrTdZGIFzC8XvV11yiOSeS9q8dYAfFMcdIZfhZLz4xOiBNHAJ46VmtlfRvAl9nLy1P6FxLXEywOV3p7-74Z0pzM_nkHmmqJrzFiwswQa3YxGxa4xJ_QqesKRqbhviCV9jOETjA4zFcWImh14mbwUVYGa5vN73htJVhGxHsfOX2CMEA1305JctzxIogXOFK3KzhelzH3i1jGR6ukCobZt8SxOhi2cTABzmXx1cbyPa8DPD9p6MnJOAgdBusetnZJKpSFrAaHlxFlSd1wSVittpX2X25cZE_B_JIFAepXtIiJnZMZY_zyz0Pfz0VJrf3neHNBLLavEaX15KitLn1y51IQQ99DFmIG97lvW-7aIRRzmG6dOBAYU_TB1K1yOU0gUhVwvsQyclX_aV9Ue2YhmpPjw2tB8009pQ7XoainO94G0kZwLVT_BmhpoU7GTL9GbbJ72wR2ZTOEUqmNcjMAq0Bo7ua1JfqxHoEvrV9qYQLbTHhFhBfOCryW_p9v4HUH4Etx346ILQX7Cc21okLj7-KDU7Cy6TqVEqRGM2cdmD7bPCQDPogUo10H2KKh_JzcCWt4I8_4NmBAfa0oRLzq8qIjOMxKHFMLTzHHosNNt99z-U8aOprgSxKaHak3p0AXytxkE2dPP2UV6l1Wue3cvzE9GH6BYYw%3D%3D,2023-03-01
Medical Solutions & Consulting srl,Ingegnere Biomedico,Bari,,20 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2417&ao=1110586&s=58&guid=000001869c4a2da6a69a9486fca8e523&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b542d388&cb=1677659352817&jobListingId=1008458977412&cpc=59DEFF8D475298C3&jrtk=3-0-1gqe4kbepimbl801-1gqe4kbfdh7ip800-7a100155885b8471--6NYlbfkN0DYSpXeGMZ3BEPnMl_JO4iWKAeTSttf30lnNAqTRVQMG_dguU40PTYm2E2LdeguoBOhgb4XQT6hwhBz9LwusLQxrsZ_tPaR5GdThIK75zpqYcKWO2ZgO1D0GykK8QKjVRYiqwkFbKGf4nX-STmXWo4AlUVgTaNk4ruPGWCyK-6c-ogImbSoGJr-_3SEG6754TO-AQDMASKmkxmY5qwaP4bNOHfEVyVR8JzkoEYBYZiwrJGnnMyU3tGNkb7UnA1fGXAPN1cUX5iAdwIfkZM_utMqjWv1BUo8likHEm_gFTBt2YFLFXju_xbGdht4hefM9_KRyTvFuxH7xdbgYxuu5PC1z-kVCdERYNiWChqgI8_NNsDuObcNFsnLqtRcbXH_wgerFsQ68EaVvBH2lU7X2Eh4eYP3EkitMzQoLb11M2038H6uNTZl75JFndMoEMjZfz8886DHs8M_bYfDk4r8YnNZUjvwheREbJEiQR7GsS9jvLNrY0pdKYBL_YtmH73RlWS2-Gcmt3CuiOk49STA-jzu27jxG2EXfMjswZd20zsTucqU1iqMU6aT-XwVC02V4pQ%3D,2023-03-01
Villa Ascosa,Cuoco,Trani,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2418&ao=1110586&s=58&guid=000001869c4a2da6a69a9486fca8e523&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_bd7f23c0&cb=1677659352817&jobListingId=1008423848811&cpc=496C5EE6B32F83EE&jrtk=3-0-1gqe4kbepimbl801-1gqe4kbfdh7ip800-ad408d026f6dadf0--6NYlbfkN0CUlN3DOAF1CJv2lp_TULO1HZPuDxXHfDLdLY-jYZxmxoWI4ZtGlnvOBDtLXl3JWf2VPDu9VlTGjJ_8hBemjq6M23kTktcToMUSfOfPA2Haw_Sm9_uryh3KiYoGV9XcvBarrm3WX4NiW3bR03TayJfPR8GgkSaqzqPO-vqPBo-ASrRR_pB879ByqzTkxewySnd8nRG7a-Ty1WcZrftqiShX4nms-1I7Lqt_xZTUse0_cmbNzeYiVWYEaNI6p_0X2oHOab4UPI7T5hKuhc-yKYdOZ3YhCtgFueQQB0bthmZ8A2Yg9yY4sH8TabH62egMgp-1Pff-VzpCdva3LZKHPFEEByvdMU4R2kLxiQriyFssoHzqq-cDaLLIX9rAsk4_2t-wxVhpQWlS9k1GJLhGGrSIGFNj1s7sftUd1CYK78RWb2b7zL8Q-NxckQSaWUIWJQS4d_nL7XWbHtV95ySGDtSBPiUBTQZcVwga8oTSFOPAUm3F0gCup5e0GCZbKXM8LppbaerYTbkTywUIwfFd64E41-aWNjh8VaziEM7yP9i2qXfljm03cblO,2023-03-01
Primark,Addetto Alle Vendite,Bari,"<span class=""css-2lqh28 e1cjmv6j1"">3.5<i class=""css-0 e1cjmv6j0""></i></span>",29 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2419&ao=1136043&s=58&guid=000001869c4a2da6a69a9486fca8e523&src=GD_JOB_AD&t=SR&vt=w&cs=1_236b7740&cb=1677659352817&jobListingId=1008438184019&jrtk=3-0-1gqe4kbepimbl801-1gqe4kbfdh7ip800-9fd32ba1b36d2c99-,2023-03-01
Iperal,Cassiere,Bari,"<span class=""css-2lqh28 e1cjmv6j1"">2.7<i class=""css-0 e1cjmv6j0""></i></span>",8 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2420&ao=1110586&s=58&guid=000001869c4a2da6a69a9486fca8e523&src=GD_JOB_AD&t=SR&vt=w&cs=1_cfb6e972&cb=1677659352817&jobListingId=1008484141007&cpc=2CAED5C921A5F994&jrtk=3-0-1gqe4kbepimbl801-1gqe4kbfdh7ip800-d540bff8407611d3--6NYlbfkN0DpmPMMzwTXWKu_2n22hZCT9BOVTA0gTUAawaHkj04WY0kweFoNp0YmPCnACepw2b-_m4gD9i4XyEIMFsqXEDrrE1CpQULSq0mQAKc3fvBGtVo9yFYBG0z7k8GAbveX5n_d5qNlWd89fvIf-R0a22kQL0ermxH5INm6-Md-SXyhkTPWP0nOJpguk6p7vOOxD7Eaif-QkRMh_1y1O65IQS3M2X4RoBTadxDs0XKfNtiL5fL0X23csorO4NRg-T_sWSMDoUdzYSJ24pUMhKoGDS0j7s45EDohHk4DTMYEs-V13O9YIbeHTIW9y-kbHsy5k-eBUejIjEoSxUe-KwPXv-XfkiJDleccItPQr3yxV-8rF0pR9mPSS3tj04ihZX-q9PSnIvlhwZRAtzSoSjWRJOJdtMq9Kf67ewvrVS6lyXZfQOCc1LgMUolQQFHaKvddnM14x8ydYZrVaL-CPm57fsXIPvwLOS7kMDnAzXARWMs4qtQSFmKJbUEgYalXZ5aNuQBv79HQfxrDOkEPrOVE_ikTWVDPOO8n3ttIrrJU3T1Ic1XYH1fkM1aXdpEazkG_fw2xbW0cCoR84Q%3D%3D,2023-03-01
Farmacia Bettelli Marta,Farmacista,Puglia,,7 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2421&ao=1110586&s=58&guid=000001869c4a2da6a69a9486fca8e523&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_79358ed9&cb=1677659352817&jobListingId=1008485404118&cpc=6193B0C32834B022&jrtk=3-0-1gqe4kbepimbl801-1gqe4kbfdh7ip800-9b67a6b0611b2e1f--6NYlbfkN0D7Y9ZsLRxgVCZP0yyfBzJ89Yn1Np5GTt-inaartLzm0OCIiTvk7OFV0FbPtX7kl4rs1SRxuK48Ayg5Ad_x3c-Hal9uin4_wHby15VMj8aRzfnJYuwSw8M4x5y0eKxlu8hi4pHUqyr6XvbbU0pK5tM_yyzQXWRBw22Z4EWN1Xeht6l-X7YB_r2tGksMrJ6hILa46iZpC_ic_CsmQEo_u7W8XLwnuu2qeQ0ntRR_vIpDPpB_9WRnkrzB6ad07gGYbHXEKkpK0T9jXXmpIDuBHXIiJkj0ZX0l39CFu6vOxZ_jKUt6vBTKmnfq0g3rxzJ6OWECdl-1XpD3p9K-EjQJsdOb3EzJwpqhQ0VTOv0dgLxzNezQuNYGL4HnGp_PEBPgjOBJEns8UdNIomMEFCwybRiMNZ72e8fRzsIP34hBZF5YBjV2RjFdNrMg1oZw7bX4gf_Gm-dwmQ3HG3WaSl-UEaHvENS81VxFLXFtwehmYq6yorbB8pRv0nopZpOmbaASNtuporhG-R8LZVeztpunjAe83uvGsjqpCf3z255DwpXJo-lvf8qdFkvS,2023-03-01
Casa Midì,IT Specialist,Modugno,,13 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2422&ao=1110586&s=58&guid=000001869c4a2da6a69a9486fca8e523&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9955a860&cb=1677659352817&jobListingId=1008473747039&cpc=48B9F4758953335C&jrtk=3-0-1gqe4kbepimbl801-1gqe4kbfdh7ip800-3e64fec8992afbb1--6NYlbfkN0AOj_z0UwX1PWqNWOaEQ0MYzydDHmYnhEbXoO5tutqSLG_PciV8JV5FpLOcAun_yXyotu2-epGaCZMTM3epo6fLhsb8zB3dYhD_LnCEY5nMHdmRs_pqWXHOVpGmE4uUlOSL0Z5T2JNlveyhS5OpR-OkYpID0KZDWrRQSD57pSoxM-PWSxLQ_-aFO6-Lnzv3FZL1j-d2fKgmZj84hxXqDEpSGImm34hMNQbeTB0_N2B9W6Qexhf1h9pAaqtMwzWV7PXbmEeUSDmeStnNAzvnLSChDaSAY1R9kelfmCS2uodcCmvselVMQv9u3HGd7Q-H3RDHOVbdnEQBlMzEJGZdXTyexsUmm4cotleE4Cda8JLRsQ1p1upS_PoSLe7QVb-w5xXNMdrvJPxQG_9KLWO2QE0UX-w14ccdxYVnF7tWwrlCkc3sydteu9xv7Q4wQidOwIk27NwwO-pK6WU6058ZAZLFqJgAXM25fmILslwFUHM_NFWf3w3Sibzy-wEmgtOOkRkSSx8S3EQaSfwFQEoX912HmK8OL8QjpdrG5FPafBLa4xaJ86gaYXgcakoqo1Ypvqg%3D,2023-03-01
Greenblu Srl,Capo Cuoco,Monopoli,"<span class=""css-2lqh28 e1cjmv6j1"">3.7<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2423&ao=1110586&s=58&guid=000001869c4a2da6a69a9486fca8e523&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_38a379f6&cb=1677659352817&jobListingId=1008400234385&cpc=88FE657033F128A5&jrtk=3-0-1gqe4kbepimbl801-1gqe4kbfdh7ip800-689d1b4e71ece0c7--6NYlbfkN0BG4apXNBe46UKYCBkubci6WSUXyvbU-raBbv2SABgz0X1yjZh94AatAMsjOsgknsm1PUn19aDjWe_6PlIK3z286EEB-OuSwu8xv4Pyr-9xVBPdv43yTisDRU7-HpyMeEH4kVkfwGDc7tSKIeKGkTAG4APuu2k5fyR4oPaL4c1hfI2ARjte_J7R2UvpLslWQoFoi5zxVwy2r_xMnOZz-m-Klx-juqS8K5T5AicNM3SgUIh6a0uybRv8p-mhv5ttzF-x6OoJrtIcbfHBCqhr6R12ma-TlfOmaT8HGIsvprZaUnPxwizbWgUszunC14czr2FS7fNOIe_nlWhyjPyHyrOJGR6oLVdxMUaaln4n_b8W6jt0FBejUlsZrFhF9iBhgGfBRYuyQzJ8LnEEgFp6SPVoPG_nPGzTQB9BT2MyvupEAhsjmEkySSsuT1KhVcY-VCxjY-yrEG-rK-6vzEkZKMEhHpUo5k_lTzI7FTmHhlz4V4cabs8oITNEsRSnlyMKmtCsYtwhh5fLErM69QfzTJj0p-xc2-uWkV5xqyqg2LyFhnf2bCO4v5yKeaHaHtZQMzY%3D,2023-03-01
Eurospin Italia S.p.A.,Addetto Alle Vendite,Castellana Grotte,"<span class=""css-2lqh28 e1cjmv6j1"">3.6<i class=""css-0 e1cjmv6j0""></i></span>",12 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2424&ao=1110586&s=58&guid=000001869c4a2da6a69a9486fca8e523&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1821de3c&cb=1677659352817&jobListingId=1008476168576&cpc=AC285F3A3ECA6BB0&jrtk=3-0-1gqe4kbepimbl801-1gqe4kbfdh7ip800-c5f38db367468791--6NYlbfkN0C1abZ9zL5NYIhXV7bfxDjOB5o2U9Geipmv_mrCPZiQ0iu8Xnde5mL7-oAyK2qtyyosnK2Cq8elKTawHyk7LSOzIe4SNZvf_a1REPSoXp5QwK2r8TNgGoYvfTY-Nqxr2E6VnX0qblh3sn0LQX2tqMGfNE4T3FYnT2CZzr9i0hQfR-mPI_IO7Ip6XIYVYA2kBaOQ3gHfo_kifRn6pYds6uTuvrMC6BU8JIqccWCUUNfu8_r4N1SMQ0Iev-ko5nPykqyCv4Eh19FvNW3xPGTukR8jn7G3wCCsCzSXcMl9U6Oy935eqWCRDca_oJxBNMmZ-_mw60jKkQ77lDtVVKC-X7lSkx1wa_pmgUtzM0JZ3UGY0d-vdF6nVWfl-Zr7aPYXGUkL6nuXynXjjTjNXj68I-2Xq9K9EgW2P4A-lc1W6opCYetUneK6HJiURwI3BiZ2XyprPiElPqoU1CIxu-0nXnaYyJrpMvKlZXOcypyLui5kGZl59sHEnjblOcAMk9W3oUXUA1GS4RMM-9KwZIFg9JwNMOU3bzU70QC5FXrwsKjFsxpPoPIm98GCFmIWcyeh1u1LD_ZID_i8_Yl09wl8stR0FqRLLHSN9RPt1apVl9kNJyAf3aK25oiQ,2023-03-01
RES CONSULTING Srl,Rappresentante Commerciale,Puglia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2425&ao=1110586&s=58&guid=000001869c4a2da6a69a9486fca8e523&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fde66e07&cb=1677659352817&jobListingId=1008420363561&cpc=BAB9AA3F436D8911&jrtk=3-0-1gqe4kbepimbl801-1gqe4kbfdh7ip800-4ec545cd0f3b1261--6NYlbfkN0Dno1nSdye3xKSvwdC0J3uRcrHpqQGHGyPcubQdhxljMgwcoLFvd08VuS-MynB49g39VxacReVX4liV3NYYthNFU4NmE3lhdnw6EAh9DUamXHiC5zF-3RMqDYkUU8gqTa_-OMkyou6gfYGzoBfsvX9wtSPw8LY-ZMToLDiZqT07IvBQRuFSRM_4iYu3Mjqd64sAI_qkyAMJ8uihEIGs3LVf2Zq_5YBvSoGvjIPEs09vrPtYu9X6xBf2U-ZtTkzc9xcngXNQjDsBxgebdhg_Ka4tgoetlBO4UC2iFtYc4wncEcMp6SQXtkBzbSQFqrcONOvcp579M2OHkIGEHcPQNCoVgfHcaOA6QsBecKxJSquf5TD-A8yFYaZw_EMJwgpFMjCYwo6-GUpgX9rKBG6gBoOkva73van3NxgPZGNTbvt_r9vs3kbbII1oRxq_KGQKS87H_hbiRejvihEtm73CagUv_B03Uuac2QsPZIoRSbpbhCzU-VBnzHQsumozUqlUPqQt5bDzkEQHfRvPhlqIbVsY_ddPd8B0mRjxDLJ2GqEOyt3o69ynu0p6QlaMk6KDSDI%3D,2023-03-01
Chiarappa Investimenti srl,Restaurant Manager,Conversano,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2426&ao=1110586&s=58&guid=000001869c4a2da6a69a9486fca8e523&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7f95af5a&cb=1677659352817&jobListingId=1008411844053&cpc=F793441F64F6F721&jrtk=3-0-1gqe4kbepimbl801-1gqe4kbfdh7ip800-71b86f6040a8014b--6NYlbfkN0BAgcmpeIrGhbA5FU7ZOSLwoOISv0yNNABgn26LFEpxsivYStyYaGuuniUEGX2GH8iqhpTof8jD_U6mBLvpMn5fFUUIlrh7ko4w784CHvZQLnJMDfBKGIeE7i4HycBQy0HyerC7DiPpZgLPRiA0aEtQaSjDs0VYa_Xb6u0aHEx7r0cKN4iTKNg72PNXI_DCPoD6kSf7jPuBwSWm5uaMMPDJZH6P6bJpDLcu1GhoSIlzXVnmaykUmHfNF9ha1aUTT5RkpjJny2SCQ4qOG_RiX1m5zfCMND0-8rM_KlQEJZm7MR0TdxA7G-AWvh2TbltggoZYnTJF240m6pJkRscJjhyYNwQcWTqscV1_8KFVtTN0LqKeiOUG7PBru6h__6WBqEGiI_5nOKdFy7IpGVIppKIlf2gz75HtJhbo_OHmp34fTIUZVI_thRyc-VSaX97LNFjnG_TJSqG4OJN8byS0rRocpLuWYBQGhiy89KnJCUQfy0wIc3vSZ6NID6hHHxo_fohs1Sco5hEqgVeAQr7EghXvkkJ3xMWhqITeAxYpm0WwEYV8ShjScEj53cb7Ed8MHNd9PcvqIUOGbA%3D%3D,2023-03-01
ITALY CAR RENT,Rappresentante Commerciale,Bari,,14 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2427&ao=1110586&s=58&guid=000001869c4a2da6a69a9486fca8e523&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9e7b4e35&cb=1677659352817&jobListingId=1008470644538&cpc=2CAED5C921A5F994&jrtk=3-0-1gqe4kbepimbl801-1gqe4kbfdh7ip800-d4bf5f2a7671fa46--6NYlbfkN0A44QbDCwFVfEzf3YWzN9N1Q7e5_3fz5sqdQR1d9_Ge2fnoLjY5zTXfdw-nkCiMddjFCc62AC8TtNcjGN9CH4hrCqbYOIfra-j-Bu0wrB2F4sZvdwg1loumj5BMnKylAmctu5h1D4kJ60HN-LPCbpITAdi-TfN3K85fnn200Rj8cUR2CjldZgY0MTfXmRP43J4gKTnfg6dtS-T7RF0E8vNdmorY_AWwc5Ujluj8LMpW67WGrFeqC8pxvDPpkUxzLK7o1FxVdBtoe15LW4bnRA8LtaoRg2ePh4vMj9CDVZNmnHMH8lGRsyWZeim_vPIQH90zh3iQa0G5xMFpTXcyDL3RlW-0fNNlJ3OP4nmjNI9qvhEN-bwwvLh5ZXgwV2Kqh6V6Tfye_vxpHdXonlSBClHFgY9vJj5d2_201k_mbky95ELIu5l77P1SR7x5jfeGFeqxFXm5T8d2vIYboorCleWlce-bTsK8x8dOOVuN5vtmhAKb6Xju21gAtH3foO130h50x6Q53gnzk2KFKZCLWLYq_73FwWCjtp9-B-SBI3LNyJHyADIT23owNkSf9lSOxY1NHm6GeEJu6QKgIB81K5xH_xUUO14sgJWh3FqIZpeHuA%3D%3D,2023-03-01
adecco,Meccanico,Bari,"<span class=""css-2lqh28 e1cjmv6j1"">3.7<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2428&ao=1110586&s=58&guid=000001869c4a2da6a69a9486fca8e523&src=GD_JOB_AD&t=SR&vt=w&cs=1_46df575f&cb=1677659352817&jobListingId=1008428775278&cpc=44CD5376B8534B8F&jrtk=3-0-1gqe4kbepimbl801-1gqe4kbfdh7ip800-c409462ad0c9b4c3--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFK7AudwSoZPw5olmPJnIU8hlveBpNQ27aNnKBcMk-j4wR8NwHmehNp7s78EcuWaGjnRvxVU7i4NmSgLBz_oVWzmvrpE1Frz_7XS0Eb0KGkbfHTA2ecGuLkqTKI5k7lBs1u_Xsb-Myp-7cJPJVzD_rM-hrCRWOJnLIxGWrYRcQ0-OhBu-wrP29TjvEgpP4IBDcGwoKQUy13Y005z24Ulz1UsrZtSj0qZLNq-rb3_WEbvqbopBnRV_8UBUJEWNFNvJNN_V_D7TQBLm9Mn-X2MzypAN_e3E36-bXABXdkmsfpdewRqxiJDTrWfJQjZGUUeVPnn0gXpK_I3af3LnJPZ7wkVxoVEnlpj3v4WBkRxwN3AyuYZ0YUMlFG7RLDhCGfIRPNmYVi7TgafA1_qkumnVjw5Pf3WqQP_fZTRFomLTSitqM7_8qP0-De2lCtBnVFr8k8-PnwUdoaHwxX9Pdwu9vezUDSYsxVKhUaCvCBYGsNbAGodbEhlJZ7knK1yMEr8wCkyBMskpALEouJNRBeMjIbNidTRxyeCNX31riqzgYh-kdftU-vUHEzDO4GIWYD5cPv8v7uqkQglxytvzBu-Mg4Jvb3mjmEG8aJgb-5K_s_TQh3TbaHa8BGQdPeaoQx4AzAxaoFlodCGfQ5Ahl7Bi2KYeyPo4l5ZRCOx9BHRYduW6SdajzUixRjX6CJO89R-m6CBSxo4eYfj8Z5nLNMH03lTddny2Z3XI0PtvGWziRjsoIyxsG_IzRqH88rygYCTJxu8MKga0sWgNU%3D,2023-03-01
adecco,Sviluppatore di Software,Bari,"<span class=""css-2lqh28 e1cjmv6j1"">3.7<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2429&ao=1110586&s=58&guid=000001869c4a2da6a69a9486fca8e523&src=GD_JOB_AD&t=SR&vt=w&cs=1_7c9da3f5&cb=1677659352817&jobListingId=1008331606246&cpc=26740BCDE5E48596&jrtk=3-0-1gqe4kbepimbl801-1gqe4kbfdh7ip800-c5402a2ac7a2edb4--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFK7AudwSoZPw4ZXE1eK6I4yGNLcVjHsdxuihX36FLNuVbT0_yifIWpCT8zELOpbgGlycJGw8wesdMTbI2whiv-thIDgZUoFsHgQE8r1W_FN5WuzTrFumKTk7_wPJTyh43yOHXj3cwFGaKNC9gBUXEDA2Kk2KiNzr6F5ks1UvGpXrE3lUOaiyHFNY1UG7hDfCZZ2kh1AJQZ_79-i8YDThyhT2wfX3-Sl-_BOP_SKdu7HXF_uaI9ME8gMPpXfujAn75NtjQ5XpbaPu0Hg7TgTcqdYmqMXtIurX5A8XBqj_uRk9Hwe7zJPCR8vzdJK6HtIOfTVUgZqVhqE9gsQ71fbAYEs38M4n0qLxvWubVCX0EtD9KQqB3taLUvYAbQfLz7NiAHnZrduD8mZZ90M3-G7k5Yv6_dTIUMQWZy_IIWZ24SJ4KBvYv-W8J8F7hlXbhFg4NlsQFdwt8Ury5xUFSXY_euLKsNlVhEgPg4tR1BlntagukLN1WZaKouzSTiokocN9DaDTtxrHEWe3g-iRg8HXlvM0VST5Uaf9y016IqnifDNmkMoRtKXqSrKg9Ox0kOopZgsCSd-I-5L36aFYDruqz6O2iPvcwK5YIvOpB8K8j8YNSktsDbWXwuUnZh-bOF7yXvsyMwDF1RXNY2zUg70fGn68EeJ6HJFlm67im_3UCeSciLduteXsXyUZsdKvs8lsq-Xq5YAE-8DaLCcbuc1nt2oqNIHZpK0wLfX5eYqxmiPVlZNVYqDtX7Bu2wmQE5BPet,2023-03-01
Happy Casa Store,Addetto Alle Vendite,Corato,"<span class=""css-2lqh28 e1cjmv6j1"">3.3<i class=""css-0 e1cjmv6j0""></i></span>",24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=2430&ao=1136043&s=58&guid=000001869c4a2da6a69a9486fca8e523&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cfb5a969&cb=1677659352817&jobListingId=1008497121604&jrtk=3-0-1gqe4kbepimbl801-1gqe4kbfdh7ip800-4f834fb6157747d0-,2023-03-01
Spital Uster,,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">3<i class=""css-0 e1cjmv6j0""></i></span>",4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2501&ao=1110586&s=58&guid=000001869c4a3dfba64f057579089f53&src=GD_JOB_AD&t=SR&vt=w&cs=1_e6971452&cb=1677659356921&jobListingId=1008492189725&cpc=7AC3DD71FF7BF8F0&jrtk=3-0-1gqe4kfgogfpm801-1gqe4kfhji161800-24c5ddb716c1c9f9--6NYlbfkN0Buo0-3Og-r-fczJOHIjtPCAS-MijvoYB671mbSoNWf3XeLkpsVxnaip2znnnaz4uLXQtgN1TGBbYYrXgWBxPe7AbheVOUjEk273GdeY81K3qLurnZz3xgj10hjVacIP0D2W3o89o3-KmAsHiWeuoKbDS_KyYN6ltTvKTUEjpvFcyJzWEPXPWUmJ6K3z-EQ7zuahnsJkWwzP2XZjhPj4quBIVgrFRZDlb1-l-CM5UqSv4_Hp4PC8IZEv1GZfw9I0YOb4_tACN49xSLjmFH4LVTlK9QHsxcb5fwvIIr5ucIrvJkAiJ3KkyL98TDIKJnvEkvxlbhtAd2K58PsJQ4g_UGa5gT4sXKxYCHX60YpPQDEWKxOfWDncMa19rOde3BEKIVIgsubr0J6g0HnNuoimJa7fit6R7XSXO065FCOqhX6SQp2bk5xWbcVymh7I6UctSslggA4TgklgVmB_fZ3wofVxmT6IFZ7spS0yuFx4o8rjFdi1KNCDKdMTZp5hvmwJITAcXMTvxDtHMYZcfH7mzhhnSgIqmDdsVcM-tcVhLoUvBScJa_5d2QAV-0z7RB_H8JWvgRyEw9f4uwHI71rJqgou2xJbCdtnsU%3D,2023-03-01
