company,job_title,location,company_rating,job_age,job_link,run_date,oppurtunita_carriera,stipendio_e_benefit,cultura_e_valori,dirigenti_senior,equilibrio_lavoro_vita_privata,sede_centrale,dimensioni,tipo,entrate,fondata_nel,settore,segmento,scraping_date
adecco,Farmacista,Napoli,3.7,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=116&ao=1110586&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&cs=1_5b77cfd5&cb=1676371180206&jobListingId=1008379687594&cpc=39721386339D0809&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-ccea4fd74f7c0b7c--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFKzkjyBSgDOWMP7Q005NynjrY6b6R3IT6_mtD_j-dN-EzveWdoUs4tUqY2qNelXgdiwwCRXgDTEu8KkdIimj1ikagoY1pbj0hS6JDUcZe_Twi9Sp9ye-l0gncWRXoQoXytfmhdi5cSuBU9W_GW9OJi2_aNiprshXWRkIkGlVGmF38fX_Hq2Z9mihnqh3-QQLHF_d5mSJvF3jZx-y_O6yX6_-dHjKP6JYgjgvPFE_VJ68PAU7W7rGy8k6PSfrd_cHKqpDap8pggOou4nj_S3k2WpwCXy_lH75CcjvwCzj1so9tzpb3f09Ozq9lfPIxiBjSF0EqWlSKTnG2x5N8uMPxzyd5AnnSleoOSnIg8kruPiLBP2_I14x8qurwqSKZN8xJ3KbDYYWSxD7hGdQZdXa-mPfHFr5LR4nX2U-NeN7aM4KjEnS4_v6K6J0Zht-yql4I9yCW98eGZMGtXODxOraR0hW_DG-fWovRxoZbBIIZAaREzDKMHO_-PMztFavFWWUy1fdBqv-ma0a9UUrEgLe7gxccwdZji-xPSGMbuisjngTEZ_szaCwJjS-OGiW0rWSGLreSFz_3Nsf1-cv_ICFxQ-Yo08vT9VBaL872GzdamkthWxBhjok0ydjDUxliQ6UisBUkSb8Zel8M5Pgf1M9jyeLeRYIzONa7mCEdo-SyAYAI-2PbQo_G60W9ASjexg0Hc930hzHsItjuy6MEKEJqfHnvR8dGJD7I8x1nLmNotc2OnVgnpHWzGPg0bUa_puGxtGR8xNKe9bKw%3D,2023-02-14,,,,,,,,,,,,,2023-02-16
F.lli Bifulco Arredamenti,Progettista Tecnico,Pollena Trocchia,,21 g,https://www.glassdoor.it/partner/jobListing.htm?pos=117&ao=1110586&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cf5c1bd4&cb=1676371180206&jobListingId=1008424152550&cpc=AB6E7ED505984E67&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-c8d969f59e452ee6--6NYlbfkN0A4JwkXaoRv8vomynARW-Hm_L68rakXmo3176-s2qzOSvFiXx0FPkH2XC0pBGF2A7dkaOQFB1Mwo8s2hBZO8VobR5dJP0FFH_SjmdMSlzD8P1mh8jMVMBlqUqDZOTstZtQXUn8RRshb5FPW7ETiytkM3oF8aKwEXSGjnmOEzv_kd4dBJ64gSdxOKJ6OcAko5SA73uxe3JFOmp8kzK-3GJadGOQXCZMMs3WJ-gJeZcXUMZ4HNN9ysCAzHK4L75FSUKTBVIv8hnKHPb7oQZkMWqaJ_Rzc-wvPEj4SnZtO_XDZHGZDiqPThrZouk9DU7FkFQR09rvHeUO7EUu9BxZnVfVoiCi5JXqg2h0EFQk8wojlDEMmCi6HTQyLf215CDKUib9m-A_t3aEP0iPP9_nBhLGn-K00MDMAE6JisTnxfUWBg_rnXRtvntl81GheIyxlhikvuyktQpskBwNPODsFYWszWziSOp0GndnByUWpPp-2aUHanEBK8ZNwn1ozlAkvF4jSM9vZxp8Ze_I4MgrdFea2fG4rpvpZF5wRcxLqwQ4If9DrIZcqrqYHR_6t1sSlt5kNyHMn55xJ5r3RuoLgH63y,2023-02-14,,,,,,,,,,,,,2023-02-16
Decathlon Italia - Logistic & Value Chain,Coordinatore Della Logistica,Maddaloni,,7 g,https://www.glassdoor.it/partner/jobListing.htm?pos=118&ao=1110586&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&cs=1_13320696&cb=1676371180206&jobListingId=1008454713006&cpc=65CC663E25211861&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-408eeba515cb6a21--6NYlbfkN0AxX4FVThTCNInuP4_dCOjpDt02IlJMbUhQ3pJiroWHrApW-aHLKb4C3Mg3TR-Ze0lpl_ZI8KoglnbWQ7qXtXuAyeIa4Yc5IyUgm2LSXC4HsLRxX75_A-7qLfbofDi35PQQbE7MLA51zHHYuUVvRM7lQP6Td7hSPTyzIxk96hdiMP98o4AG4yV913uvs0v7rZQwSor8lC2VfAkVZjVPYkg8xNdUEnoQZb_8VDjNBD6tW7fn5g4IXWU2_7V9GvgtujZDZgdzkp5jL2vY7eztxdi2QEXJ-1KWfqshDVvGAoFyihv-i9ygyDpmUscbIQYNV-o58ZJGMznC-PqU_J0MdjiARYFnczq5VWffo3KjU_0u7CU7q0Pm5Tv2294zvMP5gkmu9Iz4tQEXS13bvax7dpp0XnEKsv1KSAysHqLUFQXlVwQCPnJ6d-xjnE9ouxUH_1uBMKARbmvlg6vkOatvUysaULfWwgELUamh7svDIRbc0qWp_8SopiDUxSemJRjwAlZgh7hvUGhHdqKwri3w1oSSNkXeYrhyyNEOY3XS2Q7DEy6XYhIm7EiY9aOHNWD85DFHtpD8MR44c69UKopynRDT8pDcCrL1f5fs4BqUTb1T7QoE6BbjQTXqRTNR4mKDoKSrnIDN0zJFs_2y-qG0SNuJESAxm7Q_ZfA%3D,2023-02-14,,,,,,,,,,,,,2023-02-16
DA LUIGI SRL,,Capri,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=119&ao=1110586&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4476b5a8&cb=1676371180206&jobListingId=1007587007478&cpc=1FF74F442D7FC309&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-268affa285e67a0c--6NYlbfkN0An7zJwxw3CZh8z5lm8TVLUJaJN9wf-Y83TkzQufWzNKA84Hm9L1v7MUAyalvmtwFSjYEqEUg0mJcnrSjAuEedFXz9UwWH7ZI-jNO4FvMpdeLOTmzLnBnBTc4omkNQrHLSm5MdCJdFz81qheroHrw8dGmKku57rbJM6A-skvDn6N4HgXpUxeTj8y3n5BVOsbN_rl9-ZBBzV95o2J-pEsNuuKvLgk7S8n5E0Pl4rM7bKJqnl6OAKGsn8j0AFc_FZ_WOPS1jvNEDc3MDZ93MSCbKw7AHSIWhu1AN5TCSmzrsLERz5QN10UdIYdCn7MWc_wfTT8AYUerhXcBAMRhOos2v0XWTgqAsYmNvtiicn5ZWHvDXJHBucWP-3CZtXRDduFQZ6XWS3zwGNWRZwpGbGRgCs1T1smIdVNNvdb37r_cVpU2TbE9KWVc_-ywxsIPLFM97jqTINPvimZychBsJV3trpDYIYYZTxZS9QIyGJVLPB9oBlxG-22i5nh1HOjSe1nUbJ2QQaDtQzcEE8ng6l60ICEn0yBrjGkfLSqiJZ9cOV8KLyrlg7Fub-gm-A7ylbp3mqdPQD4YBN-AF-s2_GT92LxtqE_Q5Tx4qiyke9lez7NGM4Zt3twDL_BvE6w7GOrMY%3D,2023-02-14,,,,,,,,,,,,,2023-02-16
So. Farma. Morra Spa,Sviluppatore di Software,Nola,,11 g,https://www.glassdoor.it/partner/jobListing.htm?pos=120&ao=1110586&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c7dda915&cb=1676371180206&jobListingId=1008449146557&cpc=87034903B3AB482B&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-c087d770a69bf214--6NYlbfkN0BsuZjmKUot0tZdTClGKEaOSYgu4wKz6gE-tsrJG1pJSxE9HL8vvazbt1LoMuoUmQVCFYys49PhKG50vNJcQkI2Cm_uDrYtLURzYnbDEVRyOwPtBRHgz0IKln9SkGs6E3yUZDLMpa3_SOEWvG9AwIa7-n2KqC2MTUd1zj_yWhl7Yu5jAbKOgbyif3YWXV9fPl7OertLiLmvW-vQgcg6Gf4ukV5s6tUdj0_7x9mMy-rLBZ3rW7SVMCi8zZLnOq0c-v605idq04yOy5ymlUddYF8Vj9x-_EOsMG2McahjiaIGiIdJ-2p4VEpy2IT83vlDCHJgSIZU2bpjnqyeH2BBX6atKgwmmNQ5arZi1JkzBu2Djt5BskaAV63zx4MF1POPDcMa7V_C-gbJfRGm9CF6i6Xp8FFNOhF1mbF3CcNp2nGKQ5FzyRoeHxfIimEGYbJY5mBVXB77Og1ECDct_vhUYwZIwZc2FcKQ4Oa4f0-FdOG77VnAMXxTEJZ9Stt3DpHgOVITuv8lRaolmONBOQ-Ub-wviKwtQbdsAwVch68rJWKnW1Uw95wbeAfrCLvV-jQ5KgkiAWm9EodWyAmb6N7NDZR5nUibzA81d0Q%3D,2023-02-14,,,,,,,,,,,,,2023-02-16
Human Value,Controller,Napoli,4.5,19 g,https://www.glassdoor.it/partner/jobListing.htm?pos=121&ao=1110586&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&cs=1_53019c3d&cb=1676371180206&jobListingId=1008428549464&cpc=545C0D17DAD7ABB7&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-092d99c80759e091--6NYlbfkN0Cbu7h-UbSF_GGQaxjcsJH4mXose9dnRPGuIswOraEW1BCliE_XHjNelIDm7gNrajuDd93diwltqgwYizl_IqXTD11a2FNjsLb7ggKRV6Op4W6Dvb7dS-cKRcYBbQJcvNIWQG2IeWYt28MKKqu8-K78a4x5eAkkRhOkMeqM9KTnPtW1ix3hASuQ02NWFY0kuVoPRjqg60fQiMqa9bTL6oev6TtPWe_5GAzJETLs_VQpt8-ptOT5ASfJTSsWZbQjFTJ9zFYzkSixP-SJS8H_mUYDZ4LvzNzmEvRtoCWan5HI1etfoBXFF_UR62x7XzCeV5XY2riwMK4vCIeTKi1cmzSPNkyvjvsTAjCB8qk4mHKFHbyVLQhJZGP_HHmqMMhBBWx8GvTbax8Ezhk3UMLP6n2guNoRV08eP6JdB4tCbXRD9cPAWjLOy1JgVVeaMYrK8EhtsIoMroGhPnnQjpEm-7Tw9CAnZguXi9FBsipveUsWtLWkE4h8thfx80vVZ_5LO4dWEZyVxuEB8BXBNGEO4-REfT_7yFfhWvnkKjWLRfAridWfkV_f134HeFm-crZ5diMuxtSwL5uYfo7fwJnqihLtqJxouKw-_A12P13FJTzqkVoudR9BzS_O8CeLYV0-kRU%3D,2023-02-14,,,,,,,,,,,,,2023-02-16
adecco,Tecnico,Napoli,3.7,19 g,https://www.glassdoor.it/partner/jobListing.htm?pos=122&ao=1110586&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&cs=1_54d0bc6f&cb=1676371180206&jobListingId=1008428775806&cpc=8CDBB1EC89CF7160&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-026e14140c80955e--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFK0Ai5t64DnzuEJ5ibQUF157IBTZyBBJSQfe84u0axUtPFTHWAegiMULFUdf7GgmCacTFzLxvnfGYhtyZ6VosDHSUkdN7LtaeRN42UD4qeFEbYOSGx168wDr9FRv5T94WYaDWvSbWotFy2sYP1PggJdAf6oTCNUtDK8cDHl0WiLOhUi5izD84s9ksHNjhR33yrNkxp0uu83hmlohfST_ErPRnuiGjvmStWh8uUBLdaklKBF9eBmefmTYhQLhxInTF0JGB6_i9R14l3Zg7wskeTKkWwm3Lhx8I66yFio-VDT9KKGS_eS1jGXapYj3krcOditcWacuKqZ1gD54dWqKPh6ia_PfxlD0tWBNa5WP7wYq8E8sR2RW2RdVDpeTUSg9JprYgtinHqHNgbJTYqhVkifgXLs_IlRZqYB683erVfZOG78qVrX2cGV-GvUqEvbFgo-0dKvw9zBUvfKu5y6jiCujcMFxUDeuIWzt5JUGRMqNlOrccd-Hr0W0pp3rmjXuQnGOC6DPi1aD0pk9fPtnRopTzbn-NtBo0Et07AuryO6uhjCp735HkMyUK0Ni44Dem2Fdp-uifDAjPEDDKr_0mijDYALEYkfCQ-yJC5pRs-naXjCmDqA6MfQr0ILNYBlB_Tn_vVdX5q0FotjQen__Ghi-cmybglgM5yI4sFfZ_EB3mPXuLFckMibzHOUxcwLRy-w9lS7ryugispAYZiMl7ShH4dMDjqARM2pBCYDU62DjzplQoarUxlYFFnfrl0Ei_u7fTlBhEVO4c%3D,2023-02-14,,,,,,,,,,,,,2023-02-16
Assist Digital Spa,Operatore di Call Centre,Vitulazio,3.7,12 g,https://www.glassdoor.it/partner/jobListing.htm?pos=123&ao=1110586&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&cs=1_2bfecbb5&cb=1676371180206&jobListingId=1008444231309&cpc=D5E11A5BC695825F&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-4ee16a8d82b706c7--6NYlbfkN0BImewq0amX-W1xY7fKQaAGnpysQX9CarUjLjoQc2hm5I6kbS3DOLI6VrWqtpE3Ixmqb9zfhnQwiQs11-GiqGFkKY3aroPRnjmD0U_n6UuGF5lAa9UxQPfCFRcFJjHafNrperSGa2gvHyLP__Y7gJ1rMfFcBbao4B_OzFj5Kri4LNKiX3tSwtJCvzTQEaGAMJRzkjqstSAwBvjSNH2NtotKcjO8fhsKriGwuLhcfosvwLl2C3wimeDX_joBwiEdTOFvm6NTMNo4UXW6JCx9HWI888rPtFYMMtIvQNfKmQ4iWSFD6nlx0pnXG9hi5sQlCVVi7irHxmZe-CLoMETyIcVHTYt0tc5u7zxvkopoAYKhz0yGMl7zFktJ_xtOS_rn0nqxjvXppGVD0q4k72RdLouG3opzGNvOJaAuxuIMCvCMdA7dLnLNUhaYZWPCaGFQwKa1fhahaAlScH0uSdsU1fegeYDRHrq4LHmVqiH78e4ROIQ67OG33yu3DBAqd7IaHtJf4HDkpSaaAe-bpkwrRGQk5LpViy4eeT2zF-URvWrgMMmSOUlApncoRmysJwDIWpMA7NITxKYxXkcADReeIAyGvwgyEMZxFrM55i_QeAJN-_-QphxYFncGnmEtaEqtPdet0Yz9tN5ajdATeyF89qefi6Q8x0SsbsoDAVEr-xCLE-li5C9zkb5mPy7OU4J7yFpSUYWk2U_E25ud5FPlbnwvPlhMdn-q_Lo%3D,2023-02-14,,,,,,,,,,,,,2023-02-16
Tecnocasa,Rappresentante Commerciale,Napoli,3.5,24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=124&ao=1110586&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6e28ac7f&cb=1676371180207&jobListingId=1008468448394&cpc=2F9DD8B511C89582&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-bc232938fe486941--6NYlbfkN0ACsuqEheqI-CXRMV8xZBmVkRy6Ljlpmc2vap2kcBme1-qmP4ebj06xxmZzIWK7JoGmozW3M7uo5TUCUpay5taQXrizM5nD77FDvA19oFQkHdnDLyH1S9bvH8TQdAN3LH7yz9wyLgIODLLcm6Hcal_5-zBD-APnQpzv-D2W5Dh-gdSYid9sczSiSHWSNwfCXWoelwh5anMUGGn1oqOWRBMwyPcNOMM9zdvNdCYTwFIYSo5lRTGNO_1kJ7IPHMDg8wCBwZVqbPo4KWOC_U80EWgTVCpI96jqXcJb3UBwZYvT0aco1Ul1UZYjzBDdQx5rj75WPXPfbiAhAolDVCrY-oQ4DoiGprpByn21bdfqhjLTVptHyo5GuAovYp1Rmot1yjbC8Ax6ShbwHk3nDV2oY_JhnQ5G1zXkA4LBaDw1Ngcb-E5v4Mo6Nh1LDyj5_rBgwuB3YbmKNERx9s8M2gV4fwmfh4aDArzYwg3Yk-W1ch9nwI7pdFYgdmwJWV6B9qHQcfK1TBnaK7FknvP_KIdbdVHw8cF7fdxqnqgUF6J9qYkrdK00AmLiQHf8y-F3cqCgwtqGCKiAMJQhvQ%3D%3D,2023-02-14,,,,,,,,,,,,,2023-02-16
Human Value,Responsabile,Napoli,4.5,19 g,https://www.glassdoor.it/partner/jobListing.htm?pos=125&ao=1110586&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&cs=1_28e2b85d&cb=1676371180206&jobListingId=1008428548821&cpc=6945AE2F4B03E059&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-7541cfca3d4a6d42--6NYlbfkN0Cbu7h-UbSF_GGQaxjcsJH4mXose9dnRPGuIswOraEW1BCliE_XHjNelIDm7gNrajuDd93diwltqgK1cTvtNFkrcauU_oiFEvE4roIP44qEKIOBK8qjtgMx4aFoFsN09HFBcIJJi7yqDvrlii7CcfhqX0Cp71s73_BhwCfDtCLYZyTmObSGRwf6LRvcUFfZ-DOvnH86-_a9JTgEUwx-yJoL_Ecn7kJxDzHZY6vNNyvKaKRvayEyAC1Dv7S5hD6MNIUsld69LfabNn4Z9IlYxqq6RUN5X9QmVtYkV8pJPH-RSuR9VKtxN8P7FIljrqCQfw9v4Dn2-823i3WurmBxpeOZDMclhBEIRPHVzUKl2k-yFA4IYlMWYRYPvsnFsNJ8yLJHMmP3M1hsV5015nzW1zMAbNVbKuihfEbATspSn6GA5ARe48LBn3jTOFvbVLwzByXwtvgX2XhqvklGlloqI6GtAFQma0xbMuA1PhTr3XqvPaEu1GSZQP76s5fXlXc7xFsREbNQZAlnDUx40RWf1kP3rLfE-gQl_BtdCzCIqEAbF_uu3oMqJb0ytsWy2igny5dxYifH6_M9eOrrec0QnsScCOhbwU-2pBGzxEiCOOn0YVNCOrB_q6FMxpDi4FGXago%3D,2023-02-14,,,,,,,,,,,,,2023-02-16
So. Farma. Morra Spa,Analista Dei Dati,Nola,,11 g,https://www.glassdoor.it/partner/jobListing.htm?pos=126&ao=1110586&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a67e92eb&cb=1676371180207&jobListingId=1008449155284&cpc=9C938E8DE9AD6C02&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-ab24d885ef1c6f9a--6NYlbfkN0BsuZjmKUot0tZdTClGKEaOSYgu4wKz6gE-tsrJG1pJSxE9HL8vvazbiveWOJIpaHUjlnLN7MRZ3uB664DrfMlpLvS20nnE8K0kTmMP7uyLgLIelhFZx64iwqILrXi8SnLKRobpb6vjfsdL8aDgqp-1Kro09A-opt4wSuwABXKWn1kKWSXr1T8-bKAUhmFhO8rHR8VXON4cGOfTr1wmpW0Q59vvy40FaXWYiavZS8ssGyFc3qWhB_Z0T_bDr8ZgdMh-p338gX9Vsc6_pynxnCp0_b9s4c4wHcG_KodxKRu-Ef8mEX89unvPFfH7ogS9uRZt5EtprNh35jR4f8N-wd0IM0vQ-E_53rOA6H6rWRGHJ7rI6HwJ4vEFtfvHo3zPWj1V4lKYhGrlyjT0D6T9FOs-s0ZQZj69QGL3Z_XoE24BUKvXK8sDlWrznoeGYonwB769yKoKCDS0EeHcCrOXJlZQnZkUkiwqS8McFhkb1Rs9DHh171V-norkr1jerz9UJJayH2wefHj52X_XfNLwhTP2wkDVjDxTdEHRyqxX2pVnLnJTo48dhBgUKrXPjwDDY_Vy4l-09452Q048ECbMssDh,2023-02-14,,,,,,,,,,,,,2023-02-16
Xelvin,Junior Technical Support Engineer,Napoli,2.7,6 g,https://www.glassdoor.it/partner/jobListing.htm?pos=127&ao=1110586&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_94709cb0&cb=1676371180207&jobListingId=1008456700104&cpc=39A4E8CE329AB187&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-59a6d7e85f90712f--6NYlbfkN0AWp2jAIvwXyxhfJY0qOiM90h_uVcSLFlet2vZCGjgLA4F7Tr4IcsB0ltLVTQ7qN-7BCPK0UUv9_QTYZgwG5YdW7ke6XEVUBk8EwwbceuVgjgAcFAiGkG9p5L6pJsk2moybCEIV9S3LlUo2SQaoSYRSadsp_5HBWxF9HGrobaqihWRhY_s9esC_GmTdkLlEImxfFARZps0cA-gjuDlfIkcn3HHbrDkJVTz-Ukbtks_VUkA2nKTB4azU7ZLayAO0eSx7TBAjC_-CifD0vK7qtYdExKtcMUEGFoiU0gpkA_8XVnEMWxapnBZ4OUA3vbqaOIa81vXMpSC5hsEZSnusx9Ik_lXhlQ4rshvGF3eQen7K02zfSLVngJJt6J0PiiWaLX8cxhMKUch15zlKpNVDBZOuli7qiuNt8IwES_uw90F67nKwkPf4aMLy4fYdoazsgKgoHfiFEIicbZomluGnTAh6fGTwsREmt3c7hk0ktJQ-lcNc5TPuVg3Ln7r7u3zINMFH1K9SFNYAaqSQzfgaGO0g97FhEoh9BPAo4CCS2TZMvPAl9CWARg2cUMv-4YSOhJ2E3ibgh8CL-WydIbHpL1DVoeahe-WbVDTHP3kAwGhD_4vokwxwcAJSk9TL9aj43Rpj0hIhsEMsTg%3D%3D,2023-02-14,,,,,,,,,,,,,2023-02-16
CERTFORM,Farmacista,Sorrento,,24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=128&ao=1110586&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8c520f0b&cb=1676371180207&jobListingId=1008468400128&cpc=9FFE37255B2C047E&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-45459cb6687a150c--6NYlbfkN0D-3FQsaFb6K5kN-Yj-wYeYCLk6hY8QiV8Su9-Y7ucGGWhcMz4rqqesJf5meNCNKTVd9QQGzxncQGWgu31q75TsLcXka5T_eBTcuUVEOl6aHr71-DtggvSwPJlLuoga7TkmQhGTEZBG_2qPR-A_GlV9CerR58H_dDk_G-fdJ21qdMQnl6juaf0ovjwkCkxD0UmRcltaYw7AODM4xgBr5LLhYbIBs1R6Rsekftgyj6dL5jOhl26f98XMPADPEX1OTQI7euDkZspCe-jM65YFiQl9yZgZVA6oi1hfl8xvIfuMrRjQKqSTxduF3ffmu08CjeC-uLWX40NftuwQ4_GPikO35kMeVQZZj7oh_coYW30FoW_AobyarQfoLfZ6SyD5BgAra3Q9XgaAAd4q4_xTSPpgs65qUO_lDtEddSodG4HHC3o1bP1LAjd1xBwzHN5cjFz9VYqbMdJDjSD1-3Ifwb2moWvi966aKc682Q6hqtudoycUlMFKcIu16sCv0B5xMVNG45_btNnfRGFDpR_CLUoCoookNHM3RqsSpMd78zi_kc3h5lLAYFUwcQy0bIiS8E1DpNaQ6x3hpg%3D%3D,2023-02-14,,,,,,,,,,,,,2023-02-16
Lum Nova Srl,Operaio di Produzione,Napoli,,24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=129&ao=1136043&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c28ce9dd&cb=1676371180207&jobListingId=1008468347720&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-b8a86bb6ce0275c2-,2023-02-14,,,,,,,,,,,,,2023-02-16
Gabetti Franchising Agency,Architetto,Napoli,2.9,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=130&ao=1110586&s=58&guid=000001864f823929bd5b601f1bdbb9e9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_67908673&cb=1676371180207&jobListingId=1008204334799&cpc=973E6D846143997F&jrtk=3-0-1gp7o4eamp2kl801-1gp7o4ebbgajf800-7154fc7ea830e3b9--6NYlbfkN0DeMNejglmrljmtVFsqNCm4MrZu-34Nk2B26CsG8IHyZGImvQzZIbWSAmjSB4psbJQIbpypy5WDr-CAP0NQDijTiXqDEKlNEKYU5FZtYMihapdMfSbbUTdIVMdDUzga7AQbj1b_W0HPZPjUOSOgyumU5NwxD0F_IXthM_641OSfd3QisTKMan8E52nz2MWj57KyUcF0yx6nw1LyB_dITQJuebTnMHMRoZ9oaX1zqC8JM7fMSRHkLlk5R1PY-tjMbufV1c4VfpV5k9-mVIZyr77shjz_S-9k3tRFsvBXgCbuh9EIp5DNMJcbQcua5yzZIKr_tPgGIGIogKh422pXw1uJx4fd2nMHVP3N4pXRIR5INXTGQn07BZHmZN6fEg_3H5C1H209VcOkvSiKjYypKxTadiznJcwQAY6URZnxDH6vsF3o8aNvSoLgCxwUdVcuQmh8_ZOmRCHiFPQhuH0oZB5lLuIABuKh-6FC1sJyFHvQ2Uzu3q1uC62qY0x06vXob5PB0sfAumR_oxv8YQi0nkEn9Bnfv4oXiMcXr5Alun_Bsa6QHPjsJG5R272pyd2MpsY%3D,2023-02-14,,,,,,,,,,,,,2023-02-16
UPMC,Infermiere,Italia,3.3,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=201&ao=1110586&s=58&guid=000001864f825d3981e3fe7133f42b21&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cafcb0f9&cb=1676371189398&jobListingId=1008404764588&cpc=71532419B2302243&jrtk=3-0-1gp7o4nb0is1r801-1gp7o4nbhi6ji800-d57adff3c6ba888c--6NYlbfkN0BZstVL3SHRDEX7E9ZMNUdtUH7GbTWkwqii6p0zZOnTeuTMM80GoIe1VMlFblsGp_ZzryI4mV4n9R4RAWSftyJjPQDlsFR-vRJEPmAm_mc95HecU0utpgSDGNqVk6wnzENnSkx9u2PNp_dWOJsKiwTqw0B1Ca1Ew1GBlMklzuSya4oeEZ18LUypiyIP1UHBjC3fJuqvHzVlU66RqpGV876WvxET3ta2K3kSo_4FhDcreP11EwmP0wg7mSGe0je_NS4Rc2vrHeyDe_7X378zTdrQaQJBShyFs8vr8B096RdEb0QFaXGB1-aeZCwXxDaQ4gZviTKGJbFyeodVr_t8xBJZ9kbmdSxI94pAeMfYxGVNcosZJzkZhv2x7_QXMZxGycXdzTZhXavdo1cqDEzf-oI6X-6udCQfiHCZNxhTxDmihXkTYlGQ_EyYUVE6kfsZXh-yUkc0Z6RzWOyvcSoEOK7xeINEEU03K9GfoO-rt9pUatrYd6zsxP0Fe9ttKr0FSizcBymXhZLiECZtnqmmyjjyVmqcU7zjq8I-fzMYek0JQuM8fuNYMbaRdXRDMOO_Wb24gqhtmMiD6AAjrbfdC_Sl3NjTNcuB2ZLip5aFzlhCrnicUFvTx1N_MrFqBe8jV_BvGZ-Wixw-1xWDCGzfx3S7,2023-02-14,,,,,,,,,,,,,2023-02-16
