job_link,oppurtunita_carriera,stipendio_e_benefit,cultura_e_valori,dirigenti_senior,equilibrio_lavoro_vita_privata,sede_centrale,dimensioni,tipo,entrate,fondata_nel,settore,segmento
https://www.glassdoor.it/partner/jobListing.htm?pos=2403&ao=1110586&s=58&guid=0000018656316cac8e57b386dbf561b1&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2f676bda&cb=1676483325456&jobListingId=1008437524709&cpc=52707B81699D15F2&jrtk=3-0-1gpb32r6fklvp801-1gpb32r75irmn800-248e27b001a26c89--6NYlbfkN0B37pvkDXz6BnETzzh3IrtsxPK0glNB9IfcgNio2MHaTySl9rQSu9S-iuMHjd1WdghSurVdl9_zhBaME2QQseoX0JFzNF2WizGtNUNlPGPirS568a3fJtpEvVl-rQeYnv7b6NR01yL91LhBZcv7-rprBpXzOof58QRqqAMNOSzsWosZ-ZMQAc0aGFrmUm2OsNkN7gwtzB667fincPuz7xDeOSDOw9kN8g_2Ys_vcRDXZEZtK0ffB6YqlO48_f92Nvb9x415mrjmiMAeW6jm7ryx_TMKaes9_9zUnI6fUCbRULxxq2vsVL_xPml_r3XNvsMi0mf1sEwqxg0k-uj18z6CgmA2huWm8IgSRsaPqZ0GWIn6s2LSD4MhFSE_nZegT_ESR8EVRvOeqwm0xmhrPhCJhFrXNO6BXU3dpAvJtpBjv_R0dQpiI9hAaONlqzI262iY-3TlzcM_5jy3fny4fBirXYsaNzMa7FKcOTFnBlltNH1QrYKXQqbyPUjPkJIJsSh8HRDw-NoRzAtUJO4MOofzGf8q6UzTffVpINIZ46HZowEG_Q9at-fmCE4kGC7s5dLifb1UVPZXUr7h5dvUu4kr,3.6,3.5,3.8,3.5,3.8,"Saint Louis Park, Stati Uniti d'America",Oltre 10.000 dipendenti,Azienda quotata in borsa,$ 1 - $ 5 miliardi (USD),2018.0,Produzione elettronica,Manifattura
https://www.glassdoor.it/partner/jobListing.htm?pos=2404&ao=1110586&s=58&guid=0000018656316cac8e57b386dbf561b1&src=GD_JOB_AD&t=SR&vt=w&cs=1_098a8cd2&cb=1676483325455&jobListingId=1007997758087&cpc=3BDFD099D8AB9A68&jrtk=3-0-1gpb32r6fklvp801-1gpb32r75irmn800-da90d23cba06d3e6--6NYlbfkN0CbF-L48tIuLwbTLWlfORyUALKslc4Ytk0Qv27ARKjN1vE01Q9Dg-1UPORQ4L5vOW9XMZLFnrBwJfycnP97qe679KKCyFVaHmVQ3lrR3EK23M7XHE2UNhiRWe4MkaHcYSr1II2Kubd6-GqdtwSPUhHwhCGUr2PAPcOOKH2_-O17fLuBolUkWQZnqezhkVKB0hQbFB4ZryYhfjV3y_ZtVDuDMSZA_MZyfmYG_8fCAGBJZBNvYCmX0YxdXdyCeAPihTFf-wbynPAnqVIBhxLMQxC67UtPl9Ev2nRWZlJpORvA204aAdB4sRanKQXliv33UX86p9AlZl5YU_zFN0H-E390_Xio_t1y06G_HB_lwJVRGt5-pokKZIOuCqy7kDXVmsrrfzQY3-oTEjZi98jtYwTpRvtF0oDZ2oOwAEgFop0IkvMObgKP3lDNfSzQ2yXXAncqLnq-uGpDVRULOELgKenvvFg3Wv3PeqtimIXRGUosAWQWKKxxkr_Al__Bd1nT1bY-FqxHTe0XTqCZPzhRA5yt7fQfws6UDwFsv4HYslAjxj32FqwtNDLh4uQA-FqQAF_SauqmB0dX4GE1Wq5sh5ztd-Wnueu-aVsquPSm9jFaN0XDpbOElOVr7TRtlG_jBNw%3D,5.0,4.8,4.8,4.8,4.8,"Amburgo, Germania",Da 51 a 200 dipendenti,Azienda - Settore privato,Sconosciuto/Non applicabile,2019.0,Immobiliare,Immobiliare
https://www.glassdoor.it/partner/jobListing.htm?pos=2406&ao=1110586&s=58&guid=0000018656316cac8e57b386dbf561b1&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e84611a9&cb=1676483325456&jobListingId=1008454617792&cpc=9A96D6093D59D0CE&jrtk=3-0-1gpb32r6fklvp801-1gpb32r75irmn800-dca8892b76036b51--6NYlbfkN0DjXaUN1-6gB44BdyanPwyWv_leT95rSFs8AQ9F2uvrFr3bJPJ_-ohTkIwWjLXTeZAremPd2WUS6XWebd4RjyHOM6pY5_R6Pp6eBSENahffbYrAxJX9yNvQMhJdL0OxQTnd3PF90WyKOEz-h0zQ4-Fnt_qOvaZELqsvogd_65adqrvFiKcfdDv0jZngtFSWPcFojv_pJLuN4Il4vCGEsBnUOJp4pGVjo1UbCg5oBW_hcJctnWUz1WpADIYWdIFGLJkn49IHC534QddrC0fO-DVE7UkLdC1Q3bAwpQ0hfc5L155Yeh-mIG583z_MP4dEsxsb3tFeQkluG_bxRJmja6jLZDVj4TGQN9GG1Mokasfo8NeJk8Zii77seR6SL2C-OxuTIXHYekOn_DcZiX_K5xbUV_SOrjaoYWb6oUpowdwT5gGvuDgdpH0B4nzvwriotYL-ZlIoxD4KL42mILZLnfNscxX27EhSzp14Hz6eosVpgT4m5PtsVBDTRtjZMf_BMastostTShUzAMVeVwxaYNwrEk4A1blVNHtUBM0lBtSqjzHImdYg0uJF5ZAyuJc_CVkLxeZLg0lEcMe64qRrNbgK8k8GMVyZF88FkaB-Cqya5301EIw2ftw0xsX1zw4vpQttkFQmi-p9yTpsJJ2onUGPAkf45tRqQ4W4Dhenb9nYlVGdA8vt6bAopeXjXWuhWyk%3D,3.3,3.0,3.6,3.5,3.6,"Amburgo, Germania",Oltre 10.000 dipendenti,Azienda - Settore privato,$ 500 milioni - $ 1 miliardo (USD),1977.0,Immobiliare,Immobiliare
https://www.glassdoor.it/partner/jobListing.htm?pos=2407&ao=1110586&s=58&guid=0000018656316cac8e57b386dbf561b1&src=GD_JOB_AD&t=SR&vt=w&cs=1_2291518f&cb=1676483325456&jobListingId=1008468478215&cpc=B05B6D422C45E27E&jrtk=3-0-1gpb32r6fklvp801-1gpb32r75irmn800-979ab270e298d251--6NYlbfkN0DfmYQLYMrU8gNBWZWaZelSo2q88YgE4v4gC5ioDP8-xKLHXWwCf_EFbEIxD47MzhacBgCyjbGbAyJpculzIMOSEKMUNgushUjJxZtUcylJMa3UUEIH7MZUjoqS43dDEUv9R0LbuGzbY_qPq0xKftXVcGUkDTiGnbHiu6-vlwCFgsjD8gyEsjdEPIlBwAgIp68GVQOshPMIuCK4tLEPM7IDXJHv77nx1iWxFylmcpGixofpvcecuSua-qcYE2avIyaHX175VIt0lEAgijp5TBNJKquwfyfbk7695UntmMRbYeasea1stv3d9KvGcF6m9GLJ1sOnZYqFQOKVVcKatRhdecrLemCYC7AuNSBnXO1bXcgIUnCV5jtkZgoYZSJ-s28yES_RQHiSyZAqtANFJQQzD_2HBJQ2hvV4ubFCA3po6Eqhm4AZjXN0XpcgAg95flCH9_6YxduY13dV_Djs-_-k4Oiq8ojMnolHi_cq89CrPPZ1KM1u7NcALaSC59qukvj7DzqaoQyEeYOmuO2t1wNZmA-0T1COYTVwRs90b2DBa11ohtEWO279PPB1My89BVfHYV-vugVrUiUyrTkbR_NmkTr3J3C0wpDM0eBc3L7ue4d9947yR6LaB815TZGo_m35wvCOj0l_exiBf0EA23q3pQ9IE9nZ6IY1ziMWhdLykP1Oj_Rb11vB0oJa8ThqVGvkSKpuMrJgNnuuBS9fJG9q8Zk1iVxQlTEsD5SjzaURUw%3D%3D,3.0,2.8,2.6,2.4,3.4,"Lione, Francia",Da 1.001 a 5.000 dipendenti,Azienda - Settore privato,$ 500 milioni - $ 1 miliardo (USD),1983.0,Soluzioni software e reti aziendali,IT (Information Technology)
https://www.glassdoor.it/partner/jobListing.htm?pos=2408&ao=1110586&s=58&guid=0000018656316cac8e57b386dbf561b1&src=GD_JOB_AD&t=SR&vt=w&cs=1_22f80b5d&cb=1676483325456&jobListingId=1008468503203&cpc=6BDFADFCA66887C5&jrtk=3-0-1gpb32r6fklvp801-1gpb32r75irmn800-155a22786b8c4264--6NYlbfkN0D3tLGfeaywPY0GnJXtjN7kia2G8WDt-spUdWeMMEkO9Q5xDcuPpz5fW181Q7x6p6lallvU1gmxCHhmPJ92JqRHoz87sfhtjZ34MEvEV6iHfRLTfZ32cV6Ebj2fVqmz0jtwYcy7IIZYfnftX2jNuQyZNSYQSfu9zurcri91k1DT7q1eGwCMsdR4K_cmYWMsbMDAn24VgUS5VkMXaIUHLjFiC2yF2yuqS0iXTFFKtcb1bZ8m_MdW8dPR6NJyiOshI6VM_CjMNsQ2zAkAFDKZHK5W-T2RdhNnKYjuMtphjZJtyTs0SJpO0lAWkcImq5eusbYyq37noxbVRSM9H0QqbnEiTCldkTD86p-k02FbBXlClaAUAEb7OevafGnq9Bc_1yW0LRoeQQye5IGr8MwmYLEzdw7F59euM82vEqADfh_cPERD2NA3oJNJ_hR_JeveircIex0h9QaBW45qn1jZ3e5ST_RlP5YX8blgcdj-RT3kAtX0SPMVF4-oLDYJGh1n0p0rRw2XheYSYFEP3Vlsw8SlytPG0zUCAZK4_hDv56yk96g2sHN5tjMnHfbBW_k6XKRJZDvFMx1iK7uIovnNV-DfGMMl6ExGfklCO4H_g8fC6VCEHMdarlb757vK7TteGWjTIdaLWfqaBSI6Nr-ZLhdJSX0v96VGWmM%3D,,,,,,"Madrid, Spagna",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,,,
https://www.glassdoor.it/partner/jobListing.htm?pos=2409&ao=1110586&s=58&guid=0000018656316cac8e57b386dbf561b1&src=GD_JOB_AD&t=SR&vt=w&cs=1_f3f9f432&cb=1676483325456&jobListingId=1008431174687&cpc=459542F86C2FA7A2&jrtk=3-0-1gpb32r6fklvp801-1gpb32r75irmn800-a0309c8bc4010afb--6NYlbfkN0CgLV01otWyadW_0bbvTXVl61lGcm0U3Pj_PD6e5_oZlLMWa3MKvji7Hd64Fd7o9DVRQEDaj_AM6-gGUs2HqwlWQ3cC7PjDnQ8KnqDBisbYzivKd7etYjhsVOppx-LLAUHA6C9Ygl8FKD7okJXFTpiqWZ_T4YWp8UjzLY2tIQuQUWqjUKHa2RH1eP_yMA2qFSZbQBa5ekmT8mr-qH5hYSfR4enWex8dyIzTWB3uoRHM7QfvdKZ23089_5rwUg-dTRqNkf-f1o2rSVv8q7ZrsqSx5SEzJdhSob43_IfOxR7quH-HJOrE6AC1KgyiNyJbFVob3UtyOe8dFEzcYHZhZ-MRVacG67plWzfk7leEebA7njYFoUmbGNThDTOXM3uE1E0bUJlyS_kA8vHfW29BtAYJM44IqryLX5hPy61tcKZBgm_UQHVvjZaedPujBMyROInjwhSepi4JqEh8F3O-PrLfJRUeDu_XOfDKCpY9JeoeiCuEDZVmlmHKyTI6fg34kcM2ajuq42_l6PdJieQ-tgZIJKhbZg8PMCc5DKMtvnoSnNoaqsgcH_MpRfCgZa4M9YAbxWhXh6FsB8e9UuSuZYm4rfDSBF21F-RhAhQJtDG4LQRIZxJuuDBc8JSaNnMZVt1whHhhhRE10-1o4rrpLYfIv1v-i4BSSpovBy4ZPF5aGzaWsyHSNaNFhyjjqBDuK8XxBUYukZdpd_WLEkNSuWm7CXo7VC-C1QntoumW_V9FLA%3D%3D,3.6,3.5,3.7,3.5,3.8,"Raleigh, Stati Uniti d'America",Oltre 10.000 dipendenti,Azienda quotata in borsa,Sconosciuto/Non applicabile,,Biotecnologia e farmaceutica,Farmaceutico e biotecnologico
https://www.glassdoor.it/partner/jobListing.htm?pos=2414&ao=1110586&s=58&guid=0000018656316cac8e57b386dbf561b1&src=GD_JOB_AD&t=SR&vt=w&cs=1_1ab71786&cb=1676483325457&jobListingId=1008400307839&cpc=AB6E7ED505984E67&jrtk=3-0-1gpb32r6fklvp801-1gpb32r75irmn800-6a186c1d7779535d--6NYlbfkN0DaqLoIGYbn5Bxz2xfE6bNdCvSoDbO_-uJKCeomRlsJ69OjihckQdktvh7E6T7oOJd2glvHUxwc_zV6uCDbMo9xLVe6iEsBDHSQ422CaevOv5xQIpaPrDi_IyPT7-XyToyWn1aCjC8U9ApX4PgrU2HeVqG1pVJ_y5B-mkMtthSrY9yjnjztB45950983zm0FZeRHj33CSJ5yL7aNyNNguDd8ri_K_FvYCZGrs9JMNyI2P0NVWXlLdnt-uL2miO0ReuFFaRPpBHCd78cw9hWYc9AqXrPgEGKJWg-w5ZBJSVrQeUfhf9R8qvJaIW9J9doREClSw8IHB91Y3UwkCe24DE2CDW2Q--OTQZffRbVbYk2y7EoyIMEOtnFAMsQn1r0luHr-WdkCsh_i_h1oxK8aWU5epOF3yus6kK5vGjUWOng8WDn9II1PCYS3hubJMbHDlVP1vj3ceFxq2CEPhGqbW2uKNEp-pmXgHIDkWP4cMO9U9T9bhq83yoQ5uyDlVEI5wGrUza8LWIY-Qiylfrw0pzne-CWmtnmiTa_-pOttltbcC6mCOwODK1IQ6cVccwVIejKO2V6Jt4gx6j_NWHDn7mU_DXQqNnVrbMwyMDuKkE7jyve2Yhw_H1etgJMZ8BuFXxtBYK8MdvfuuPh2l3_riKNjyovshPWlWn-gpAfB-N6110wmFs5JjFZfz70NBUY0N91ns8u3SgCJIufOa9kALXK,3.4,3.2,3.4,3.4,3.6,"Milwaukee, Stati Uniti d'America",Da 5.001 a 10.000 dipendenti,Controllata o segmento aziendale,$ 25 - $ 100 milioni (USD),1953.0,Consulenza HR,Risorse umane e selezione del personale
https://www.glassdoor.it/partner/jobListing.htm?pos=2416&ao=1110586&s=58&guid=0000018656316cac8e57b386dbf561b1&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_324f3410&cb=1676483325457&jobListingId=1008320627589&cpc=8C7EDB9C3100EB8F&jrtk=3-0-1gpb32r6fklvp801-1gpb32r75irmn800-f11b28f62f9a07c8--6NYlbfkN0AhaTgPx7htNmphGBJG9bc233xykvSYmI2nlGJyjfHp6djsLK7u9e5DjKl8UA1c0hoIoe-rSzStzBRiCZEJbsY4pviwtb6J-ZpOiBgSJdiYgHJUvcf4ikY2ckXDkSaLe2ORQYtt7UQ0tFFPv9CPynei6jUoeQVdkrqIXOPB7crpiL-6DQSXByMfRy9-WxxV3xteBHeeBxBI_evDBOHhbTYhU3XEY9Qt83U3aWPZOQhHmFluRj8y66ncN9O4dK2b523QtMFgYarotu5L5cM2DHiaHVp2tBDNW_B_96ptmnXDhg98KLjNSl4UwbzWVdhcT54b1g6QbFesYukxR7SBJVL3BOq14EGLtsNvmQNTELLrv-74JoNWIldWdPNsOveW9hqgkbbqTl7t_JaD3O9FYCGP2S4cL-90vff_Dq6Ufnm7u2RoYDDUSAhupAlhHQOtXIISfx-BfG1w4NM_WFUOh89G1MCtyGsNWN4ClGTIjadFFY7FDE5_OeoZfPSVasN1jXwzoMaAEzhUY495g8M82Qfh6SXktrS1pmkxzTlTodKqPR1SFPMmN_rQ91qUsdDhrdAKLScG-C-ckr1xNm-v7pmT6nnzArD2OGTiSnwTL0jMqUqCwmBLqBVCv4K7lS0RfQ-NNdVjwqYj-Q%3D%3D,3.3,3.0,3.4,3.3,3.5,"Parigi, Francia",Da 1.001 a 5.000 dipendenti,Azienda - Settore privato,$ 25 - $ 100 milioni (USD),2007.0,Servizi Internet e web,IT (Information Technology)
https://www.glassdoor.it/partner/jobListing.htm?pos=2417&ao=1110586&s=58&guid=0000018656316cac8e57b386dbf561b1&src=GD_JOB_AD&t=SR&vt=w&cs=1_f87778cb&cb=1676483325457&jobListingId=1008463816771&cpc=923E3B470662C757&jrtk=3-0-1gpb32r6fklvp801-1gpb32r75irmn800-fc6ea379d9285757--6NYlbfkN0DoP8nG612n6SaIo-6cBFZ4ajKscvbmOmjTSQxsFZrL9GCCvt0keq5zOVAgXX6UYAwOfGitvfWBrnRNxKq3nKn1j3j1Iul0ve5sftccg8l87ltNiRFTkVrUzIcqvs5nCgksD7-eJWO1HjPgAtjM6UYVszlT1uXxItG8oSahZkcWE19mOmc3MKKO1o41ezVXlEtxHYM5Ve7C2owbfArR4DISwuzBp1PQxJIomonnmN31WABb_mw9tNsk3HAVeRCongrPz1SKdSYwfEwlzosORNlnclhlOathc89AwOecud4ptgg8DCXD5WH72M305BwU-UHqzSbU-ktPvUH50nb82LWgFnO7RHBXZ0PfOxauDFx37QFnNrs7pSk7AhpIt7XqNf7gUQCy533zKdcHnokyqIui4jn0oIOJIIzNRXEYaT3cf8JF021_yx77TWOQ6dR-k-X1h66YqrkI4gXTILFnHw5QVEUnxXMOpVWDw9a10sWTMlYDeZZN_voYSrykqvpKxqr9jZC1S0KrWzHv1oQi6bWO2vvOU2DYOUARfMCPnKxUzJvgapvpvdLXrXLUbHX43mOnMgBdlVzKter4Ez-WTUpCP44FaCc5TEpnFRrQ3O3uAeWTMoehRPlcfEe3JovH1uzw-avtWTc7VtUq4AW-wLHveHHhsZkEZzto6qBJrzzVMJedW2wQsYs0wc8hfsnenI0iZ2stAesHUUmZj6_U-4l6OW6uBfdxZB_5dW0GStl0gmgFk8Tm1yTpr4usJCIVkENK2hR1CPFHxuVDTHoiCkKfR-OLjQxRQ5xGWt16V6ONcGwUYXe0iKUD7bs34FX7k60qr8l9ll78bLDwlgZlyGp6xJLgTg46tNx4HUxtsqO15PQFO1AyzxT-XdtGy-iq4S9sAfpit6rJwCg8V5V4UjwNca9ygXzzgBYRbiMVnH986Piluzrhn8Z2shwb5kknvTZkexQwlqs2mfVjmnN7iUArX4y0SWOULiqioznaFLxqNW6GpI6y06-lKuHYW2oJl9OkNP7ng5YfzW3ksc68bNdMXqU7vK0oUUX5wSaSkD69QKySpNGxz7iv4ukuQrRpjpnrCt3iDh-8tgY8BPKehxk0dPBghgB7-U_TxDmS49EEjvHXFneTeNVHAVzAkhM10YwbI9TC4PG7N1fOpDqpycPDYIMGCS8qhXbhaWtTBiocfw%3D%3D,4.5,4.4,4.3,4.1,3.2,"Boston, Stati Uniti d'America",Oltre 10.000 dipendenti,Azienda - Settore privato,Più di $ 10 miliardi (USD),1963.0,Consulenza aziendale,Management e consulenza
https://www.glassdoor.it/partner/jobListing.htm?pos=2418&ao=1110586&s=58&guid=0000018656316cac8e57b386dbf561b1&src=GD_JOB_AD&t=SR&vt=w&cs=1_ed354ac9&cb=1676483325457&jobListingId=1008473749423&cpc=1CBFC3E34E2A31FF&jrtk=3-0-1gpb32r6fklvp801-1gpb32r75irmn800-d4afe905b36add89--6NYlbfkN0DuShZFrBBwuUx2lryBk29dyLhub_QW7mmKdyA2NeWrtSCDGdSWhRawLUf_a4lw8LC_m9eyCPRVCYnOdaDF-oZQwotssptHKbUZgZE6RJoZ_1rA2VkoTgF5s134V-rmkLS-co2UYFue6GSflCVv32lIIsEBFCwZzWrtSF7wEdQRsbc1u_nKagIFii9N01c7FlKkA1DG4HKH9h_bgOEby-bNPUvWXbh6wy-BL8NMtEHhD6JClGwY5CCzalFs88a_pbXu1x5JCH-h2z5IX6lAb4Cs9FJ8B4upiqrKb4r-tQb98FZOVfelQX2xJ6JHrtBjs66cAYDHC45wwuuzrvR4l5jw8t6FHu-oGKT4SG3L_ab0Z4OI6uNs5zCTq2AQrjOaVsTW4K4pZvdCSWasUgCSB6KAhy3obIpZwzn73fNq7i_crkPplsBOqQ-tO9kboWYZO7u-tIUo_YnAkCiMTWdidhhnQZhH2HXu2w1w0lClZxuxj2S8YwmGX8oMctjipQg-twSVkuRGN4NeeLkNSdnZ6OEWmSDkoWrfu67QhRS-aXwmTdqH0Ne6ZV4KvV2gEKIOvRxtsyxNKKELTpBMXA8aA4cbtS6hdoAslIudsSBEQHUoOeIJtgytuystmkhqMBkYpoReSjcJF52kCRjjMbXlrLXKjcFwZv-tgbrv1-N9XVPqgwgJqGpFv4gZamSYMFoKgFkXd5a77_81Qw%3D%3D,3.3,3.6,3.1,3.0,2.8,"Karlsruhe, Germania",Oltre 10.000 dipendenti,Azienda - Settore privato,Più di $ 10 miliardi (USD),1973.0,Negozi di alimentari,Vendita al dettaglio e all''ingrosso
https://www.glassdoor.it/partner/jobListing.htm?pos=2419&ao=1110586&s=58&guid=0000018656316cac8e57b386dbf561b1&src=GD_JOB_AD&t=SR&vt=w&cs=1_a2eefa50&cb=1676483325457&jobListingId=1008400307840&cpc=235F38378B0CF412&jrtk=3-0-1gpb32r6fklvp801-1gpb32r75irmn800-2a68d826864b890a--6NYlbfkN0DaqLoIGYbn5Bxz2xfE6bNdCvSoDbO_-uJKCeomRlsJ69OjihckQdktvh7E6T7oOJd2glvHUxwc_307ucSal9iwYdSsCRLY2ely-H1aObnP1X24SiLYlLc56R4G5HAaW_7B983cdoy_lQRix4_Lz7iPq2RobmsSGsQBuJtFwP5mt4Gm5e79VQ0wYJy12kZVooqbwo0VYu0aM2Pv280OOCZddwo15Tb8IhAG_2Z3qtqTflHLaMm7GVqzI7tSIhQWcm5uKxRByR8z6g4pDr6W6pgLeGdCP8ApvMD5uvqUZBqwYi7olTJUX4K31KACCBxLnblLLPQO2jliVpGEm6Dm0NN-e4scErGB1Wo3JYJAyPEPfRtbHV7nXRRzofVy-BE31YvEqAxu2vGfUqrZIxYz-OJ9cEkttOlhAGyckRnkDWJvgZlZdAcXcg3zT0eKyMvLR9fvJ5mLRiPGYonGPe8lr7xeT5AzZ80lkS0LO4l-WkrNp7S6RM-gTg7_Deg4u-OmQ9xVYaciDN9kqw3CAXEWXaiHfjS_WDB4GJ9BiaYtTgn52T4V1fTTMEXVDzE_2xk4GGqwXj5z8cCg-QJfwCVQEpf9vfw0fU9z2rAIv8mi4Kfgi7CpdrWU_1HfyJr4FfbBwIrY82I_LJt_6CMlXnzLaqa5iWI5pgCOPjzouiY4r-S4UNRXo-4-m3AdC5CCWW4aEfoEl_1_0LiutQ%3D%3D,3.4,3.2,3.4,3.4,3.6,"Milwaukee, Stati Uniti d'America",Da 5.001 a 10.000 dipendenti,Controllata o segmento aziendale,$ 25 - $ 100 milioni (USD),1953.0,Consulenza HR,Risorse umane e selezione del personale
https://www.glassdoor.it/partner/jobListing.htm?pos=2420&ao=1110586&s=58&guid=0000018656316cac8e57b386dbf561b1&src=GD_JOB_AD&t=SR&vt=w&cs=1_90560dba&cb=1676483325457&jobListingId=1008382802179&cpc=5C70DC7FEE0D01B1&jrtk=3-0-1gpb32r6fklvp801-1gpb32r75irmn800-f5ff618d90d80347--6NYlbfkN0CH7AhRMn6Y4-3Bay0HlXyAEvyV6H53976glmhWaxHtXxq3MEhMvp5gNQRufXYGQksSc_8RVmDgPW9Yfw1tjlP7mCK2utQI8wrXCcEm6P35xVXR-B3whURHUSNPOjPdzVzZGMYMJR_FIu8oOI_FEJ3zwZBesYW15FsgKEiaO8xr81lTw6U-fHXoJ8Mfx9mARQMjnm2GuuFrICkHTcrzAoFu09Qfkj5zYvm2tH4CLVYb-ikgD97CnvpnedgZMB2YBMf1aLkEgGEQSoIyCv8M5i51JuZ2ef99z1AvsBTuvPPUgAdHLGKDrEYDcYby421FKNET8uVyP-Pet4tqa2uiy79KotvwJkrHpBPEoz-g7rU5CBvvTHdgcdlS3Fm64FHaUkGXGRozepwSznR0Jcgh5cLNO4kxn6UZp8kbewCzewoFBS5xpxrm3CkHgAFMRm2pqw2s6pw1LlGwn7De3CKCfIzVh4TYgPm7NCl1oXb4f1mji0w6d2lkm3xwe_2tMmR8jhy-CQ5i2L9NlAO6R_mNmuNe7KUU4W13_Hk2D9gCgWXYak4uUt0aoqVI7B3PxiZbelRK93won446XCvK4pLvOm0bKsmx9TCBYnJMC1l4pih0hHwg3kfojDz6LapJVYMy-zs3RXhN0P21nA%3D%3D,3.5,3.2,3.6,3.3,3.5,"Zürich, Svizzera",Da 201 a 500 dipendenti,Azienda quotata in borsa,Più di $ 10 miliardi (USD),1996.0,Selezione del personale e subappalti,Risorse umane e selezione del personale
https://www.glassdoor.it/partner/jobListing.htm?pos=2421&ao=1110586&s=58&guid=0000018656316cac8e57b386dbf561b1&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fa3d7282&cb=1676483325458&jobListingId=1008425685092&cpc=FAD720BB8CCCB15B&jrtk=3-0-1gpb32r6fklvp801-1gpb32r75irmn800-882dc84117ea7542--6NYlbfkN0DzG9hkkn30rXmftC_rmCME8aFqiiIMJpBI_3mIBTg6vDQRpmBWVYZMB41ehL-dC4nvoFQt6v4Xcyv7FcdjzXYXRAM34xeyxBTCcbhhdGXA1HM7bscHGLCaCmTz-e_Sq_CXBrTk2j8tEN8JFG7OzQIcvlsIDGtwnSGQxFHlb6cxlkUOklWJDdVQDExagGiMiF-fLK76cDJAfVz0BgmtIDIpoLuiKQvfQBSIrJw2zSIjoQEGdrfZSoqs_Rz41JACYstfx2b4in__mZo_BzfWfOJD__eGNVQW1SOgf_NJ7tCbH76uFfGi_Cv479nJKtB8hqilEDI5PB73EU2oYjTigycHjDVXQNQvIN3WngORPB_RBlWwZt2stJqeg1_k47wb3cmMvVXVs-r8O-UJiHkzu8JaSkCE_GRQWc624_YMtvv1TeSlU2Uy89XsEq5qpAxw7GeSH4YbrDoY9B1fXexLF2V8laPY8ToyiMZpaSOS2t-f_L1adI_dl1R5i9wCgSzHbaHZkKU5oC6jmgUOmbgx6jUhFYQeNQxPJyznfS8-9V1WAuI0t-QATQJDIsOmZrO3dBc54uWHfIpiQcFRQVMXrRmvOtE7bFjXM4nyTqbmNA_NRpwUR7MAtJl6ubctPLNvYvBf350Es2pTj0zuafgZjP0j8P5YH_jnyZYvyWjNzfu8gw%3D%3D,3.3,3.5,3.6,3.1,3.7,"Washington, Stati Uniti d'America",Oltre 10.000 dipendenti,Azienda quotata in borsa,Sconosciuto/Non applicabile,2011.0,Produzione di macchinari,Manifattura
https://www.glassdoor.it/partner/jobListing.htm?pos=2422&ao=1110586&s=58&guid=0000018656316cac8e57b386dbf561b1&src=GD_JOB_AD&t=SR&vt=w&cs=1_6dd3534d&cb=1676483325457&jobListingId=1008469069150&cpc=A0637F14311B9419&jrtk=3-0-1gpb32r6fklvp801-1gpb32r75irmn800-dd8bd51c639c4447--6NYlbfkN0DuShZFrBBwuUx2lryBk29dyLhub_QW7mmKdyA2NeWrtV8Wn4fZyTTdmzkVYhOEDBVz293JlYfDJWc7fkt4vArOhoiI7Wtdug5sNsO9ijLAgtukw16VOBeDoqv3CFMjENbWDeYv-c4uTG5SZGg-C2eC--s4cAJurCCAdMzv0l-1usXqHw-fJcJXHCIDs-TIv6IHmxxVoKkzNTrQByJafzgU_a_qBfpfJQKsh7TnD2mvkDEt5y_DbHRxeBatv5G_8vljOl2MF8Tr6ZVYoeMCfBPV9_GYcP04XKgVlxh8w9aIkJYQT6wUcRikUF50iW519jR4PWCxFht-LNNgjEY__H4tj_hC45mmghnjMH0YuEKa4LrBs2-cg9Cu7XdAXn6s9V5EfRQRwZkBZY_yX53IoJr0U8lRkw2tHm2RlHhmLVio1IdQMf69hjA-xJkPlcJ30RaH-0D76YTjKe6JDvyTMm0jAsoi6p7YpyaRR_bGXHt34A3Pfn7AL94GmSEsQE7Fenl6enNLuTxD1dGB9zwoD0BElOVTKBCPfFhWr2ZeRr4ahkvmTZ1t8yM_T1IDCmI8V0Y5a4URPHWNhM88spfZ_VChGDwOtDc3U2PqJxBTSUimI4dGWSEzpthPqBHPqHQ45i6WaE0Z2mZgKQ77EZYlCk1XXXFQDTGuyJgeIMNKfxvEZMxjMEKETszo,3.3,3.6,3.1,3.0,2.8,"Karlsruhe, Germania",Oltre 10.000 dipendenti,Azienda - Settore privato,Più di $ 10 miliardi (USD),1973.0,Negozi di alimentari,Vendita al dettaglio e all''ingrosso
