job_link,oppurtunita_carriera,stipendio_e_benefit,cultura_e_valori,dirigenti_senior,equilibrio_lavoro_vita_privata,sede_centrale,dimensioni,tipo,entrate,fondata_nel,settore,segmento
https://www.glassdoor.it/partner/jobListing.htm?pos=803&ao=1110586&s=58&guid=00000186562e38a595b50ad0f372c161&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_072c43d9&cb=1676483115593&jobListingId=1008437524709&cpc=52707B81699D15F2&jrtk=3-0-1gpb2se70mbii801-1gpb2se7lghq2800-248e27b001a26c89--6NYlbfkN0B37pvkDXz6BnETzzh3IrtsxPK0glNB9IfcgNio2MHaTySl9rQSu9S-iuMHjd1WdghSurVdl9_zhBaME2QQseoX0JFzNF2WizGtNUNlPGPirS568a3fJtpEvVl-rQeYnv7b6NR01yL91LhBZcv7-rprBpXzOof58QRqqAMNOSzsWosZ-ZMQAc0aGFrmUm2OsNnpqujR48YA7Q_X0Eqlp_-hv0NOTXCy7ra6q9fifHAI03GpNeO1d8Kq9yvLh8fXCl2gVil0csXG-QrIhLHEE4hYPcgZihdhaeB8msCwy-IDfdTYb3SDcO9zmvwIh_6328CQ9AyZAvqqFiRr-lFcgduorxMMLV8ml86ypkat6bWdZiX4weFYUN7mP8POccrGIkBHAQduM0GbFMiA6baD64aEL5vxpJ6bZ5MEBEeB6ZgUNQ8EsGi9ghiBaFdN9dC2BPZ4UuQL5j13YKv0WKSqQtvKduaUeNElFoG9HdEFxvlTqvIWyGICQveOMqoJooaBf1if28dY4lQP-4ttXkVQmiJxzqSLGkqMWBowoPBUiQ5sBTwjVF6rZNMknEfOem7mq05MgZ82bRhhbtH43qWk9VT1,3.6,3.5,3.8,3.5,3.8,"Saint Louis Park, Stati Uniti d'America",Oltre 10.000 dipendenti,Azienda quotata in borsa,$ 1 - $ 5 miliardi (USD),2018.0,Produzione elettronica,Manifattura
https://www.glassdoor.it/partner/jobListing.htm?pos=804&ao=1110586&s=58&guid=00000186562e38a595b50ad0f372c161&src=GD_JOB_AD&t=SR&vt=w&cs=1_21c1a4d1&cb=1676483115593&jobListingId=1007997758087&cpc=3BDFD099D8AB9A68&jrtk=3-0-1gpb2se70mbii801-1gpb2se7lghq2800-da90d23cba06d3e6--6NYlbfkN0CbF-L48tIuLwbTLWlfORyUALKslc4Ytk0Qv27ARKjN1vE01Q9Dg-1UPORQ4L5vOW9XMZLFnrBwJfycnP97qe679KKCyFVaHmVQ3lrR3EK23M7XHE2UNhiRWe4MkaHcYSr1II2Kubd6-GqdtwSPUhHwhCGUr2PAPcOOKH2_-O17fLuBolUkWQZnxlyhoDcafbPfNtmoBQVpyUyxYFXpqBLRme00HjQL_5nvjTne7WWXAg2ZujHXHqKtYq-OWXEGMtS4G392FsKN-cMrPY8hDJIBSAbITPEIeMZQBFmrCx8EYj_mGnk2sjb9D_KUc-EKdST4bWGauHqoLO1rW3lqvgvgEzKMufYuKdMjcto5biO5EogAIKWUafSkdHz-eND-tvImr_96i-gJUmYI1xzKA0B3khBciK3qJPjGuEtGR5oCz-P_aIaorBnvGWOBBO_9uLNYmI14ePMSPH8Fkd8qC2cR-owEEoHB5WQr9Ca3QCmk_gGC-v8cChFKXx5oULJPSNpngHHCgonHY4uGeLv9f5GI-E8xZlZ8qW48y-ucaOLgXp3b-2TwSj_gzfPJEuOT6b52L3TyNAMXEJfVZNZuuoXpd5JXotI3bf60o0M03UuBCWHGiaHta08VwfpKMgFcmrU%3D,5.0,4.8,4.8,4.8,4.8,"Amburgo, Germania",Da 51 a 200 dipendenti,Azienda - Settore privato,Sconosciuto/Non applicabile,2019.0,Immobiliare,Immobiliare
https://www.glassdoor.it/partner/jobListing.htm?pos=806&ao=1110586&s=58&guid=00000186562e38a595b50ad0f372c161&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c00d39aa&cb=1676483115593&jobListingId=1008454617792&cpc=9A96D6093D59D0CE&jrtk=3-0-1gpb2se70mbii801-1gpb2se7lghq2800-dca8892b76036b51--6NYlbfkN0DjXaUN1-6gB44BdyanPwyWv_leT95rSFs8AQ9F2uvrFr3bJPJ_-ohTkIwWjLXTeZAremPd2WUS6XWebd4RjyHOM6pY5_R6Pp6eBSENahffbYrAxJX9yNvQMhJdL0OxQTnd3PF90WyKOEz-h0zQ4-Fnt_qOvaZELqsvogd_65adqrvFiKcfdDv0jZngtFSWPcEz0Fj-taU4GQjvBeIr3ljsBkHG5ccU1MSP9VrQbYe53jEE2pnZU12NNBnPxMQvIoPoaHRvM2iixuw65lOeOgZRHNBGrpI0vMhIxUDTOJ2KtN7R0M6WVOpGoNHUoTlgOUu1PLOIbzTkoYHmvm8oGUAe-QEOmDngdVPN6jcrN2vvMv2425B7AM5SmOTXD9ZgQzF3sB9V8pOeC4McXmZvhKcen1HgVqrZJqZ839ET66c50APMa67QpPg6RBTsCvqii8SrLOz9qZuX9pxoWZ1BdyIEx4cPC_SR757t8QC-TwnJ_5SDrqkL86k9d_SRX9_UtWrUPKfXr68X8C7MnXMEkFX6dBE1xsXKQX_nxGrs4uy615RPULuvZkaBnXYl0p18qd9cGsWF4Wg3Cuc7eqF2jBwNXBzB4PmC-m2jDNo0fUheJC_8LMAa9CNSQkLSKn_KebLmWy-6P4mmlsMJYzI8cR0Nxe0qDu49sLRE0BZVxV6u_IaVhae6zkVQcBe080FpDvvOO9JQ_Ie-sw%3D%3D,3.3,3.0,3.6,3.5,3.6,"Amburgo, Germania",Oltre 10.000 dipendenti,Azienda - Settore privato,$ 500 milioni - $ 1 miliardo (USD),1977.0,Immobiliare,Immobiliare
https://www.glassdoor.it/partner/jobListing.htm?pos=807&ao=1110586&s=58&guid=00000186562e38a595b50ad0f372c161&src=GD_JOB_AD&t=SR&vt=w&cs=1_0ada798c&cb=1676483115593&jobListingId=1008468478215&cpc=B05B6D422C45E27E&jrtk=3-0-1gpb2se70mbii801-1gpb2se7lghq2800-979ab270e298d251--6NYlbfkN0DfmYQLYMrU8gNBWZWaZelSo2q88YgE4v4gC5ioDP8-xKLHXWwCf_EFbEIxD47MzhacBgCyjbGbAyJpculzIMOSEKMUNgushUjJxZtUcylJMa3UUEIH7MZUjoqS43dDEUv9R0LbuGzbY_qPq0xKftXVcGUkDTiGnbHiu6-vlwCFgsjD8gyEsjdEPIlBwAgIp68GVQOshPMIuLl7g1285pP1LXqNSciItP3XpN-Gw3XosyzfNVqi4Iq24Iigha7rBlUkIgf8QB5sJFVx3sGT23giW0F_qkcLS3y1OXn6IJdy_EK9F3HjbjLXK448A89nk3mUwAQHlXBOWxZmFFrloAxXK-gjqFbDb8TSuHxLS2QBmgv6As7AnwLVSU3frvCmtbee2aE_KJIdbP7Z0RBtlGGTltSD87Rv7IGf8ct5vjiqkUjy1Nub8VkzgBBOvEHAIOmMxCTaWE0I3yXcqH5PA9VNZz3EANu54ZrQJZ7IG1MEmHhUi9VVr67fw0P2APmQ6hRYpDcXK5fopzLtikbTLJEoPGy02BNn_huNT8PjPYq-LwqOTQR9y2e6tRjKcTXT9PY583zT87VPek1-H6IB6KMe7Pd9JwNKEHxcVrSbFD_4g0yR6dOl3egV3-fDKagne1v0eSlxsghcX-AvNljKxRDFy9JZrueJIwWPrUPR-Jp1dzW7CUPuKqpJJpQnN1JxQ9cpHOwLR3ELyutYjqp9Bih3wVrhAV1cIwwFwqfoF9XFsg%3D%3D,3.0,2.8,2.6,2.4,3.4,"Lione, Francia",Da 1.001 a 5.000 dipendenti,Azienda - Settore privato,$ 500 milioni - $ 1 miliardo (USD),1983.0,Soluzioni software e reti aziendali,IT (Information Technology)
https://www.glassdoor.it/partner/jobListing.htm?pos=808&ao=1110586&s=58&guid=00000186562e38a595b50ad0f372c161&src=GD_JOB_AD&t=SR&vt=w&cs=1_0ab3235e&cb=1676483115594&jobListingId=1008468503203&cpc=967BF0C4231BAF98&jrtk=3-0-1gpb2se70mbii801-1gpb2se7lghq2800-155a22786b8c4264--6NYlbfkN0D3tLGfeaywPY0GnJXtjN7kia2G8WDt-spUdWeMMEkO9Q5xDcuPpz5fW181Q7x6p6lallvU1gmxCHhmPJ92JqRHoz87sfhtjZ34MEvEV6iHfRLTfZ32cV6Ebj2fVqmz0jtwYcy7IIZYfnftX2jNuQyZNSYQSfu9zurcri91k1DT7q1eGwCMsdR4K_cmYWMsbMDAn24VgUS5VkMXaIUHLjFiC2yF2yuqS0iXTFFKtcb1bZ8m_MdW8dPRbqnygWJDZWJHeHe6eRxcbS_PVukbn8RTyEY6iPoLkigHGjQjlWM7FQGhbUPNd8l2Ju-NNby2NJSyqLiAbvDYim_HzFcZC0diaoMp8NTNuTPN7d6SJU4FSG7N8xp3JOVKckB8ANUh3j3Dmk9YHY7v-lII3QzLu_4And8AMTq6CQm37OSKyJtIRbCuT8csdR4mpRLg3IBM3jHLE5YlwZUlRG9pFWTj9RIt9rK4vwWjOuuYP2njIM16ZGWAwXPIWcBnHa9eANmC2f3WisTpesU78wZHHymxZq8zecu0c3uCbKycu0a09b3Lc3_wqzAvbvA8CHPVrErq0DDSexEaZmbtmDxtT3SFzjoWd-aUFof35xm8Yq_JMNw8hOzAybKlVN8m44ZnZ4VpxHHPZnoEG8M1ogB9VHpd-wq-G_2uyVThaJs%3D,,,,,,"Madrid, Spagna",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,,,
https://www.glassdoor.it/partner/jobListing.htm?pos=813&ao=1110586&s=58&guid=00000186562e38a595b50ad0f372c161&src=GD_JOB_AD&t=SR&vt=w&cs=1_a782f4ba&cb=1676483115594&jobListingId=1008400307839&cpc=AB6E7ED505984E67&jrtk=3-0-1gpb2se70mbii801-1gpb2se7lghq2800-6a186c1d7779535d--6NYlbfkN0DaqLoIGYbn5Bxz2xfE6bNdCvSoDbO_-uJKCeomRlsJ69OjihckQdktvh7E6T7oOJd2glvHUxwc_zV6uCDbMo9xLVe6iEsBDHSQ422CaevOv5xQIpaPrDi_IyPT7-XyToyWn1aCjC8U9ApX4PgrU2HeVqG1pVJ_y5B-mkMtthSrY9yjnjztB45950983zm0FZf4NUn6fghR6cvEnXzn2GR98gC_xKeJR_qDO6JJl7pniBX7wnoDT95qC08VQXTZE_mjXHfAvsbl7yDUYAx2-tt9q-ZYy08N12qYio1j8rAZwarXR0KKHWslb6GQpQrWIIYkxC3xv-bQ9osff_mEg1bem1wa0oCegO2ZINJDAMAHAxhAiiocaset7vTPGTUGu6FTGkGa30NTr6cjTNfrbO2cUudSp6e_Lp8mNlf43vEaoJbs_A5D3a3THCSJpUM9VtvTor39myuzx4PCnthfumuy51KLYxmxD0-NwMhFOMwqxPdQ1oqBTzo5BYMSVfUvXKK7XhC7MRuU6Jui09sZyKSl2SA2tMjW3wlIRjAUdgQ6cLwN8mFLJVCmjEd23KB3v-OQGHSECfeI5O56VSSGbE5ce5ClR2NqAyGbJ61f-79t8Y68gLBeA7w1ptDpxQFtUnSKlVROfVWJOe0JpSe_ORbEhWuN1swjcJ6tJ_B233UH6RWP3vF8Fo9qRBh1uo6quA-TU4zCOh0BorPthIngp-cQ,3.4,3.2,3.4,3.4,3.6,"Milwaukee, Stati Uniti d'America",Da 5.001 a 10.000 dipendenti,Controllata o segmento aziendale,$ 25 - $ 100 milioni (USD),1953.0,Consulenza HR,Risorse umane e selezione del personale
https://www.glassdoor.it/partner/jobListing.htm?pos=815&ao=1110586&s=58&guid=00000186562e38a595b50ad0f372c161&src=GD_JOB_AD&t=SR&vt=w&cs=1_1333ec92&cb=1676483115595&jobListingId=1008463816771&cpc=E1C07D31E98CBB16&jrtk=3-0-1gpb2se70mbii801-1gpb2se7lghq2800-fc6ea379d9285757--6NYlbfkN0DoP8nG612n6SaIo-6cBFZ4ajKscvbmOmjTSQxsFZrL9GCCvt0keq5zOVAgXX6UYAwOfGitvfWBrnRNxKq3nKn1j3j1Iul0ve5sftccg8l87ltNiRFTkVrUzIcqvs5nCgksD7-eJWO1HjPgAtjM6UYVszlT1uXxItG8oSahZkcWE19mOmc3MKKO0VWJn3k3ENP_A8uKLwZfN2ofmude1PlyY-y-ecrXAVn-lbQ0ASgUB4QZz141Wcerjw-J85JFp3RHZ1dESUbp7TmE6Ul9VkNBF6ZZ3Li7c2tAgc1nuTG1xPpYjAh2clspRqwFpZK_6WoE4hkZzZ2Mk0I0Xv2iCnmemu86EdmW5qUUa2AeEsS5utDibucMwSjByK8RjSuYw50izLrbnPnb24WqZWF3c4F-ybYv4FqSTovQRE17Ob5wfdOt_M2lmFoeBkgtW1Fiwqrbp_KdS5LOHLliLS7NcWA8rEcM2CZZW4g-Smj5pS7EEnoDD8yrRMQrO8OE_B2p9gClUW3WZH_ZrPeU5aGUT2lMOy3HOirlVY9fghbbKLQaebtGVmLfYarNvkMfaVt90qNvtyiLYWuUmW211OAnoZCZKlPQ49zhKpGHebqp6yJ1Uls5rjUsKY5LmRiFa3W04nIddMO7UI2gMglrZqBaMUb8wYWUvPKDjw1xwgycu5Q2kzb5m2NmSyRIVCgA2g6j0MZC_1DeTH8R3rLvE6LrABSs4-muSoADhpAsTuoBY9hSKVECku3G-d0TXK77wESwHvejgOckMfQsl3IhMdxOA3kWhpF82z09XDwEYvFxqx_gZ9fzmUSxU13Ws72VLPZ7hfFq7u0GC2HdmjGWl6_1ghnpmNrqrwcQkhrE_VXypGO40ErD8mkt2egc4Ld4tyehlOPLPkk17B8Af8BHGeVFDMT3UwVLOjiXlbhUkESeJu4m-3NhQzmdPZFsdCTwO_TqV_08c837ja9Kt1XI4-pkrrCGJAPmy2CBUpyRbL1tGMDtkdZKk6PCVbQCHYyyOU2EIz2cvw89wokmRV1A8LCOygJSfwWLcy2fa6mlictB7yJXV2dTnYo-PBUHnTsOwj8xfAsAM9C7EECxjKOg0F0GwCL9Suax-a4UGTToJwpGMpsw0xLkEKsAZ_LKciPf_odLrguZDA_N7lmWQPAQJNfR3PUGHh7AT23LOGCZJ0_X7SOS5g%3D%3D,4.5,4.4,4.3,4.1,3.2,"Boston, Stati Uniti d'America",Oltre 10.000 dipendenti,Azienda - Settore privato,Più di $ 10 miliardi (USD),1963.0,Consulenza aziendale,Management e consulenza
https://www.glassdoor.it/partner/jobListing.htm?pos=817&ao=1110586&s=58&guid=00000186562e38a595b50ad0f372c161&src=GD_JOB_AD&t=SR&vt=w&cs=1_5000a9f5&cb=1676483115595&jobListingId=1008473749423&cpc=1CBFC3E34E2A31FF&jrtk=3-0-1gpb2se70mbii801-1gpb2se7lghq2800-d4afe905b36add89--6NYlbfkN0DuShZFrBBwuUx2lryBk29dyLhub_QW7mmKdyA2NeWrtSCDGdSWhRawLUf_a4lw8LC_m9eyCPRVCYnOdaDF-oZQwotssptHKbUZgZE6RJoZ_1rA2VkoTgF5s134V-rmkLS-co2UYFue6GSflCVv32lIIsEBFCwZzWrtSF7wEdQRsRISBJmuOVPcFqp8fzVKv2ecuVS99bPQu-RqNDlDn2DPL4JV0q_umsMBnKYuAvqHIBEnAUBXsQB9NF87FdNFJ-7zOqUJfBv9TAZnJyEaFFiYusiIvh1CLe7hhUQYdLJs9a8099vyifj6M_bqsY4Ij_fRObV-OrTAw4gnEq6y0CMheN9mBprv7XC46EOI-BBHQr2hM5iNs28g5AdJlDLlKJRweWT_Cc_TBnr93YbisaTqP3v2QN4tP5xHuOkbDHexzxLsE-BaTYYBP30EoJ2UAzVDKmqwNoKI7-wPuvDVbr6RwxJNF2vjtplhst6r2VNb9ncYEqSbLOFzO7Zh9K4RyQEa2a-zo3BJIrMKLYLk8Rt7yFbHRqUtPlGevm-B6eH2IxkTj5n5IsWsx4ukJarRUm0boJXiUXqs1TXjaptDeD5Nb6h5T9WXs98oV-sckW5a3JTJYH7tAulZpi62QjUWGyqp7azN4oxPU39Cg-mV9ivLYKcZD_j0ZUFyVGoZCdhU23Kq4R9J_43yRK4tLUK3Ey1Bozm9dK5pUA%3D%3D,3.3,3.6,3.1,3.0,2.8,"Karlsruhe, Germania",Oltre 10.000 dipendenti,Azienda - Settore privato,Più di $ 10 miliardi (USD),1973.0,Negozi di alimentari,Vendita al dettaglio e all''ingrosso
https://www.glassdoor.it/partner/jobListing.htm?pos=818&ao=1110586&s=58&guid=00000186562e38a595b50ad0f372c161&src=GD_JOB_AD&t=SR&vt=w&cs=1_c68d44f0&cb=1676483115595&jobListingId=1008400307840&cpc=F1339989C5CB8906&jrtk=3-0-1gpb2se70mbii801-1gpb2se7lghq2800-2a68d826864b890a--6NYlbfkN0DaqLoIGYbn5Bxz2xfE6bNdCvSoDbO_-uJKCeomRlsJ69OjihckQdktvh7E6T7oOJd2glvHUxwc_307ucSal9iwYdSsCRLY2ely-H1aObnP1X24SiLYlLc56R4G5HAaW_7B983cdoy_lQRix4_Lz7iPq2RobmsSGsQBuJtFwP5mt4Gm5e79VQ0wYJy12kZVoop8fyAb_QUzNm9hPqcbEACSimuOhuTQzxdP6aBITUWRYYFGJv627m32TwkN8nt--Y8CSi8hIn1bcfRbr_Ynb5zDVkBkp3ZIijvp-dUMuzlM8tGOJscrIgbVYoWuogH7H3ESYUzoEsSFHJcqDq-0zn4vcXn0M7oyZ-D6osJpYd9_lAOJUN6x2FHGTht7etXMwoqLnO4LOaGB1H_5mwcDnRvxPBbU0kCMgPOvhmqPUr-kkv_FRrLKAM7XXTxrv5aD7k5x1JFdhXVtkL0j_CBf1xLxt5NB9TrEK_ozpb330vAQeYKZ4_0q18eONTiuAhtfpsCkPCedt4WQ_OXZIqbkkmCXaR6BKlquln5V7-x41o3jZB7ancy3Nq02B8_HpXivj9la_a-sh-qCWWl8r5oXM6dh5Lx1l8yUFPWQt0wyjVuXcpK07Se-MlHcZbfhODNwbj7rGGrUTrrp0hDK7n_V77hadQtxkIPfl8Sdgd206MPo2h4yc-cWnhYOnDrwXDGKr74Gb8wQIJ6tUA%3D%3D,3.4,3.2,3.4,3.4,3.6,"Milwaukee, Stati Uniti d'America",Da 5.001 a 10.000 dipendenti,Controllata o segmento aziendale,$ 25 - $ 100 milioni (USD),1953.0,Consulenza HR,Risorse umane e selezione del personale
https://www.glassdoor.it/partner/jobListing.htm?pos=819&ao=1110586&s=58&guid=00000186562e38a595b50ad0f372c161&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f88bccfe&cb=1676483115596&jobListingId=1008425685092&cpc=FAD720BB8CCCB15B&jrtk=3-0-1gpb2se70mbii801-1gpb2se7lghq2800-882dc84117ea7542--6NYlbfkN0DzG9hkkn30rXmftC_rmCME8aFqiiIMJpBI_3mIBTg6vDQRpmBWVYZMB41ehL-dC4nvoFQt6v4Xcyv7FcdjzXYXRAM34xeyxBTCcbhhdGXA1HM7bscHGLCaCmTz-e_Sq_CXBrTk2j8tEN8JFG7OzQIcvlsIDGtwnSGQxFHlb6cxlkUOklWJDdVQDExagGiMiF-fLK76cDJAfVz0BgmtIDIpoLuiKQvfQBTeWDcjyq6TMvd_LalahbXi-Omx0FCsEzlS4SiTh9xZtpkFShvT4x_myiHalli3ulJoNsuUyFASurCKVQJSIxoTM4E6IbqjgacmHaGXUyPjBDcmj-HGy2WJNS8gU-bA-vRvTZpR_UScQ_tsYbUdTGtPHfNBdPO0kGaMyfmbvOMOGryYRbMArKE_jdhvPSTYxoaDXkEzCH4VMUuOsaVDSMZOR1EF-bVq5wLrjR21uS1XtQcpzBHHszKQDy3v0OzCgoZ1HS3nV7qdgsaaXPBNO4OaCMc0ZasshaSBxGuphwisPqWvKABnvL8GNPR4muatVbehAIW_bK8VcQUym_4zOghJeWVsxDCF6dopBdLmDWDddmxO_dHa6_OxtLDHyxJzyaKZlgPvXQAQbPVaIn8z0U-s1K2-aylAfdVPemkSIs574oietkEyZCHAT-XFEw5WUpr42Q3VCl37LA%3D%3D,3.3,3.5,3.6,3.1,3.7,"Washington, Stati Uniti d'America",Oltre 10.000 dipendenti,Azienda quotata in borsa,Sconosciuto/Non applicabile,2011.0,Produzione di macchinari,Manifattura
https://www.glassdoor.it/partner/jobListing.htm?pos=820&ao=1110586&s=58&guid=00000186562e38a595b50ad0f372c161&src=GD_JOB_AD&t=SR&vt=w&cs=1_9cce26d2&cb=1676483115595&jobListingId=1008469069150&cpc=F5E96E35A1725171&jrtk=3-0-1gpb2se70mbii801-1gpb2se7lghq2800-dd8bd51c639c4447--6NYlbfkN0DuShZFrBBwuUx2lryBk29dyLhub_QW7mmKdyA2NeWrtV8Wn4fZyTTdmzkVYhOEDBVz293JlYfDJWc7fkt4vArOhoiI7Wtdug5sNsO9ijLAgtukw16VOBeDoqv3CFMjENbWDeYv-c4uTG5SZGg-C2eC--s4cAJurCCAdMzv0l-1urdRb0My-MTPC2gi_UwpXma0ROPDyn5_iBoGdaaymWXBfQfhRXSHB9K70Yw_fe1dUDRfYZSDda4MQNA6Smb382H9lm2TaIewVOG12jv52Ek4lH6djmdYf6deNXWcuAthmKkxty4GeFKS4GNYedEQ55zQ5vL60SzXuxbIL367IZvWq68j4o46EAXNeJGw8jy-RlWo_hPLUy5f7dAcuDq5SoJj7_Uoyi56lD7wJ29IXwnRFfXflXSjoVWVIUlME9i7hEr1u10l7GDc7ETcD2XX3nOQoO1K1gJz4lqipZumMOVXvsbtC8yYTBXlqF864GvDsirvTNoUQqbNMMcMnbxQeWSQqmipizut0FIbPHxvQB4Y3Y-WmFjfNY5-NZtLjLwqJotjTZnRQ1QJIVFyFPsZtB5hppI9nBSB8iFMB6Bn_E8-z3vxd2U9R8mhwe87emuI2PWDR-aDB2sB9MfXxpzfd5E_T6ps8xt4cLXZaeGOxZ5fKuK2iPtPl8BzWvsnaz3eg6wg5uT_ql9r,3.3,3.6,3.1,3.0,2.8,"Karlsruhe, Germania",Oltre 10.000 dipendenti,Azienda - Settore privato,Più di $ 10 miliardi (USD),1973.0,Negozi di alimentari,Vendita al dettaglio e all''ingrosso
https://www.glassdoor.it/partner/jobListing.htm?pos=821&ao=1110586&s=58&guid=00000186562e38a595b50ad0f372c161&src=GD_JOB_AD&t=SR&vt=w&cs=1_f435b31a&cb=1676483115596&jobListingId=1008382802179&cpc=8CDBB1EC89CF7160&jrtk=3-0-1gpb2se70mbii801-1gpb2se7lghq2800-f5ff618d90d80347--6NYlbfkN0CH7AhRMn6Y4-3Bay0HlXyAEvyV6H53976glmhWaxHtXxq3MEhMvp5gNQRufXYGQksSc_8RVmDgPW9Yfw1tjlP7mCK2utQI8wrXCcEm6P35xVXR-B3whURHUSNPOjPdzVzZGMYMJR_FIu8oOI_FEJ3zwZBesYW15FsgKEiaO8xr81lTw6U-fHXoJ8Mfx9mARQMjnm2GuuFrICkHTcrzAoFuYqh7lfzS5DsFnn9bUXJmPCKU9Z6A6NfdEJiRXNsgQV01iOllJa2Lp-8mBeNTD9eCIUy-N7JV8clioj3IEeisYnh8tU7gdf2P0Fyx05WpeGfh7pnPKJDzJ5DJEEo2wR-Sol6rxmhUYCCPJBo5Wq-O35Kv-ryDTwbmO_39lHW5poDrvVt7gdP1ch-ZrwEdR8t1zm5jsDEgJj1svmHZd-TIeXF8WQBm1Hkk-vejr0HkUXJ8DjVg47xLeLyFjbkSnpkN_wCpPzFPtgBXIVXoqvBlFEDnNcYmKRSMoJ1L-w-TrRJUHoPpk498tYvrDXX8vWEZL9AJDMDDr_ccyPgr5BQmoid0loTruqv6VY400bx6tpdKH47-0lZmfNpmNXlAkhqo6AHMjysms8eluhTwaNuUGNkazYsO8YI6e8pU-XLk1CwkRtbqAK9Dtw%3D%3D,3.5,3.2,3.6,3.3,3.5,"Zürich, Svizzera",Da 201 a 500 dipendenti,Azienda quotata in borsa,Più di $ 10 miliardi (USD),1996.0,Selezione del personale e subappalti,Risorse umane e selezione del personale
https://www.glassdoor.it/partner/jobListing.htm?pos=822&ao=1110586&s=58&guid=00000186562e38a595b50ad0f372c161&src=GD_JOB_AD&t=SR&vt=w&cs=1_3b4af5ce&cb=1676483115596&jobListingId=1008463816769&cpc=3028881457C6165E&jrtk=3-0-1gpb2se70mbii801-1gpb2se7lghq2800-a98322de6eb882ee--6NYlbfkN0DoP8nG612n6SaIo-6cBFZ4ajKscvbmOmjTSQxsFZrL9GCCvt0keq5zOVAgXX6UYAwOfGitvfWBrkGdt0nTdUWKh7hhhUqije2X0HvHFcDXXf8OtFQjyY0okTuPsxWzzokNCGh1MvcUSJRWDpishooqp6xNmZQOaArNnPbgGnCbRs0VtYiSJa5pYgxZiZ0FsIddBp2VnrrNiHLVq5SinfUDd2ucqYcjc1P7JOsA9LBCUX9VN-bsUmqCXYHgH-CqvMBpP8j2uGEZQo8Ao3KaBIUBLSdZzlXzIv_aT3HTMvmWgQxQy069q2rQlhOWOdYmzVVupmQnQrIjNJRO2v_jussHMd8H_sksAg4Fmc59SQxucPvVElFW2EB3kuJ0qCe55Xogq7A3UW5Bvr5EEiV66_78OjU6AzA88UtYOhAiJ3UPWFDDkogWfWc-aMyjw1VggCEOWbWx2f7St9KNVWls3priGQ4_43CTQKw9btD3_2nI642g0WS1Xx3Uk5_dmsKQJV4u1i5wbmUKGCiuJZQwDAmiv1sSuEIDNtEfIxM76SCaKIRv9VooZwEm7DOMh8e6dfByeQUHyKU1aapKbSeABU_N5jddvSOSvosf_LGbEfZh7wSc17ly5forh9CrAaUyyh-2_JEFI5ZjHuS7tdP7kKs5t49Q4aVFbRSL4iGnAhvl0QbLOKAutGeNYEkl2jZXsLUu6kRPF0n5jjPczQVxgrsrQ1BNRdFbOzgfCJPoHhVy0TFdQdd5woIlZYli1BYW9Bld6IyUQ0FZvkul-1gJ7xQjMzCMCUrahJ9az0m1-Ixxh_SMMwT05TApynK6WDinBAKxnPVeE-jmauFesowQcGLNzVxKBFw3y0qf-l1um7e9lujfQqBrh0uF9riVGD90FeJVjYSTvcz--XCtSiquHPHjnAV_Y1CCka4fXRCaACmhk7FnFqOlougkcW5Q2JJS5MelR8PdH-xrDigho5B4GUMr82WcoZe_JjCrR7Jdnlf1x3J75wz6iplBNl2mO5WQNrBiyumcsPpyLvwRtCiCsSuW8TtAzu_9_hvtUTG2kaykU3qFSBz-WR2tW42R_pyNqVVcK-_-g8_CCT4FY-xYiXOrdB0AlFmGRvgeHb3U0SsEgkVS-a0baGhwagis006oMZLqMMO1yxTiqqg0V79MzZfqVXpdMEKkgURUX5aZtj1NsWXPbEfYQYo9,4.5,4.4,4.3,4.1,3.2,"Boston, Stati Uniti d'America",Oltre 10.000 dipendenti,Azienda - Settore privato,Più di $ 10 miliardi (USD),1963.0,Consulenza aziendale,Management e consulenza
