company,job_title,location,company_rating,job_age,job_link,oppurtunita_carriera,stipendio_e_benefit,cultura_e_valori,dirigenti_senior,equilibrio_lavoro_vita_privata,sede_centrale,dimensioni,fondata_nel,tipo,settore,segmento,entrate
Calzedonia Holding Spa,Personale di Supporto Alle Vendite,Napoli,"<span class=""css-2lqh28 e1cjmv6j1"">3.1<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2505&ao=1110586&s=58&guid=000001864f866270b1f6b97a75408bab&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3850e327&cb=1676371452880&jobListingId=1007807309821&cpc=4599430C66E07990&jrtk=3-0-1gp7ocokfp2kl801-1gp7ocol1gajf800-e7c9fa03b66e7219--6NYlbfkN0Ac3PQLf4kItVDhYN2zbvuJ7nFyTq1gElAGQ3upSQdcjrCR27fqEoep-82PBrEQSd_kxNxGovBpZXvGmGTdSkTvRIgFE-VbkLVBR4xnyJMe2Q2TmE61eBhiooYAIIVpGh6sVknSYM2KPpB45KYqfULRe-TK8DGOloR-p7VeqybqgYFFZATD_CBW3Wp6x5X-hc2K5htfnQkMZnIA0spAXFdBQ3FHUtCz-Mzpr00s9J4VYN-w9RPSDeiD8nwG-QGmvDwj-ku80AfcGDstN66q9pFiTiu5z1V4LlJwqT3Eq8SDwDPU7JrCcQIbahZN_iVrqdWnh-lYGRIk6lx8XjUldcbNspOy7fJD5_zF63AV293skumyyRRMzBetu4tmB14Q128WJPT6kvfHDl0R0jMMDoxp73W85gBtFZDn_pTpCWMMa3fuCFSXYtExhuj1L4D9apu98zk-0S1XkqpkVuXNT8w0aBblUgRa0-EqYAOjXBpqQDt2orAgnurB2-swasyR22gv1_7VGW5Pq1cwJeQU1FHpy9J09KUgNPXOQd5jaGURLgKaeF6HdaCLbviE1nSVgzvHg_33fwh8R3l8Z25V13Y3ofI92aylPyQPGd9qKdvTSW7IyhqmC6A0AhPTCsRcc_R0dyEFDkskYcZVblOu-8c7PibEXstXQ-vW2HN02zJ64HNRJ-cGsh9g,,,,,,,,,,,,
STMicroelectronics,Digital Design Engineer,Napoli,"<span class=""css-2lqh28 e1cjmv6j1"">3.9<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2506&ao=1110586&s=58&guid=000001864f866270b1f6b97a75408bab&src=GD_JOB_AD&t=SR&vt=w&cs=1_ad5d343c&cb=1676371452880&jobListingId=1008350934663&cpc=18E4F2D8CCA3E56E&jrtk=3-0-1gp7ocokfp2kl801-1gp7ocol1gajf800-d2ee06761eecb21c--6NYlbfkN0DAv-knXWXtWP4BSZ5vXP1CKdoDUf5S6mXEs2UdONmIWlVd8a84ouEntKZlEKwwLXOkmxXIDVr5Zlmq2abO39Jg6sM7RmxahK6sCKwMB9jzyy3hTH6_t7clHKbENZwMUarIVp5RF-xhFJT4cDScTlSxzy7UwgqAXWidN_apFMz5pmdIlHFtskfbOQhUBSp0wFO4e0v64VrBtuU8mlMkshWOC-3Q3eOOxNmsgxFcqjYQsLMXifPIT0LQEOtBufjYAfHb6STQRM3kZKJ5t7hE2rzxbnVU8HAphg9khvxgJWDkEp6Ru0-wXbCJRnadoTh3f2KSm7vkgKn3_8Sawop00DVE0wMZoabQI_gRL1dZPw5iQ6pjBCocD6KktCGpjW3ZbRAdCNfjDwLxCQzf5ChhpBpPQxkXpPwpoUI9a2aQwoEbjtIlscT0QwFHk2B3uD7dk15nemc1DwCr7VIwb5xlqbkblcEkX9NlCXNHXzIdQGoI7otP_pOUEdoI9DmZdAD3tHyFFc_B6okEbj49NxlYsK2Xl_sPSsT9cuiNbmBJFbGEU70R8AzEwYeYhlrqqj72UNfOt7xKkntW-Z6GQ4bltcsMQD3uxB5l1fG1HE6_L2CZx86hSpiEJJ68tL-BO3anhV8%3D,,,,,,,,,,,,
TECH-TRON SRL,Rappresentante Commerciale,Campania,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2507&ao=1110586&s=58&guid=000001864f866270b1f6b97a75408bab&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_465cdc03&cb=1676371452880&jobListingId=1007908830771&cpc=F89DB714968E32AB&jrtk=3-0-1gp7ocokfp2kl801-1gp7ocol1gajf800-7c95fcdafda41659--6NYlbfkN0Bf7zH--WCva9hch64-vSufFGLij5owhii5BKgj9p7pAwk_eXebG4-ARKBU6wgtV7cAkaD3siqHnlk5kE6xXfpx8uW222y_yrqaPVYLFSkOxIgn_qwO0yG8xmhKkk_cxhzg85B35ai5UpkA4wbsGan6hSSLCTVVq1bdSpfPGCKQZXTdJq_GTcKF5qZHarPpkDKFtqiBskJTyJpkBO7OfnCubcVWzJ783QJ-NlUq35vuDOcJbOvCWlOo0kc8_8LesDZ8IwbcpwAgl5JMeFilgr7zkAS-C40L1a27CMee5JxKPvq-UL-s_nUZWLbGS_6LfyhhzeS2X_k2Fquvy9EblKghHyAkuo5uJnSRxxhZwayzjcnFRxMfU_fN5mQtZY9LrnOwKBQSiTsVd_RcWi-9Q_CP_5tnytGer-mUsJXCQX1oGBikheAf4v2v1XjcRbxFhcvjv4ik00VRkhBUmshA9kTE7oQJ7PAZEVMcRU37M9Iii_vtEXye6sQhfSimr6fFwCE89BLqU5wl5g-xEOaToK4k5EaQaIkl0ZmDnRkWU5EaAkLPX84DofanH1PschZAV3Q%3D,,,,,,,,,,,,
LIFE Agenzia di Animazione,Stagione Estiva Animatore Grafico,Napoli,,4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2508&ao=1110586&s=58&guid=000001864f866270b1f6b97a75408bab&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fdb0f055&cb=1676371452880&jobListingId=1008461877667&cpc=0AD3DB1A95BF4639&jrtk=3-0-1gp7ocokfp2kl801-1gp7ocol1gajf800-2f4a9c032cd61bfb--6NYlbfkN0AG71ikXQ6DjEkF1bK7dgYLdBYMctPcHbYjdG_0glLaKYUlRgJ0Xd-3M6dLx3t5vVr2I6TA4nJqPlcsrNQgnv5X3iEluOKwbPiZQZP2bOVgFagsm3wvv2qiczlPYUlAoaxDvjCuR_xBFisa2AyV9eKVPCVmaCu7vdLOHd3DVWNXIgXFDG933Sn1Qx3YewFhdzTNmIsWNCYDX992ysKuiw6UmBcQE3mSF8FCq28FhyTmlTnjNEFVWThNT4dMMlcoAdt_pnKllMTxQvLe5z47AoAeDzojX5VMQyYP1i3z1TOEdfRUjtPyZApjwMzQsr3GyYNa63d5ro2D8uhNOIV4rNs8SZ9ceqU__43GF3VxmqaeBpicX_RvAJYPaCLe_Hx6O88IYlV29PkUipVLuD8hB-oJ0Rv-hCWbQ2mcFskmReXvf3djbqAMgbUg5yZ-oRIg85DzA9IMAeESXUiZIsuM3C4W6hRt9XGKnmzYI5L2yD1RF0blUCKTR4nGBR0YyU22NA_MdQ9Vy3q29sX0-HZLezSUciuAubJbOvhIYncjm75vG15HDzZCW3q2QhUrECrYpXQltdaD-Sd28KHXTnVoaWIcv9lgdP9M14HOLNoF7s6Mcox-f5kCjrcKhz6dKUVxC08%3D,,,,,,,,,,,,
Osm Value Medical,Project Manager,Napoli,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2509&ao=1110586&s=58&guid=000001864f866270b1f6b97a75408bab&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c3928bfd&cb=1676371452880&jobListingId=1008130741799&cpc=E509DD49A6927373&jrtk=3-0-1gp7ocokfp2kl801-1gp7ocol1gajf800-f00b98311ad101a6--6NYlbfkN0B6i9xeVABFT5L8de-qXhyg8UHgvplG36njblT18AVkYqL1QYvO2A6yDoxK_Nfzt5fFq46i5O5r1CbUp9Jx6BacxFcZQ3j3hRV9hUhrM3b_xuko8N48hm4ZcgVtuardN2J0J1Xmx6uCe9TprJs-bU_VTbhiLRfFZb0kGH186bxiIeG8f8vSBExzafFaVTNNQlpDq4HI3xAA0D8WLGiYuN5CdH-d_TgZfVxvQuhe2ZKD_Fj71yu7C83_3A3HJVG3Ub1RQzho_T1a9Gfuei-q_yheBUTKuy5hxtLQC9VlffDlD86POrLCdmJ7sO6Hv0vLSCykfYotjm3nlJKszoEiZ-fEDbfW-cuvIlAMq4XumNfsbXXaP1V2EjVVQ4Bk0dE_ddKld3p_QvO9n_wX8GsTmfzh7mMUJFYyG10O0wHKEDKuklADLBJzGdqVRw3QpblAWlBYLPN898-auL29vd4V0DcH2QsBTmncAcgbeyrv5BTkHyCCi60d9foGIZZYWgWetAAr88u5YwDiVcIMSPmKh2oH0Vco4nEGdB0PQIT2_QcV-DwOArC8tJL5kwaipPf7cB7tuKinm7s4PASFNiLHqOXWIgsCSPa0c-OQrA-s53XSNg%3D%3D,,,,,,,,,,,,
TECH-TRON SRL,Ingegnere,Campania,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2510&ao=1110586&s=58&guid=000001864f866270b1f6b97a75408bab&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_31cf0e2a&cb=1676371452880&jobListingId=1007581838444&cpc=AD396490361E83B7&jrtk=3-0-1gp7ocokfp2kl801-1gp7ocol1gajf800-c6e8ad9b3cde6b87--6NYlbfkN0Bf7zH--WCva9hch64-vSufFGLij5owhii5BKgj9p7pAwk_eXebG4-ARKBU6wgtV7e6kUBFQSeMVgJFUZRA-hikJNZzC4uQcgB7ENbhM1x9Fyin91_K8qa-gDWzITkZwM38Q_pb63tvkm7Aoly8rW61SExnmxJdg2QIofA0WjKnL5-z81RvQbx7UclJpqeaXdkxYazuDSJPWz2xO8SJK4aSPoZc1HT11iMxDDEkQjNrOwFoLcJNv0nMgDleX0ykNPERUsFSFSi5U_4KjGbLvwVK8JugEXTKdCv8xJIV8MzegFXVbuzONiwroAuG24qZ9uov33LmBZO77UU99SCUHN2VDwA5qvX9GnJEQ90bs368tfMQjg0BpBVsQZyxHKyXnS7wpdG1xKuqDGHXo6Pf-LCEPMp6WZcec3pGoInZ0r6KRPy8nsYkW_5BdjRVjliXVLTW0A_AaCu6kpGUSPpSb_hVYjwCtfE6davHPUFyF4WP12UGlxti7O6i8CCFlqdj-isB6cJjdO1ZNfTXUqYq8vX1exteiNZPQYmICCVv8COaOrNgZdU8hEvGV0dyctu4Whn4lQo5oOmZRA%3D%3D,,,,,,,,,,,,
Iconacasa,,Napoli,"<span class=""css-2lqh28 e1cjmv6j1"">4.5<i class=""css-0 e1cjmv6j0""></i></span>",13 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2511&ao=1110586&s=58&guid=000001864f866270b1f6b97a75408bab&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d6e86bfc&cb=1676371452880&jobListingId=1008440370577&cpc=0C1A14C72F2C651E&jrtk=3-0-1gp7ocokfp2kl801-1gp7ocol1gajf800-b150f77849bb4f4a--6NYlbfkN0DQp6B9kO-ml6optfvhZIF909R7pNNSTyfhxsi_kddqo6azqUD8WmQUUwOooQcypin0Vh7C8jef_fcJDze2ke0MzZtRYcTx1daRTnFf7wyWuVxPOHxGkWkkNxKe2YlPyov0vmQ04gD1uZCgo48QdGdbMiyB5CtzovZYjROCUpfQEo8nZQlGy82UyNTL2QDISm-fdpb5xYDbPvEf1WWjZLv5vnTQ7zKfq_YE-5jq2R1wJAwxnfgB0-CXvv06X6GnUHuO4S_kXp4LHCaWFd921BbgFXaXC21yT1nSpJ7GtDoKt-rN-3s_SX_dPellyJXIdxheslvcq31hvJoUb_olYtiVc2Kqkb7o0WbwWkeLlZV4njRBL2vXjY9kRzHSlA782_WhTarjmf_DfmQE32CozzH3DwhI6dCjXMHj0_d8wZLuW5CXJJjzS_lu3ULo7UfiyHN3haWFpHqcVpORSfhvVD_k2EmnKfqmkFIg20TgUx9E7s-uNsA-jf3pVOqzJ54HHNls6uCsskD9CewM5_fzJQGmM71TymAJTLm5sNvDKRUkF50Y43wiVo8uD1R7ucJD_xXGo1BPFBJXByXq9YqjVoeN,,,,,,,,,,,,
Okolab Srl,Sviluppatore di Software,Campania,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2512&ao=1110586&s=58&guid=000001864f866270b1f6b97a75408bab&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f239bf6d&cb=1676371452880&jobListingId=1008064394523&cpc=AB6E7ED505984E67&jrtk=3-0-1gp7ocokfp2kl801-1gp7ocol1gajf800-11165b9ad85fa470--6NYlbfkN0CF4j-VdemhqZhYBfyycXzfctZHQMJlOTMWfjELlTEYdzQvXrnMCEbQf7_njLW3BzLN-Zf8pM0KDVz2N5hR05WrSs-oJT9j1xtitTXCMH8DgJcrv9Y-sTRfR-02ADE9b0_rT1qvIuI2VvD-7ho4JCz0_z7Xu7S5YeqNnN72dIM_4VmcXQp9806Sw2qzpuUOoX96H1jQEcFcEntDdeG-7f7nvIkjQd5B131LeiVWWCsdJT5F3cXc4XKUcPiSLVPhKhqU-UNLjMhQdh189Xf7mE-J72LEPlclvcn7kK2gvY99TdB1kqEMURFVxXon38NI_csgtdzJYr8nHCry97RXcdFCGBGSDkkh0oLBZQnzLUefPh-FvRT8465rpVquROYXPRVMgGjnpDlG6zTCmaiDWMb8kLOA0bTm1uJlm3rIWB0VHQad_KyJKz1Cj9xiFv3REhf0WGjCf0S3zIkbur-ouTKHFUJz77lCu_TdKD0AYFt4RG96gS1oa7H8IpdPhQwiePrX82rnjSsMknTu-jDf9PyESHA7cP9iYADoNw-hj8hJW2YuBhBt8VYPl5Eo2RV6eNjsThqS31s-1KnYk9rHYxmfXsDfXFvtLGwGvX_3hroZ0eGbo9oazUwu,,,,,,,,,,,,
KIDEAL SRL,Ingegnere Elettrico,Salerno,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2513&ao=1110586&s=58&guid=000001864f866270b1f6b97a75408bab&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_09332025&cb=1676371452881&jobListingId=1008328377103&cpc=A202EC670F9D0667&jrtk=3-0-1gp7ocokfp2kl801-1gp7ocol1gajf800-da595ecf651cef49--6NYlbfkN0A0Sge4nFD0rKJDz5Dmybu_9i7hTlLPONpP69bQ42cL2UpwXxEq0YL0c5CtmVJVNpip3CYgRLXkJ9DegJPLdE8r784yLIWMyn7T0yt8HBcP_eAa7d4LlSCWcfuv-1a_iWTYzNiwXWNLWeQMKN-Tf-eyZrIuqHCqcNW2Q52PemN3uoPbtzGhK4ayOyliOwaCUj0vvOOTxGxCvPYzpHVmzC3GKwxZT-9KNRRaTCYahdeRAWl3xZvog2TvHKNz0RCnU6lVwXM1UutfIsbvk883ugm4mzs_Utf7zBCNbvN31QxIO51b9gFgsNFFPB7a0MnzzXj5HFj6gMRrJi2Api2io9g8DmUoEDs3N3-hPuhB6SF1GQsZ238WqLC7K_f9RpcJ8f0g_K7M7d_mrdVCEaWDNFjK5WXjwKTqvq634iVr4p2_AWHWzdT9_aHcxWBegyJMTHcFEiwCmpRHLB70w7t9KuqaMPZbSgkZHCiKP_iHSVZ1Kji2B2SjO9ENeoBwc8J1pbzlxugkIprFRWbqVPiSpFCf10JED8UfKCy0HvriENIUrYSKkEJ2tgSnadhuScvjb-E%3D,,,,,,,,,,,,
CERTFORM,Professore di Informatica,Napoli,,24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=2514&ao=1110586&s=58&guid=000001864f866270b1f6b97a75408bab&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_12592650&cb=1676371452881&jobListingId=1008468375980&cpc=4050D81B60456B41&jrtk=3-0-1gp7ocokfp2kl801-1gp7ocol1gajf800-ee8e4a8f1a466cdb--6NYlbfkN0D-3FQsaFb6K5kN-Yj-wYeYCLk6hY8QiV8Su9-Y7ucGGWhcMz4rqqesJf5meNCNKTXdaP-GOsDjq-mnRhnVsDFtDD6014uf75pBYwWp1pV-hV_r5N4IK-54haodK-tMNyUxSJR81occuCIS1dmcMmmAQ89E0D5PbzXfLB8HqXbug81xaJ6YEq43Q5_ux9LnSFZoolVQkqgZcKDt_V5DKyWkvOUH6rvamfC9J6dLfWMcMI3C8K3IR7RUECBFhKGgWw7ZhpCb8LljxxWfqPKD8efvdXIYgiHcuIi-hpwVF4OG5hAgDwmDUmiW3Dly8unaP2Acnh5lgqSQUzdD0d_YD-I-ykUklyLrQQ_0LLcTtX5oal-NKiaiUr2LIbjbHDIf3bremVr4sYh6rYH82gKEbfe31iQyo7YbKqTMiTa14qaXsyY3p8Ta81lw8VvDXhsJlwrp-Qd4huvoy_DVR_kq0TskNhKnXTA6goH-1v4SWw40979l1lS6s0Wh4LkEzCzzDKJ0Nzaiam7tbkU87rXF5cGbZ6oeoZ6BpL22ZpI248vlIowUQzb4fNC79mcVdD7Sbj6G6fJ2_qg_LA%3D%3D,,,,,,,,,,,,
adecco,Farmacista,Napoli,"<span class=""css-2lqh28 e1cjmv6j1"">3.7<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2515&ao=1110586&s=58&guid=000001864f866270b1f6b97a75408bab&src=GD_JOB_AD&t=SR&vt=w&cs=1_7c2d56e9&cb=1676371452881&jobListingId=1008379687594&cpc=39721386339D0809&jrtk=3-0-1gp7ocokfp2kl801-1gp7ocol1gajf800-ccea4fd74f7c0b7c--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFKzkjyBSgDOWMP7Q005NynjrY6b6R3IT6_mtD_j-dN-EzveWdoUs4tUqY2qNelXgdiwwCRXgDTEu8KkdIimj1ikagoY1pbj0hS6JDUcZe_Twi9Sp9ye-l0gncWRXoQoXytfmhdi5cSuBU9W_GW9OJi2_aNiprshXWR4L5HAtVu9F1Jp4xRBqMz_Xk2hp7FpoSlQ2KYqC5Icr-vrBR7ixez-Poerd5vf4WHbSZuf7GyWLTHD-aCSSX7yJrXMfDG0ws8uI7m3UF3QkscvoEmWinJ7Y8Sox2qniq770nb9hqPF20FZuoQIVg-uEJM6JMegjBgjI0pexr5UWz0XCO2q4O96mho7pUkTCE1qGs5CU73bvEgOWZ8Uxg-6YVsyvQOX2SaF8keTUmr4MN3w4qQ2WJxU5y82xfseFnjIW4Y2LKXk2cUvmMgYvj7VimE6H6bht5yQPPKgrpCTXP6nLbG0NPfZgcEoeiKiutzViFo0Jg-Ux_kzkcwjdBeufk-0f5Zz1X54FQsPIzIlFBlW2U3Vy4iKrbZ5qF2L6hAn6WFWANZnhHaGOABH2q8IGmuGAOSe4e183iML57GIqi2yPQfZKMN2cxl0iLKhxRvVVIYhj4k1JFfrL0Zo9QIrVCPBimSxk7FV2lsBfe2vYgol1vVIXJe2kNpISYjPfbeileEJtX5oeWMK8N9Hm558hT-hpNmLTjb-UEK4WyHRRFMb1vsxxz_TUs-mXMbdc9htodxiX-fqX59hWbaJJHNmVCOtzrTUR0Z7pMzjDLnzs8%3D,,,,,,,,,,,,
F.lli Bifulco Arredamenti,Progettista Tecnico,Pollena Trocchia,,21 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2516&ao=1110586&s=58&guid=000001864f866270b1f6b97a75408bab&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c2fb1497&cb=1676371452881&jobListingId=1008424152550&cpc=AB6E7ED505984E67&jrtk=3-0-1gp7ocokfp2kl801-1gp7ocol1gajf800-c8d969f59e452ee6--6NYlbfkN0A4JwkXaoRv8vomynARW-Hm_L68rakXmo3176-s2qzOSvFiXx0FPkH2XC0pBGF2A7dkaOQFB1Mwo8s2hBZO8VobR5dJP0FFH_SjmdMSlzD8P1mh8jMVMBlqUqDZOTstZtQXUn8RRshb5FPW7ETiytkM3oF8aKwEXSGjnmOEzv_kd4dBJ64gSdxOKJ6OcAko5SBFAD3iQvlVx750s9td0eVkVEUbP7_AbAQhQLTBhlv5JRR4qCBVgvgNWOk5tWym8TWp2mUmTKysOLhzUASKh5544c7i4LGE6FXHLXrKxFDXFF8nc9LJpsSR17i78YDnK38osg6heniq92Leb5bAf54Rdyo5GFIuoEiVNP6AYfWP731gq5UgDo4tvCzK83EEhK5twkuaBjI7uFw8Eyo6kinfkVi0K63K2P190eoBKfX4l52Nx7oGxHXiMDUTFbqWVynyxUP3DUVJKFoJqb4cVZ80XQgAkPSQS_TbQ5dVgjTuTOOsK5R0HBEIh3bg6Y0Gf6BG8pLQUZx4v31Ugjxfy9y70vweb_r9z3Yuif6cKz2xcjmbRl1jJ62pAC820OYiBRHrgBoLr-eFYHMs8yeSXlwf,,,,,,,,,,,,
Decathlon Italia - Logistic & Value Chain,Coordinatore Della Logistica,Maddaloni,,7 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2517&ao=1110586&s=58&guid=000001864f866270b1f6b97a75408bab&src=GD_JOB_AD&t=SR&vt=w&cs=1_c7c35449&cb=1676371452881&jobListingId=1008454713006&cpc=F17331D9BECC482A&jrtk=3-0-1gp7ocokfp2kl801-1gp7ocol1gajf800-408eeba515cb6a21--6NYlbfkN0AxX4FVThTCNInuP4_dCOjpDt02IlJMbUhQ3pJiroWHrApW-aHLKb4C3Mg3TR-Ze0lpl_ZI8KoglnbWQ7qXtXuAyeIa4Yc5IyUgm2LSXC4HsLRxX75_A-7qLfbofDi35PQQbE7MLA51zHHYuUVvRM7lQP6Td7hSPTyzIxk96hdiMP98o4AG4yV913uvs0v7rZR_ofo0oSBeI4FNTbkxAi6xZdLOrCd1XOo5EMlpTZ7VqolKtY7F35_IpVv-NhtOTgeg7mxqbpiP29j7zMjo1801jKspVmSzsSM6P1lWbkcbqEkN-5jr45bT1CdiUhx6BD1zyjK-cZegaJFPWP1y9wf1u3VPkYVWfE0u0TWKKKgJnBT4Qf_Jq8W0LLVrcZeNT92mGzYnkWhPnzPRfS_5WaLvjHl31lP-e0BlW9XrJCvj0_DGtViF4ntAIBz0lNHziGpAyXM0BK3iXRUcEzvkkmnt8xICuZ14NViB-j9eoxHXpfwexPVQe4yqwaXtfpjtVe1mTD9goPU-XLM3yQtqEYouxRpRGIE2cnu5Y4667acKR_z2NDEIMtkdEaFSoERZbICYGFOBA52rt3kqip0WYwviJ9spukFvQexfXpVa2rNDZ5HLCMo65lJsxhemPp3iXNVqxDdC_hbc9k72fUUVevSlxSMsijLVG0Y%3D,,,,,,,,,,,,
So. Farma. Morra Spa,Sviluppatore di Software,Nola,,11 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2518&ao=1110586&s=58&guid=000001864f866270b1f6b97a75408bab&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0bfe4096&cb=1676371452881&jobListingId=1008449146557&cpc=3028881457C6165E&jrtk=3-0-1gp7ocokfp2kl801-1gp7ocol1gajf800-c087d770a69bf214--6NYlbfkN0BsuZjmKUot0tZdTClGKEaOSYgu4wKz6gE-tsrJG1pJSxE9HL8vvazbt1LoMuoUmQVCFYys49PhKG50vNJcQkI2Cm_uDrYtLURzYnbDEVRyOwPtBRHgz0IKln9SkGs6E3yUZDLMpa3_SOEWvG9AwIa7-n2KqC2MTUd1zj_yWhl7Yu5jAbKOgbyif3YWXV9fPl7G7-nJEm574PkjrhgJeKpZfwlg1rtGwrvYUaCt7QIZxFyA1iJSaH2oKstdpMPzW9YB5bsmBNJFRs501WJrE2cqPKMsmFW3hbFFbqLMoeV4JKaFScIQvBRRZMMRZWEeTLquSGBTBE8jrr-FxaFF8gsaCsxvz3IIFlIEDSRp0hdBqPxcL5S2MTavYy2Nc7G7wg-OEq0P_vn1xHQKrExtN4PvEQ82GtkLpTrcSvBEWM10wRGJW9QrH2VVUcjMJmwKS8zekGQekG69XobYIl9rLfEWQk1ZuqdFuvDDYTAZZKg9x7golLiKIoHaVP9oMzlNn9wLKC2-r4D-KwdXlAxH1AnGFQMGBBrNfAvAU1oLgERriLfdEXqR-u47dg5XkpupXJBYzBkq1107F7gI-8HYMKf7EzeIsv8aftc%3D,,,,,,,,,,,,
DA LUIGI SRL,,Capri,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=2519&ao=1110586&s=58&guid=000001864f866270b1f6b97a75408bab&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_05f92c48&cb=1676371452881&jobListingId=1007587007478&cpc=3048954C0A0E4D25&jrtk=3-0-1gp7ocokfp2kl801-1gp7ocol1gajf800-268affa285e67a0c--6NYlbfkN0An7zJwxw3CZh8z5lm8TVLUJaJN9wf-Y83TkzQufWzNKA84Hm9L1v7MUAyalvmtwFSjYEqEUg0mJcnrSjAuEedFXz9UwWH7ZI-jNO4FvMpdeLOTmzLnBnBTc4omkNQrHLSm5MdCJdFz81qheroHrw8dGmKku57rbJM6A-skvDn6N4HgXpUxeTj8y3n5BVOsbN-c_jsMVozu_cazk6zX0X4rroZEPsqApX6v08PYjG9YM9aOFtwB-p6QvOFLLgEPSfEdvpEG5C5HpPK7s16AUUiEAeep-8Tx1r21L8oxsqtCSoW2JNrrG9BPODC7o3jWmc3kzfkPeKXv0s1MWruL7DGXrsVcanh0NMg97k8JWurb69F18UKysYl-oGjg2ceOsof7smiF57-_aXRKjZrme8ymB65m5eba3PFIq3opr7HhuV8hQmI2rlLF8zRHh0ZIwq81FvemDw7KGhRy2b7W9ZNUr3KVYZTXCX0udu26YzxOt4BGpvVGs2ABlwMTowU6_olPDIvtDvN9_pscd6IT1bXqWzHReoPxuaTxyUe8nA0rIg63VTWB7k_95RP74jViHXnAjzHOe9h1oVw7veWJXMz9aNcuX8YfcbqFWctLAMlEcXCrcCUWWKWrDv0dBm933ck%3D,,,,,,,,,,,,
Bre Ros Srl,Segretaria,Napoli,,24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=2520&ao=1136043&s=58&guid=000001864f866270b1f6b97a75408bab&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_13546cc7&cb=1676371452881&jobListingId=1008468940544&jrtk=3-0-1gp7ocokfp2kl801-1gp7ocol1gajf800-fd800ce384655a6e-,,,,,,,,,,,,
