company,job_title,location,company_rating,job_age,job_link,run_date,oppurtunita_carriera,stipendio_e_benefit,cultura_e_valori,dirigenti_senior,equilibrio_lavoro_vita_privata,sede_centrale,dimensioni,tipo,entrate,fondata_nel,settore,segmento
ArredissimA,Consulente commerciale,Nuoro,,13 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1412&ao=1110586&s=58&guid=000001866e073e788491fe37faaf9c2c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1304455c&cb=1676883214229&jobListingId=1008454094783&cpc=AE9F6614D4EC1B58&jrtk=3-0-1gpn0efkp2dhb001-1gpn0eflaimbr800-ecc804e86a8903af--6NYlbfkN0D5l263Fbde8dAFNfGyxYdzTtGUeHpzFK1aoDKBMQLIZrtW9ZsVaPf4TL4n1UU5SuqGkWc1xDJEsCyVs1HoGCHAhsjUuTvzgO098AsJcnkvgaPFN1EWLWEfaY_E9Tz3ttEGiH4GLDTRYTJdRrMx3itfaSWp9K9e6YUInND231NgFUxiwGr-MeWynkr7M6AkHzQjx7fA7mOrCDDd2Ju2wP6-qhBm83Axv59pluQMRHvfaP1oSRSjWcYvppTZjA9QQlE-5rwJYnDnEOEQc_X6O6N6eLDu8q9wmioPpdYbXCzKkRZ4D6X7mc1KfomZxFzsxz7-5Y4lo8MU8sF0hMhmewAD51ae5R1Z0kALQh60T2imeVL7FOjmlBzLDH1ddCqv95k8Db312-b3P-6-f1Lb1HRHs_TLYyD4ZPfvyznTjs0Jwk0cCsy50K9YITCgvMpq8cWQlVSe6rEyYskbplbbMMCvuhWbDCW0guCtU6Ck5CLl_Q8tfwnx4e3I6oQXvJFyL3-hw5yIMXXTW4gCwVTjQJ0fdvrLqNhQeqAM5unzApvXJfLlf8k7bkMhKYc8v1xB5Bq_9qHDrxyr-e8psrFoJ8T5rXBDSRgae4s0664L6PZL5m3AInSmaFBXrRFCBKkJu8zw2ICs7r7vTiDT6ygGglSNG264JpeyhNizkbOAejLJefg-xRnAA8-aZYxZ8pMm4vw%3D,2023-02-20,4.5,4.4,4.5,4.4,4.0,"Castelfranco Veneto, Italia",Da 501 a 1.000 dipendenti,Azienda - Settore privato,$ 100 - $ 500 milioni (USD),1995,Negozi di arredamento e articoli per la casa,Vendita al dettaglio e all''ingrosso
Facile.it,Consulente,Sestu,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1413&ao=1110586&s=58&guid=000001866e073e788491fe37faaf9c2c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d0ceda4e&cb=1676883214230&jobListingId=1008145082584&cpc=9FFE37255B2C047E&jrtk=3-0-1gpn0efkp2dhb001-1gpn0eflaimbr800-2d4669e791f789ba--6NYlbfkN0BmDrR7OGR9gJmF054fDOj_Irftsb9Ib-ykftL4-GTXRCGSkjph3fWfRaWfCQT5_RZIIwi5ZOQo4KHPlotQaPWrrPdZT1b-FA-vJKOIGBrAutlSGTJ4f_4oqkp5fRO8pUuHjCOh2_viFsl9XF48PJnC76ENcr34roaHvgjO10T8WBSS53V_EEe17gRGG3wYn3WdjOcn3UtAfpBfkGtjOdRRLYIBDPBLJwzwS8rJfRpXksWLIp_GlbnNv9TF1EZsCfCl0btGfSzVAVyox0jQuI9f6-BWds6JMu5noYgela6AJIbCss9Vx4aBB4xpfrq6EiaDcxIUxVUtyTyQ6n02Y7TAPKoBgYWj7-5KxrYzwDCTtiiMN7Iyo-U-ggxPvnuRMET3i4Feey6qx-rkjaoAKZI8ItKUKqd5pyJd1frTRrwJB_0KwBZRGJB_vMbsZZw8ZfELYAPU_SAg9ILAFF2sLj1x1X4JtqrBKjfnRNuvED5VzyazTmQhGZlANGpaJpPW9NOny2QA9_VJmPFvhiE5kCcp78k20e7mBpG7g1uZotPsHuaU4wZ26wgH_41kP_7C6MP9O3koEpyfQHfgXLS0NXD7iqWolkIP9VT1OPek6TNIGTyHN8uljop68V1RkXZISsVCG08oBQQxvDUaWUiE7OFVRA8sQT_nshY%3D,2023-02-20,3.9,3.2,4.1,3.8,4.1,"Milano, Italia",Da 501 a 1.000 dipendenti,Azienda - Settore privato,$ 100 - $ 500 milioni (USD),2011,Servizi Internet e web,IT (Information Technology)
H.G.A. S.R.L. (Gabbiano Azzurro Hotel & Suites),nan,Golfo Aranci,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1414&ao=1110586&s=58&guid=000001866e073e788491fe37faaf9c2c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_269be298&cb=1676883214230&jobListingId=1008412067841&cpc=883DC43018083D9A&jrtk=3-0-1gpn0efkp2dhb001-1gpn0eflaimbr800-a74547245ab5e051--6NYlbfkN0Bp5jsXHZeFu-nlDv4xLena35KFbaQm_TvM_ja5ClAXLPJSjb8V0GhVJbKB5YNgmvCrtNmwy3QwM-qhw3fR9U5MwZr6lu1i4vGG9kM1Y7d6yg6PEbKg3xN-Zrr20JfJf6WSgyoL5DEQM2Yq_YClXJH8J-FFJRUXBKAF5N18pc4E3UqG95oEHzXraTAh7IjOOEuX1aombvHB0ExB4ZBd4B0bNbgMejTKzFb56PNMrLCXpaKNcZS8lVYGPI1dAI33qQvLoyv-rgeeiMvIwheDCLoNuq4aO45l0_-dzwluL7wJjboeZNHQJIFxK8332errEvYUiU47eyLg-0_jf8NDLerY4rn2rv20g5Dya845I4YYChlc6nVpdsCBdPdbOCu8O1vFS58xjV8FJGwb8Lq2QOJf7XXSwu84wG9x8CO9Dvf38E4kn-U5PzyuwBTIWw0Mw9IQNa5xKtYG373i2TkLlm5oULB5YRjh739ud4D0hMd2pNsyfAj20LijNzKOQFELlK5PD0A3EHYgi9dHVWk6y4A4JM7cX7oR_A4xA-TJ_6vY3sxcMtlD4f6Bvq3kNUnV6rLAZD0GmK-p3Q%3D%3D,2023-02-20,,,,,,nan,nan,nan,nan,2011,nan,nan
MioDottore,Account Manager,Sassari,,4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1415&ao=1110586&s=58&guid=000001866e073e788491fe37faaf9c2c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_59b7f688&cb=1676883214230&jobListingId=1008475690731&cpc=923E3B470662C757&jrtk=3-0-1gpn0efkp2dhb001-1gpn0eflaimbr800-311b49f8caae17bd--6NYlbfkN0AF17EcCFvC3sSSauUVKuru0Tz0j2iBkWihqZ056fyRXqqCNSZhnZEzp4hc4sXcmq6kQdEwMuPZfVoRXwjgW0IHOvySYAs2jIIufnPF3ZrcgZGV1ucCWGY9DBU7wnWuNnmUFaDZ0OCrF1m3_fVAm4UBR7Mrhtitk6fZp8rdEkbx7u2_sPLarfiPubLoTmGyYjgoioWxvBsVoYqW3O6sNXzAw6ZXAND-neTm0e76g0hnaq2Jrh13DShQkKOeUqi-Aq2Oen8wUbCLDFj2YISwJzd6zDrk1phwbwMPbUSUIFbJcn7vSjYvEeiXp0UnhPwRcE1NGtJCUfiIe-uKgdKh1oDNIJYJkUDSh4Ia3ssYH6t4qA9Utq5z5HS2Hb2lulos_cMK5B1Ic0BoBQGhEtskNvJVQ5owboYMkAfGLmRecw29FVu_FAUx05CjSPA-F93_It2j1drWhRi8j7dmGNXgiFTFwF2VRT6EgNzuqP5vj256L8_fYAAUIV0jT-4H2ri7KIPMkSFBr274Xfq61nkAWbrAXEZZXfdCaW3jFPr4Ec-3yxyJG-I7JLBNwXJt8gHEg4PVuthzGmecoN8Tj4B-iaO1PBsdYE4zAUJjQBlV090PebCPi8pkMdvkutczBPUyKrUfF82ltFst6feXNMi0Z2rJhxB488Mf7zo7ZA3rykbULA%3D%3D,2023-02-20,4.2,4.1,4.2,4.0,3.9,"Roma, Italia",Sconosciuto,Controllata o segmento aziendale,Sconosciuto/Non applicabile,2011,Servizi per assistenza sanitaria e ospedali,Sanità
Clinica Veterinaria,Veterinario,Sassari,,7 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1416&ao=1110586&s=58&guid=000001866e073e788491fe37faaf9c2c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_00af4d42&cb=1676883214230&jobListingId=1008468182034&cpc=AA7790897323AD50&jrtk=3-0-1gpn0efkp2dhb001-1gpn0eflaimbr800-48ca366cae615086--6NYlbfkN0D-0xedW8ZDd0Zetw5_KbNS39thrh9MRIDCreofXlwTdqOBN312PyXBXIWWKXcRtymMX97kdb63D2O1jK716N3CbywDksF_iuqJk_NB-8q1tppb_5Gd1aUZiRRvv2dVtbAS7F8OCUdgIfvCev01WWVJvT_qzcvmAYznsHrG5_pp9sA7-lPESSDo-gTXH0zM1o0pDYyvQ73si8eQ7lcjBv7zLwgN5WedCgNPGcSHjFyuYLDlH2qHLX-nLhAdcAeIaz4t5CmEcZ_pbS9mmPsRtXqPuOWgpEIXTfTCTvq06iFCAcAUCAIcCzF4x__hhTQkMPhU0e4H3KdEMwa6fkC2uUV9dKtWzbviQCWxk0g8gHfG4hy_7RN0zhPknB9mz4KWfG9ccjoFSy-wdIEzzCcVi9Ef2bIj1V38uOHBPeo1HuF8CXTMm7onW2XW_QM7V59yzRe0OKqM4ksyb3AV4SL06BzAdfoEC7DGNQwAIh2YiGnV6n04e_BbN4tJIwKECErZeuudGJU_Bfs803tStFfT1g5GvhFJjBGPDp8eg3mvvkjy-wvZi6jZ2ca4bI-BBSLMnnc%3D,2023-02-20,,,,,,nan,nan,nan,nan,2011,nan,nan
Tecnocasa Olbia centro,Agente Immobiliare,Olbia,,19 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1417&ao=1110586&s=58&guid=000001866e073e788491fe37faaf9c2c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c47b14bd&cb=1676883214230&jobListingId=1008440099996&cpc=48866614B099111A&jrtk=3-0-1gpn0efkp2dhb001-1gpn0eflaimbr800-dec820c719aa4301--6NYlbfkN0DprLnHrRjAgYOluRwwX3ULQfF6bucscnwxGXKsqfgkUBVj9vrMsr5bafiQy1xng15_hp0KUHo6SYF5OXXt_nMpFfZspsunYHkOwXJG8QHSbSPcq8UoYFQr5eEOobS36R4i6bKnzq03ZsDATUSYVuMUqrAgsvDWfyFAQId5A8-S4qnX99LPgMa9gG370iqkP1LcxoaCfzQWFKzyOfnrgGBGMPCpABdBfJtQKaIJKZoAHBnDHANksGTkFHx8dGbnfXC351_Ph-pmhUowXTluHiR27pMidEBbBa8NsG9k-VwK62uvLLhP16tsE9rxTrHAqlbSlnuPGE7q4zTYzGr64WiwJnSCNuU2sh67GLj6dRKvNdEP2uGTilc0xIzY72vk1aBA1VwUutke7Uy7XG-IbZhhV95b0JMPT-G9BeNPQufrtsUsrkxVzFgaVtYSghJ6JdkkmpyPAUcOd-3k_xRFQ4qZqNXE-T-jJMqGWGXZ5IK-nfkrQhGOrgQoO3gJljcElVWEVBtv3koHsA_AqH6TDAGBBSu_sL3tv_IZyverhdi8cN3nEDVP3HBM90WlKfyin2Q%3D,2023-02-20,,,,,,nan,nan,nan,nan,2011,nan,nan
adecco,Tecnico di Manutenzione,San Gavino Monreale,,24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=1418&ao=1110586&s=58&guid=000001866e073e788491fe37faaf9c2c&src=GD_JOB_AD&t=SR&vt=w&cs=1_ba78d44e&cb=1676883214230&jobListingId=1008481189169&cpc=8507CEB59E1C6AFB&jrtk=3-0-1gpn0efkp2dhb001-1gpn0eflaimbr800-2f1b1a6cf64386a7--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFK7AudwSoZPw4ZtrBZNFt2m-BozCFoCLLL-dBwtKuuyHyYleJKzKf7x2VvQxRtwn3gMYq5VuxjXA4mLimHqyqQV98q833inq75hfFjm8s1xCQzioUnzvhl3u--PWtUbwTjGrJM4ibtGBnCsJTtcJ6lSHDE_GwtHQMZ2v1cagv1ATbVkXtJMUzIZcANFdhs-RX-QBxTJ5vaS-ha84faZCCvvuXTSe9ZLlOxi5lPf1xI32AOXOdYusLzdfwp7gfWbDU9doMRn7ZpsK6SQA-8MR01O_V68eEgF6H3_Fo2qWp44Z1sMvnKcc9f1ildmTP2bZ57j2T4puYTEvlVlkI1EDD2MJwu3C_I6bHPl7VlwwjwYjmmol255xvkHsecL7bfb5CRhRRJHmDkhtxRuoDMGitLy4-mQLB7s_K9wD5pJMs327e3qKR6nGGcNtqMZt0tDgV7VPnBpIlC5S7brmTgxozaVwz8sAl5Aaw5nJ7g9m0dYWkvg6RxJAv2yu2DNjbgXFIV4_g7futvfzMxYO4TZGYVsWif5_YKnTMNH8v4mvGdGtZdrFkuIR0rvNCOPjN4wVmNcrN-uRYGL7fcFBWLGbHG-pL6dyZUdsgCzEFWBCH5t7UU3yW4y9GApKcWT4s6QfymY1JeYNTERPnIbC38r6dnR-bsgjia9Fn_KPxtbeETcalSm8N6NOLcGT6Qd2MhvhjOEDerTYKQBehimwZBgLgxuD6Ld79J_pdxE82Y0noXiEsUtXPGR0EZvmYU4YxrV-ECl0yuN7M5prULFUI8l5Dg_A%3D%3D,2023-02-20,3.5,3.3,3.6,3.3,3.5,"Zürich, Svizzera",Da 201 a 500 dipendenti,Azienda quotata in borsa,Più di $ 10 miliardi (USD),1996,Selezione del personale e subappalti,Risorse umane e selezione del personale
Soluzionetasse,Senior Consulente Finanziario,Sassari,,4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1419&ao=1110586&s=58&guid=000001866e073e788491fe37faaf9c2c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e5b1efa7&cb=1676883214230&jobListingId=1008473348017&cpc=82ABD2B5CEB98952&jrtk=3-0-1gpn0efkp2dhb001-1gpn0eflaimbr800-ba6017ae6d98f3c1--6NYlbfkN0AHIOBnwWbxt0fxfxDviZMMTOjvsn6CQ5-5e6j_VwOQ3xzzF7Vg-mPXAL3NXb-cQlvCk31u1jiWxs5UCARoLHrMTUEKkAPUgHqYxtjutqwsCYWC3Z6jLViG3ip1ZDWBwHyg7xRlo-TsUwmA9rRbK2fkrUsAbcRtX68JilohF1XSsJCDSrOgqkeMkYMIIY67tGPA1lBTM3C1kFPlc60CqYl3rDANEIsFwWkYyos_yhyShuvm_zTolmUIigV87VwpuHa6NZv__erK7pZRAVHhTocF4a9FN9MJ4DQux50y5w1QbOBRw9hCG39qLzVPRGhW9mL6eZ8p3wftubPfv00dtATiLs72lpWAz9CY71hQ7KhiU98ijzVw_LoZa75E3zfSuC01jcIGXCHouXn-ruhlLHzwJOZOyobeBf55dORAEaJEK93OGpZFx83V2UxsReHxs3CWx7Kn-hlMEBNALO81FyJst18EqCyxNCkUbdwHAw9q7FXeqIbpWUh1ehixFLI5gVDr5KA-tAX_5UXCmQXgwRd0Km1wYPSKeu5cS0TJfax26uRlSW_-ZLmNaL5vvo17GEkp2-k_a0madBENajO4Huid,2023-02-20,4.3,3.5,3.7,3.6,3.3,"Milano, Italia",Sconosciuto,Azienda quotata in borsa,Sconosciuto/Non applicabile,1996,nan,nan
POSTURLAB,Fisioterapista,Nuoro,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1420&ao=1110586&s=58&guid=000001866e073e788491fe37faaf9c2c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f27f4bc6&cb=1676883214230&jobListingId=1008377992740&cpc=82ABD2B5CEB98952&jrtk=3-0-1gpn0efkp2dhb001-1gpn0eflaimbr800-9700d9ca0699b809--6NYlbfkN0CtTVHPnkI_ECdiYZpq9py0DIPUaPG5QSjsltpxZ_skYj79ATUs2CdcRMXSOAZwKKnvAeyrlkpYBzULWCfE7FtuVfUmzcH3c_OWUATNrrgsCGNjwyR3F8KyxrIKxL2qnJfLl_0fNqRw994ndR94Cf8ZQbhWY8dnEI877YALzV3_bhCblMTTntWyoybO9Kup6Yr_bTbuw2gEuRQcgM_fPBrGsfYzKEwerXTPOaMJYghxtM_cf0Eb9XzmtH5kN5_G7MMSTlB8H9sU-OhvHIEYSmbtaOn9ZlIdQfOdBlozZPsXPKssS4XsHpyUX1X8tHgMCwHQi5K8MPU7I1X_C9lUCuBbos1zwUjKiA1SvnaLl80u1-F3dXuOxY9yfb0d2Nsg8zLs7CbMKOqZfrrD0v7Oo9hZOcWpgS8prXW4xHbk5I4b1Spac3EDCP7V0NGpNGM5ieFs1D0XzZce3Do7w_0H3acaU0eYwN0jSdVI4IfEys99HhCa2a5lALPDUR7sY2afSJsdpNyU4dwdhncM1FLiceW_a5dlRNpt8KJugpweynga9sgrg6q9NTgZ59tK9WxNzQE%3D,2023-02-20,,,,,,nan,nan,nan,nan,1996,nan,nan
Soltea S.r.l.,Elettricista,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1421&ao=1110586&s=58&guid=000001866e073e788491fe37faaf9c2c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e10b98a6&cb=1676883214230&jobListingId=1008188894834&cpc=786328B4A40DC555&jrtk=3-0-1gpn0efkp2dhb001-1gpn0eflaimbr800-0f27d0f167e1fa29--6NYlbfkN0Ddcnq2VFZOBqO2z63GwiTUtvQ71HjfFiSh6qqMva3d6dfcz9IZH_fc9qtnH9Uf2ljm_SeXOzRihJ0NUmpzZceHCU8dQQA8e9DNg9N874H69Ox0nWyzl9GA8P9kFyQhYS63W5qJgcnR4SmhMVJFvcvm7fLPn7_8JUGT9HUaYOiNFTqm6w1EFoLk1jXBp0tlmRqaH_gINV1QDyl1Kh7S2bReaqd4y4P1flQh1KFILYaDKJIMWPQM3H2VDtjGI1r9eWePNlYCl-n4k7BPC8zspIwAkkG3uRJEsn6PZ1JHpLMt-ZjaknaxCyBDdIwwvEWbsjZs1Hmrr4T1b9IpWHSrxuY71tYgN9N2U8DYT4gWhmU7TSEEBSBQMCd5uMGdk4hJ0CFpGCF98gmOAXyq8Ysx97SI6oayiv7WDN1jMAwKdfcjY1GwsdybvaXkUPfPdZEH_BsQUb5xJFkcw97OE3-jVRsyDxwp1ah_O_F67k0b48W_dvySj3fSI6Ldx5_dwvqY-PhzgMqQaH8QYklnZzh441M638fgTApVE2F3rz09_xHJh31-kwYzUjYzUEUjA3PdYOI%3D,2023-02-20,,,,,,nan,nan,nan,nan,1996,nan,nan
Erga S.r.l.,Operatore Turistico,Sardegna,,19 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1422&ao=1110586&s=58&guid=000001866e073e788491fe37faaf9c2c&src=GD_JOB_AD&t=SR&vt=w&cs=1_4dc43a3b&cb=1676883214230&jobListingId=1008439427174&cpc=AF770993EC679D41&jrtk=3-0-1gpn0efkp2dhb001-1gpn0eflaimbr800-16f20c59446ff952--6NYlbfkN0BytWipstCyveKkw9FlHucwf8c9OEfcNK6kJ3VVRANJxJbWkJbVhuVmkiwDTlZdYv7UJzn6F6_So6LtOM_v9Z9FzOF8PdFuPe_x7YBgShEPq8cNS1jPRFT9nwE2OUlx5spN3KViaihpJEWvVVPCjhUPSK314o8MOwV5a5kOsMM9E1-77X6-r5geGcWQNagouqKi2rUXckzjkZEf5b1Twyu-bM11fIAMypOIOo6r_s8uE6rXoXP3bT_HaWSqM2kNJt9MCqTeQK_IgwvTftzuNY9bBAuN-s5AAveJF8DSR644GFPcsxicIYM8BU22AAtxoBaYZ2tJh64-_me0A8hSIVZBD-RTp4zw59FWJek4517B879YKAe9VzuWl13WuZAqzGzb6IqvWa78__YZfzIHvP_C3gYqj8b4DGwn61FpkLPI8RyCzeecZx2IaHQLgSiytdtzg72MlmiP56tx3gFqoqhr6bjNoQ3OSvOeO4Q2V0davRNFWYRT1nJfIOZ_495XWpURs5g-S_publF38UBm7j4pKQpXT64ESOJ-7e5dYd-g0rI7zQYwmEO7,2023-02-20,,,,,,nan,nan,nan,nan,1996,nan,nan
OLD WILD WEST,Operatore,Olbia,,3 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1423&ao=1110586&s=58&guid=000001866e073e788491fe37faaf9c2c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f6a2dbaf&cb=1676883214230&jobListingId=1008476505810&cpc=009A9C8147DF705D&jrtk=3-0-1gpn0efkp2dhb001-1gpn0eflaimbr800-82a6fac70e9625ab--6NYlbfkN0C0jkC67az_l2JZOdjrYW72hY8OzNLs-wjENDeKvUUf1piesqsELzqPpEuaqx3MAOQDVvF34e7EXcvXygAn_g7uCQ2RU7JdN3FUxEOPg_ljCYrbrMS9uJseePDtJFBZ87JLd_cMocdUQpjFWWnbiihnJGRH8Y4mFNwzmvYwEERxrudEBvy6FsWWF6EgPmohmgCCABx9j9YDYB-wP1X41kCaH8LSOAQkvMs2cYE8zx-bWRM2AyI0Xf74JBh2Y91qHrybXpf0D9NyFH02WQ57xKmaltRLbg7j77SvBcIAxqYge_r6vPsRNFxW3-zwnSwqh_TtwOJyaX-G2RVpc5D7drfOS6FylmY9a-NwXanK1sutnPd_1Y5WX1vISb7hwcfJpVg3HC83tkc7QOtrLy1BBTp4rFWG371B2UdT7kv8ViPWvC3l4In7T3I68Qfva6NJvSHJFQ0JhfRsRBYkxYRFXMaJPUlc2B-KVZPJ_XT-TuXWGuYOFZe3MhrQ6urqQ74AXW0rGrw1MSNrgSu3n_giRVxneLrg9mqCul0pKNPNG1bTPsEzSaN8QMWqNvQEP0ApvueLbeEaFs-FWA%3D%3D,2023-02-20,,,,,,"Milano, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,1996,nan,nan
Aeroviaggi,Agente segreto,Santa Teresa Gallura,,4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1424&ao=1110586&s=58&guid=000001866e073e788491fe37faaf9c2c&src=GD_JOB_AD&t=SR&vt=w&cs=1_6b832e06&cb=1676883214230&jobListingId=1008473877885&cpc=C3517E2410EFB392&jrtk=3-0-1gpn0efkp2dhb001-1gpn0eflaimbr800-9d12947bb8e7d7e2--6NYlbfkN0DbaKl_ERNSjMq4ozxDpI7aQvGCjqi6igOOVwdLPz-KZUW0PL0J70TZA6Rg2rpPvRDAvqNzMEL4kAuiaRYFGNf3b103b2cMTQaHknac_DM9iOcdv-ZjQ_g72s6zXEvqwrDGZpL04XFAhurnYfOQ9m4nd48oj7WiBqcgX-E-WEPMgBzr6Xg_mYMWWbgYMm1Z24fkTyaMUGwvESw_NRVkjgmgAj0nkY3ATHzFRLQf_nzUEmk6kU-0qgKkUnH3gUtL4fuJYPxWPFsv1MmZ0AyPTw0SfNUK5YfkYz3J4Cyaum2591lRu6PsoDy9mipMPui2NIiV38pRR-nt6Ab6iSe9Ls9iyMafS1Gv1WXqqkAFvG4NTCRx1hYSiHcI1xtW3Mtr6VWswy7jY2S9uKjfwECcoBHGvaYiynNfl6GEf4OqNgIr2w7r3u3w3qr30CIQYQ-FzHJfjgFeureIRMjqeg3OdJMZCUI_DlnDtz0TGMRYTM5FWSfdQYcjVv6rnXTxO6A3E5ZlcNT26W55tccix5UP5J3KEAOGgejWhLLjISAoIz04zWIK67_Nmenl,2023-02-20,3.8,3.5,3.6,3.7,3.4,"Palermo, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,1996,nan,nan
World Fuel Services,Assistente Amministrativo,Olbia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1425&ao=1110586&s=58&guid=000001866e073e788491fe37faaf9c2c&src=GD_JOB_AD&t=SR&vt=w&cs=1_5c15a91a&cb=1676883214231&jobListingId=1008351734603&cpc=39A4E8CE329AB187&jrtk=3-0-1gpn0efkp2dhb001-1gpn0eflaimbr800-29ed4c723d95a912--6NYlbfkN0AOZNHnogxNl03Dshe_jJJ3jjrTNSE4w-bZuKZW5WBxQ8BxTnnqXLQqYYZJ-7f9MpZiuYn1dYzTPoB6kChxWEiVlfV3djHT4fZyzDW3-NKQzy-A9Gyspm9-KylpEsn8SzBC38MUST24OQkRFhOOtf7UIhC9RDFmHvP84yn4bvBadu9ZmvqxlLI1Gr8tu0xgJ6AfvxPDcO9tRa7tS3Rk-6Mf8y5FLjPQXoWjdBz6r-JUEDxMS_S6GFKG5OG2jcOfaUfwnyo46z50wR9_J5phjczFUNEnN4hZrDZqnktaPoO2vsUobwJ7KvdQodYgbJqkmmUExPJ6gmmo7yI4lTSE_qPQJgc8-BIwYKOVfEaEAawIl1rDcCT2b0KpqIKOfLlOpa0DWUep9rDzgKKBVnxHrfSJifYIow78AO09fXtNu_JHbHK4Xg2b08jXApcvD9Mz7wgTnOcNiKGPW5KQLt4RVU6QTVHWuNuV8um-MBTJvngNa_FRuzeZr3SV7-l8Xr9_WMLLNTPR67LpPjfquuHZG2Ckb8LSRogslN5cwLuKQLP8aVQQBQIWPJa8DLpvr8t_MvTFvScmysXjv9yHHOvo-axRiU2s_Ka2me25TeSFwbAKBEc79BpfiDDf4vS4kNWn6HL2tNEP36-_Ew%3D%3D,2023-02-20,3.4,3.4,3.6,3.5,3.5,"Miami, Stati Uniti d'America",Da 1.001 a 5.000 dipendenti,Azienda quotata in borsa,Più di $ 10 miliardi (USD),1984,Energia e servizi di pubblica utilità,"Energia, estrazione mineraria, servizi di pubblica utilità"
Reti Energia Servizi S.r.l.,Tecnico,Nuoro,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1426&ao=1110586&s=58&guid=000001866e073e788491fe37faaf9c2c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e9dd7326&cb=1676883214231&jobListingId=1008348719450&cpc=21001CD36CB5FE0E&jrtk=3-0-1gpn0efkp2dhb001-1gpn0eflaimbr800-fd7ccafaac085002--6NYlbfkN0BeY8FWAFCssxzRanfiDyY-U5OxVNGKRmYgLXNTOIj-yplFZvdWU05PRWw9thsn9CjmTEoRJfy3ErAuWKCKF95tHPeDpoTqEn1ezB9za_rlC8D-38Up6AWo74xKVvYpiGw470GWQ8z1Jb4Ht-BkEn3c7yrzUwAav214mWx16_iEWAs48dmMDhmBuICuLmnqCPtMGGFc9FVc7IKz-eWgaRufwV2G4xEW7Sv6H7K1qJdRHLPUznDOfhGqEckmRNek44MstiLNMjOLyIYBmw4lfXMg3snicjGLbnc03uhngSEpPA6gVMp2ZcOzkvUBu0gpT0v7n8K8mn5z-tYPTb8iixBCwCQoYlJq0bp87mlSJb8JcyHDjsDAlB7v3cA0rmtu9xuy28rN6XVxU9bnypD6lRZ7BG0tUGDlpFvsZr5fBRnQJyJi5hKPI7xd1t4bTOI0_IV1KbL1fLzLBqNgm9ofbJi8HpBuiJKbMMwyK_8z_VhO5dX4pK-5kgMWDAflcD8xZvKRszBMr2zs8_94awoZEuQUeove-jknHvrhZqs4Eug6zxPj1h6NhMDGRZ2G9RKvYGqE-cb9Q4zcpQ%3D%3D,2023-02-20,,,,,,nan,nan,nan,nan,1984,nan,nan
