company,job_title,location,company_rating,job_age,job_link,run_date,oppurtunita_carriera,stipendio_e_benefit,cultura_e_valori,dirigenti_senior,equilibrio_lavoro_vita_privata,sede_centrale,dimensioni,tipo,entrate,fondata_nel,settore,segmento
Tecnocasa Olbia centro,Agente Immobiliare,Olbia,,19 g,https://www.glassdoor.it/partner/jobListing.htm?pos=717&ao=1110586&s=58&guid=000001866e061335bd6ffa94a730ce64&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_19b14263&cb=1676883137606&jobListingId=1008440099996&cpc=48866614B099111A&jrtk=3-0-1gpn0c4qhg2cp801-1gpn0c4r32bet000-dec820c719aa4301--6NYlbfkN0DprLnHrRjAgYOluRwwX3ULQfF6bucscnwxGXKsqfgkUBVj9vrMsr5bafiQy1xng15_hp0KUHo6SYF5OXXt_nMpFfZspsunYHkOwXJG8QHSbSPcq8UoYFQr5eEOobS36R4i6bKnzq03ZsDATUSYVuMUqrAgsvDWfyFAQId5A8-S4qnX99LPgMa9gG370iqkP1Jiv5H6MuT3t7vRMxPZb97_DAV2QGlDREdvFZEvg8JQ5CQXo3GhHHfk91BW6tHqKg1yyD1zMJgRswldsHIzCO4WFts8s1IJQQFSWCkl96wo2fjeisUBR0iAGbjJwLlKp2z88G76wL9qOuDdIzmXMg-Ttd3WU_kA_d9tVwWXKPaEl_YPJa83-dJVawxIaiTvlMTzLpWioX4BYbpDGItiFvV-0bxY207I8OGS9Skta6rx_hQ6BdWDNAX4v2YZRQRW4N_MGxs3_Db1RcudW73kMFvgB-NCswx16oMXjPQqbOSL2SQpB9ir8u61WHyXtKZYUj0A4aDFUS4pPOeGELIsn9qoSXgyDDkSOuPWf2apTbW6Jdx7tXrk_wiM99qZTTmw57s%3D,2023-02-20,,,,,,nan,nan,nan,nan,2011,nan,nan
adecco,Tecnico di Manutenzione,San Gavino Monreale,,24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=718&ao=1110586&s=58&guid=000001866e061335bd6ffa94a730ce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_67b28290&cb=1676883137606&jobListingId=1008481189169&cpc=8507CEB59E1C6AFB&jrtk=3-0-1gpn0c4qhg2cp801-1gpn0c4r32bet000-2f1b1a6cf64386a7--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFK7AudwSoZPw4ZtrBZNFt2m-BozCFoCLLL-dBwtKuuyHyYleJKzKf7x2VvQxRtwn3gMYq5VuxjXA4mLimHqyqQV98q833inq75hfFjm8s1xCQzioUnzvhl3u--PWtUbwTjGrJM4ibtGBnCsJTtcJ6lSHDE_GwtHQMZdykWs8itUcIWW3iv9PeHkzpInJmiTssrLMOGDpRW8BdQe3BCVVgSYpKFWMkvPwqnezUZcUgkZc1pWWNnWsY3MLoC-CYqmXidznx-ar9w7z9191yht8aDkDFCpeXsIKzQ_u5Om-gUrPHSKCXjgbdIPK9M3bUxTF4BE4wq4Zww_BS6XsY1CcwUVgjJMHD6aa-DhbT3pcpmUHgoKotmaoLvzv4Qvq5U8J33_fH5lRWQEVmmfIHZWjcJjXd0RK4dRdTGcOrUJrAJ-6rUe8fCQKA2UTQfDQLuBujB28b9-Wc0vMVhInEpD2UILgkcDe5sBbGEb5-p9sCeehTFELyMNJnw9q03LEAzkCJ6nZw26rnKfehyLd3OX4UToqsZ9lN4E7H6ESnpCT__NSxKRUxXJebX9Yahd2V991g09X2AI56tDsbtdDBvZAOKvUeWHWWP6tq02zUxs6KYzJeR1ucZMoYT_Jynsi2S4rk0FLc4s7HWzt4mpehcgW-Ts_cCm_9qEwnL4forfQE0gbf3OVSMMIRshBD2z6NHI-UoRvv7opO46XOqdYDXk80eNHbGmIVUpAPep7pja9ykZrqxHTAtpliPxISz4YbzclX7fILBJA745ZEtVXAKzCQAnQ%3D%3D,2023-02-20,3.5,3.2,3.6,3.3,3.5,"Zürich, Svizzera",Da 201 a 500 dipendenti,Azienda quotata in borsa,Più di $ 10 miliardi (USD),1996,Selezione del personale e subappalti,Risorse umane e selezione del personale
Soluzionetasse,Senior Consulente Finanziario,Sassari,,4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=719&ao=1110586&s=58&guid=000001866e061335bd6ffa94a730ce64&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_387bb979&cb=1676883137606&jobListingId=1008473348017&cpc=82ABD2B5CEB98952&jrtk=3-0-1gpn0c4qhg2cp801-1gpn0c4r32bet000-ba6017ae6d98f3c1--6NYlbfkN0AHIOBnwWbxt0fxfxDviZMMTOjvsn6CQ5-5e6j_VwOQ3xzzF7Vg-mPXAL3NXb-cQlvCk31u1jiWxs5UCARoLHrMTUEKkAPUgHqYxtjutqwsCYWC3Z6jLViG3ip1ZDWBwHyg7xRlo-TsUwmA9rRbK2fkrUsAbcRtX68JilohF1XSsJCDSrOgqkeMkYMIIY67tGPA1lBTM3C1kNSuZdkYWxSII_Kn-i2bei0wSk-ZGQZ2a7L7a4LaP6fud0PUstNkX-TmLYukd_0Dt4w35jYbrUljKfyixldMT-2WhAEChDig0lNkx3A3ZMDops7Qij1xYXGCa0z6CB-RCMxsZQ0MSB7-HydGsEHN7rMH2Irhqgxq7Z0363RFRomehqGLNa59u_snrD0Xc7gnqlKQX_PVRwGr6vnpHBYq0YDQ2q80nI1CrD4yX2RQqrG4Z4G-2xt6d-DTBnsMARRQQPaaHKk_FHlGgCLMwj2kpcHjPlQhK9OkNPjshOavgUDpThG_PvD4YkBfRr0vMKJJVN7RUvi2bv1EJXR-aiZKHcAMN6X40yA2ph_R5sc63dIShkOzqwfe8guJY4-6sx1rYg2jVt-9PaCz,2023-02-20,4.3,3.5,3.7,3.6,3.3,"Milano, Italia",Sconosciuto,Azienda quotata in borsa,Sconosciuto/Non applicabile,1996,nan,nan
POSTURLAB,Fisioterapista,Nuoro,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=720&ao=1110586&s=58&guid=000001866e061335bd6ffa94a730ce64&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c647373d&cb=1676883137606&jobListingId=1008377992740&cpc=82ABD2B5CEB98952&jrtk=3-0-1gpn0c4qhg2cp801-1gpn0c4r32bet000-9700d9ca0699b809--6NYlbfkN0CtTVHPnkI_ECdiYZpq9py0DIPUaPG5QSjsltpxZ_skYj79ATUs2CdcRMXSOAZwKKnvAeyrlkpYBzULWCfE7FtuVfUmzcH3c_OWUATNrrgsCGNjwyR3F8KyxrIKxL2qnJfLl_0fNqRw994ndR94Cf8ZQbhWY8dnEI877YALzV3_bhCblMTTntWyoybO9Kup6YoQS9jkfU8bZjA90-4Bs4ElUUxk7z7wlJBvlbRVdHNowYqteiTl0OMsT1aQvhpQKS9dZm1CUAn7STR3s9VLQQQclU7Qm0Lh1y-bkfiSch37isqY2YDZjTeAKENWDAAw36P6I8AlZD7seXYPvYUd-q9oBEgvCJx-TEBcjj4hIt3QyqG6GWe6ewsY4f5NPoF_9seLTZ6QmNhx30S2emlUNTDsucKM1TLSkgwVPM_iNcI46yvjkymb1s3xm-3twqss8uezORQfJcsfFBuZ1KqF4H4gIATLJeXKM9idMlsTh0I4zHwc7YIvOAepTPeqwrrKLCU5SkkiCdMa8RQ93G4_rC4MzWDdrPRGwxIkvIvB_PwFwiACeX8TtSYE3slCs34EnVw%3D,2023-02-20,,,,,,nan,nan,nan,nan,1996,nan,nan
Soltea S.r.l.,Elettricista,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=721&ao=1110586&s=58&guid=000001866e061335bd6ffa94a730ce64&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d533e45d&cb=1676883137606&jobListingId=1008188894834&cpc=786328B4A40DC555&jrtk=3-0-1gpn0c4qhg2cp801-1gpn0c4r32bet000-0f27d0f167e1fa29--6NYlbfkN0Ddcnq2VFZOBqO2z63GwiTUtvQ71HjfFiSh6qqMva3d6dfcz9IZH_fc9qtnH9Uf2ljm_SeXOzRihJ0NUmpzZceHCU8dQQA8e9DNg9N874H69Ox0nWyzl9GA8P9kFyQhYS63W5qJgcnR4SmhMVJFvcvm7fLPn7_8JUGT9HUaYOiNFTqm6w1EFoLk1jXBp0tlmRq_ur_gYbCc7AV2iAGldHmfjHcZM-wGMlCxQhYMdlh13_S9u_s87qGGh37l6oL8kbIIS4F07iclUkkQHD_OzbAd9Er5pjMia6AM0lC9NptvMNeVKlOhpHNkMFJbgw5jHWA_T3BiS66ZTKQeR-3evCs9umAl0rRQZReJWCnLlr9ZMWKQ3tMwWP_N1bSirgkhXGpargN7ariv4GcpT9QLEgAauzKr3rnKKgcD3v0UUOP_PIM8SohE_43-0tlMiG0fwXlRpBEbdl2kcqtYRh65NZiOZCy4LWI7zzhDuoXOzOaMrI7JaNSbXhFxmjjnr3uMCYRkyNHW3gm8OsG5-lVAXOM-tOqPWxqns7GMJg8p5gWdTRLpQAi3SHMi,2023-02-20,,,,,,nan,nan,nan,nan,1996,nan,nan
Erga S.r.l.,Operatore Turistico,Sardegna,,19 g,https://www.glassdoor.it/partner/jobListing.htm?pos=722&ao=1110586&s=58&guid=000001866e061335bd6ffa94a730ce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_79fc46c0&cb=1676883137606&jobListingId=1008439427174&cpc=AF770993EC679D41&jrtk=3-0-1gpn0c4qhg2cp801-1gpn0c4r32bet000-16f20c59446ff952--6NYlbfkN0BytWipstCyveKkw9FlHucwf8c9OEfcNK6kJ3VVRANJxJbWkJbVhuVmkiwDTlZdYv7UJzn6F6_So6LtOM_v9Z9FzOF8PdFuPe_x7YBgShEPq8cNS1jPRFT9nwE2OUlx5spN3KViaihpJEWvVVPCjhUPSK314o8MOwV5a5kOsMM9E1-77X6-r5geGcWQNagouqKVCcbUmPPKbgwa3xK78yd4Z0kkEVNXus7b7uff9hlKMv9tEmuGhSbJd0sU6bHpQ1ez8XQiJmw4QfF56GTea_3SPihjqMzd0V1XmcyDAarTICzClPAW8XiONOI6d4eiZxXy2SnXaaCEcbIp726YbycTgPmvcIZv_405gICbHN0ktj5rPENeRIHuY56PcasGo6ZvSxduz8mbJyepNPPDACWpNTiDZFswOK0JWviTuelsab_k1bPPZ_vuFi8ArwXGDVPWOdwWVV7_NsjSTqGPec7m1fEOmlDAaadq-68fqZ4RaO4u50rIrmpjQpyY0q_enzdUAkjxiCg5vNTpUw64xC9TGLMVgQIfdMXj6ThX2ocREA%3D%3D,2023-02-20,,,,,,nan,nan,nan,nan,1996,nan,nan
OLD WILD WEST,Operatore,Olbia,,3 g,https://www.glassdoor.it/partner/jobListing.htm?pos=723&ao=1110586&s=58&guid=000001866e061335bd6ffa94a730ce64&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c29aa754&cb=1676883137607&jobListingId=1008476505810&cpc=009A9C8147DF705D&jrtk=3-0-1gpn0c4qhg2cp801-1gpn0c4r32bet000-82a6fac70e9625ab--6NYlbfkN0C0jkC67az_l2JZOdjrYW72hY8OzNLs-wjENDeKvUUf1piesqsELzqPpEuaqx3MAOQDVvF34e7EXcvXygAn_g7uCQ2RU7JdN3FUxEOPg_ljCYrbrMS9uJseePDtJFBZ87JLd_cMocdUQpjFWWnbiihnJGRH8Y4mFNwzmvYwEERxrudEBvy6FsWWF6EgPmohmgCCABx9j9YDYGBgXi5GL-WKehqAPp17Abf7HzumYC58YviuVYkrFhQlvid2vYabP8Sv87nI_tXloTaF8FxXjtwhx6HE_wg-51XnRB4biNmjlrDUTib7qGHVueHTVSA1HZKaZ5Otx-J4KgsE1eQTjcT4j2M3w5EK497DW-uICe0kc3dwk9C02femkyi6RVwjyM-QNbir3EYamLVA9tNOheWL7rapovmXmZ-oYOynluoatuc201FwH36Rvrcz5daYmwNPVWQwmX1Didvi6CebZhQBsGGz8BJHMHy-092IOmDOoUi18rYQQ5iZBCfuDMAjs-h5Upwf6wdKZeViuFrG4LQ-Mr20zw1aBmPgeVw6PmCPxzf6ngcRv7BKJi76Mc6PZycm8IvHCBy7tg%3D%3D,2023-02-20,,,,,,"Milano, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,1996,nan,nan
Aeroviaggi,Agente segreto,Santa Teresa Gallura,,4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=724&ao=1110586&s=58&guid=000001866e061335bd6ffa94a730ce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_b64978d8&cb=1676883137606&jobListingId=1008473877885&cpc=C3517E2410EFB392&jrtk=3-0-1gpn0c4qhg2cp801-1gpn0c4r32bet000-9d12947bb8e7d7e2--6NYlbfkN0DbaKl_ERNSjMq4ozxDpI7aQvGCjqi6igOOVwdLPz-KZUW0PL0J70TZA6Rg2rpPvRDAvqNzMEL4kAuiaRYFGNf3b103b2cMTQaHknac_DM9iOcdv-ZjQ_g72s6zXEvqwrDGZpL04XFAhurnYfOQ9m4nd48oj7WiBqcgX-E-WEPMgBzr6Xg_mYMWWbgYMm1Z24fkTyaMUGwvES1Y8bV1SpFSfm1NmzVuITZ7vTtdbECaG6Bv9FcBSh6x_PAXeej_aA2ZDOpV3wXg19stQoHVao3euDGTEiBqpf623MiSkHPpuJ6lTjmuzp8Agf4AzupLCti5jsWQ4sHp-ookc1Ss-JeNo19zFml6WIrIp-MrupV37RSgSs1ZTdGPTAycxpuepCDNNHd0jE5IEO2sUQGmubUb4ODLmEZOB-ZQeCAt40pCMfLUlar6oUTdTgU6n4UZC-3CF4TdbdH9aJ7OMOsFhgX8spERSe6OZM1RVXZjE2RsNaUoxBUxqcDagS6CWR9rZnvCsBXC2INed9t8EoBA2Y9909UIx-uzPC83UeuAQKOQCIa0RWGoJm2A,2023-02-20,3.8,3.5,3.6,3.7,3.4,"Palermo, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,1996,nan,nan
World Fuel Services,Assistente Amministrativo,Olbia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=725&ao=1110586&s=58&guid=000001866e061335bd6ffa94a730ce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_81dfffc4&cb=1676883137607&jobListingId=1008351734603&cpc=39A4E8CE329AB187&jrtk=3-0-1gpn0c4qhg2cp801-1gpn0c4r32bet000-29ed4c723d95a912--6NYlbfkN0AOZNHnogxNl03Dshe_jJJ3jjrTNSE4w-bZuKZW5WBxQ8BxTnnqXLQqYYZJ-7f9MpZiuYn1dYzTPoB6kChxWEiVlfV3djHT4fZyzDW3-NKQzy-A9Gyspm9-KylpEsn8SzBC38MUST24OQkRFhOOtf7UIhC9RDFmHvP84yn4bvBadoe9AhlbfULB4MCY2SFWHQI3WWnt-vYrhggmU9m05OXYlHxzhtPJzPgnBq4QQwLLlYvzwn1-iMG7Bj6-ERgqdWABhgQ0kKv8kpzLMJuEc2lgVkWQz3NVQDDcjY4F8axcc8-QFY6CjD-5Uq87y1panjpvYvCuhI_dn25zEfY8C4xuaw4HQTrhw_-RzEi_-d6zfTnG2r5hSOmyrERhwWKh7ZDAFq2v7tbeKoSsqssFiYhox1vOSIZZY7v3LlneGIOEU_hSyml8DiHSMVQCvj_h_kWyPkZ0gaSFIwEAh9_-Lrdj2dqvcLti0gRUomlrIMnFSzi1ScEXTtGpUf7EUDrinh8-KKPkKEXMkUmY8ffzsNz_RWXXMWn18k6SPUwPCwWXHs-BBTzeoMtoO2WN4dhxsvUTgozQLpjs-eksaLVB4-4z8c-xSk_4oDlQNO23jIguM1gCohgUjYPsyflfsjcgc8vyAXJKehuJlQ%3D%3D,2023-02-20,3.4,3.4,3.6,3.5,3.5,"Miami, Stati Uniti d'America",Da 1.001 a 5.000 dipendenti,Azienda quotata in borsa,Più di $ 10 miliardi (USD),1984,Energia e servizi di pubblica utilità,"Energia, estrazione mineraria, servizi di pubblica utilità"
Reti Energia Servizi S.r.l.,Tecnico,Nuoro,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=726&ao=1110586&s=58&guid=000001866e061335bd6ffa94a730ce64&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_341725f8&cb=1676883137607&jobListingId=1008348719450&cpc=21001CD36CB5FE0E&jrtk=3-0-1gpn0c4qhg2cp801-1gpn0c4r32bet000-fd7ccafaac085002--6NYlbfkN0BeY8FWAFCssxzRanfiDyY-U5OxVNGKRmYgLXNTOIj-yplFZvdWU05PRWw9thsn9CjmTEoRJfy3ErAuWKCKF95tHPeDpoTqEn1ezB9za_rlC8D-38Up6AWo74xKVvYpiGw470GWQ8z1Jb4Ht-BkEn3c7yrzUwAav214mWx16_iEWAs48dmMDhmBuICuLmnqCPshT2hzzRo2Y5sIVkUhhi88I6Kudd6r5EbLaACk2qXWoh8T2FGCdRNwGRuuWJzusIG9HZjC81WvJQHGhTGL6GDjvsrGW6_AtoBCUKag9cdTHhz2ShbGob9N47mmhA19kEXcMt6XbxfT2YTiC30u5mo6J6qjZjCR3pbnVg7NFGrthio7SUhODtXYPLzZZ91NiaM0Ip0H89ZAiZ4vILJPhmu10b9-xz6IQZv-7i68-IRZTUxmVrYuEpGeS70rHUVWNJzWMrPXg5tExTx16fmkQAKKGBOXs8LNsb2YuHuBt1qJ-RxA2TnODneTzOwS-fN0-0S3g7Q0ZC1xykOJfYC5c2ig-nLgHegs5SXBAYOnuQIg3YF15ZGFtSxG7pB60SRziI48GWsbpv8vWw%3D%3D,2023-02-20,,,,,,nan,nan,nan,nan,1984,nan,nan
Oliver James,nan,Cagliari,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=727&ao=1110586&s=58&guid=000001866e061335bd6ffa94a730ce64&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_73fed485&cb=1676883137607&jobListingId=1008375394867&cpc=A0637F14311B9419&jrtk=3-0-1gpn0c4qhg2cp801-1gpn0c4r32bet000-37f4ee8746a0e50f--6NYlbfkN0Ck0AVEASNN5Uu0zdRw5JP47K6jX-BTE9cCBDik-EFS8FnoKMxAOeK0OJieKOsBgfeEyciEz9ZAoP28R4klPtJH_LwJCirYgGGUcPKsiB3cjWwOD2d9endbi1EkbuRZah4XJSC3fCQf7GXlQIw-1jG8XE3CDuafRjaKBW3T5n6YGZtftCyyAW1IVcAbXId8ziex5ExbI_QiBSdGGBe4zqt3PA3sEE4FEb_uRTdy1nc6FL2TY3H82KQV1abFDlz3b5Ko762po0iqHEjn31d9AcIMHM7A23xkXBNh-Bmkz_rhoNMhFxoO9pd2akda8XjmWu-NQS9GX0Q76ecgRle7OukcYTl2DbV4v8Ld3mG1zXVKTQeujiIBNuiNefYQT-un0VPt71WuCqDTclwVtrxhp36kagMlerCL6D2_o723lrL9Dn4ucqP7gJ-8mHzW7fiMsS5p5X2BlrIMHbpaU1ifaYBAKbfv6keJxj2p3rsYuXMTBP852MrsWgzbgmnUcGHyfNGoUjXnH3CIO-iUB6Kp6igalSFzwm-vdGcGqJkLnukKbitd3mgLKA81GmIZ699hkpFlAARrJe9GHJFSnJtDZ1yefbVI4c6HKk0%3D,2023-02-20,4.5,4.2,4.3,4.3,3.9,"Manchester, Regno Unito",Da 501 a 1.000 dipendenti,Azienda - Settore privato,$ 100 - $ 500 milioni (USD),2002,Consulenza HR,Risorse umane e selezione del personale
Doppio Malto,Restaurant Manager,Villasimìus,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=728&ao=1110586&s=58&guid=000001866e061335bd6ffa94a730ce64&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_668aa959&cb=1676883137607&jobListingId=1008411726996&cpc=9C938E8DE9AD6C02&jrtk=3-0-1gpn0c4qhg2cp801-1gpn0c4r32bet000-25f0b18842154ed5--6NYlbfkN0C0jkC67az_l2JZOdjrYW72hY8OzNLs-wjENDeKvUUf1piesqsELzqPpEuaqx3MAOT8XxSrNo8KMiWEmCwE64iqXZER_DUaiyz6vr7gKoiWxio48tEKulg1RxKgzLQ0m06tGIo75Mo2IICs8gRTmG5ZVRyW73tAfsPXTBjYAYDtGMCeszSS95XIkMpBoUZ5uahmQg_DQnLzjhTr7CpkyfDQ5snzFMb8RzamwGoezjmIoRvRMj-nL3_FmnfT3XYVCmzpwp7dt5SgW-V-hc-p_pkCpEJa8t12ELyA2mOpWfU3erlg-Hvag4x6KbTZRtvcf1yKbLU3UqXtpTSBV3QTKHjaf_3-nuAN0SAbH5l0fO2PHOvjfqEdS9u7-S8xzmWPR-R8_vIc5dWTi_9RfG8DkbZwFGjw1zM66pMvGrZAI99LRyKExAjyeDP_ryhyiPHFeXStiCpUtvBiy94gdFXK5OQYZNtNkzGBDjaliMUbZPBbe-uAFDFbMTfm9Uy-KcV7VV_hlJUMcgWssnblLo3TijeTUkMwQxr8J_ZjXnXga8cUfJyvsl8qoiYtxb99vS5pUkosGL9p-KBgCNTFrFIJBFYzUm6APmj-wb4%3D,2023-02-20,,,,,,"Milano, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,2002,nan,nan
adecco,Autista,Cagliari,,25 g,https://www.glassdoor.it/partner/jobListing.htm?pos=729&ao=1110586&s=58&guid=000001866e061335bd6ffa94a730ce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_c957673b&cb=1676883137607&jobListingId=1008428775077&cpc=C3517E2410EFB392&jrtk=3-0-1gpn0c4qhg2cp801-1gpn0c4r32bet000-9a5cd7abf9f390d3--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFK7AudwSoZPw5olmPJnIU8hjTnCipwU6fjKsdTodlKptoZ_BPyPDmHXNgwsKlNOYxPDxpyJJoTnBiuxSsGt8jiW2py3egrpYpPH7zsL5Hp32yCVCDlZfbzwZO-IhHtEnjDYDDrlDn992Fcub7cONkxzbSl4dGIilfGzPT-2Er6N8f2PzdhgUtMdbf57gSHqOgurAG6MZAUzDjocJI1hDAAWXoOR92EldL-ZiMf1Q7q2LiIZyPzOuL1dDgaVu2Rt6YnJZjlVY6ybvM9vohJTk7nqFRSexYTxvl-J9yfRV4dbML05LjCGyh26_jw8JQr4cwYgtyNNg3v3_ORDGTF7f3X19W78wlOdyTVVbTOAR7cYrO4YyZAEXjGduKcThkyshKY1_QDod8Ge1ruwos02GXVCpMxZYvHfRsEVGipwI3ATtQJJB8KfFU_kvrpXCILHa_S3LeC0_Xe90BinJ7pLKxOAoLDIFIDs3grNm0D9abN_XhcR3WJHV92SZWPEXEJbfFw8qHvlAZVYibicczvm-Fh6hXJV9Zs9vtj53pj8FUpOtBJtolXhxK5OpEVIrJWt9HR-L3UR6vU47Vp76lck-AkNFfd82nxcsZv2DdW4BP5dfwXD86sMRszMOhTdUnn_IModTnWLsOspAIEEoV60Gf3KiS2k4tr8zFh5EfpqqMrJ1TOj3Qk1yeBzlVtFSRXDfYCL8dlMKSspRko-yL0xagNBNovCMvFCXQiZzUATZLaGAAb8N9CZSUrshE8c7RBuimMzONl7P4wTAjLMbPqdvZYYQ%3D%3D,2023-02-20,3.5,3.2,3.6,3.3,3.5,"Zürich, Svizzera",Da 201 a 500 dipendenti,Azienda quotata in borsa,Più di $ 10 miliardi (USD),1996,Selezione del personale e subappalti,Risorse umane e selezione del personale
adecco,Addetto Alle Pulizie,Sassari,,25 g,https://www.glassdoor.it/partner/jobListing.htm?pos=730&ao=1110586&s=58&guid=000001866e061335bd6ffa94a730ce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_cda8af29&cb=1676883137607&jobListingId=1008428772960&cpc=A0637F14311B9419&jrtk=3-0-1gpn0c4qhg2cp801-1gpn0c4r32bet000-69cd9b8b6a8de014--6NYlbfkN0AnZZki9slEX_z63wsqeqef2QbFTCLB32XeLZxhwflwiRdXftf8jmFK7AudwSoZPw5olmPJnIU8hv6tH12OGKjvmXFzHQkpleFeke9g1ltsRbC8_oXKH0k55AYFETrFGM_LRKVFy11whEvBcWEA1yssyh30MLdonXHEITKPxghibQic2Lm3f23WBsKbqlOAsq0BM8nhFA3kTcxOt6Yg2oc4KVPof9gDCl0S0T8iN3pTUyM1r3KETVYm0zEfy7okpyr5HMM1aFlxWyv0C3hjP-HmKUbr0X3LgFdiHHLgwzH93yoz7naKh3EeWV0i6XGgsFlWpqPT0l58lvAx4lF6a8MBGS717ZTbyHGdJCWpeFIBW2IdCkwOlKvXp9IhNnzdVmNATW2tWO_eSIbab6EP_0v5KlNTuViORjoBc16QevPHtrcEdgRoAn-IaB1SohBdwgkku6OnS5YAlsUWRan-zJUECBkVu5LbvW_X5MiO5oBAeVr-vOT6FER5-9y-SsFMuAB2NZFDdxWo2dZ0w-JNiRdHZsa7STGVWsZZ1fJgHl9tm14XGi-xItxdGT3mfNh-Uwl4-BkIyTskvCBVFmznEHJO2hDII6qDlKZM6aKD99Jg_HKAla5uaLb41doc6lMuUMGqajez4PgWyPa_hp9txN7FggvfRRYG_M_hP_oKZ7DS6nwsdVga2p-1xISks_1naFZ-IZZh3X9AH1zHOHwGFpkDgg1Lx8SQ6zExs4TvcvfFSOndML223brvVraq7fy_dMAysi8oAdI5OiCNsaY6339HBUHF3zKdObP238dvzec_UFN55C8ReIutL0YZ1yFK-LgvgPUihNa9JQ%3D%3D,2023-02-20,3.5,3.2,3.6,3.3,3.5,"Zürich, Svizzera",Da 201 a 500 dipendenti,Azienda quotata in borsa,Più di $ 10 miliardi (USD),1996,Selezione del personale e subappalti,Risorse umane e selezione del personale
Saipem Italia OFFCO,Security Officer,Italia,,4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=801&ao=1110586&s=58&guid=000001866e064e538483e0bf6e95e9c6&src=GD_JOB_AD&t=SR&vt=w&cs=1_ab38738b&cb=1676883152757&jobListingId=1008474128563&cpc=FFA730268E216A27&jrtk=3-0-1gpn0cjjimfqr801-1gpn0cjk4gajr800-f8f3465280bc418b--6NYlbfkN0CsDm3IUperF1RINdpGHLuhgFoi3Ntjo5CuBDSv6Xb6c2scNx0yUYfBgcIMqq9pQJFGLQwIdpDybKZfy4JQqahjxFN5V8nL_yfSI4QbxTWXdRfUKD3P9ZjUB8gMrDPF-MNachTuxxhv8NlhO_Q0_AE9YqHg-syf132R4qvrjoc69qYEf4a1L-IJh5pn1u-ATkoIULjzj6hJujgzZG2kiQyUZSW2yKlDyb3ynCsO8y_mYc-iBWsv1fW-V_z49-vBXP042yS6G_VyOlflsqLnjBhNEQCVJIMOaVdFIgVRD0KwqeIlOD6OoEUw0cu_bbYQXjkKzNmvrY8WX-yYUphWYKOA1rKEXvfmCCJzv0w-pogChf2m9JFOjSz9NsV3Nb4bdVjLaH5_QTfmuaAun2y95eqEk0TtKTUlbQ5zAp95_7plWEg3w8sHEIWvLtGt3fyGxyGZ7Qgy8h3frFWAuY5PfYAakEV-dN52h9lA8ju3fXjzBTbZW2ce5cbgV2m2lSIsLm7EQyyTAGArtoRDjcY-bUh92nt2jrHFSND1V3KFatlxoDc8T-X37jIuKDNaIG0hokF8N4cgJIeIbTmRaqfJjGbqb_uU3oQLyqOkUUUQWhIq5aRXH7sPV1VwyNDVih7m7Yg-MeucbSrZyN8RpjX3OFfkm4ldNU0eF_askGr7vq2UnXOerzOnFLNUPxpE-8WZESrUK749PKMuznqA8ae-oyUM,2023-02-20,,,,,,nan,nan,nan,nan,1996,nan,nan
