company,job_title,location,company_rating,job_age,job_link,run_date,oppurtunita_carriera,stipendio_e_benefit,cultura_e_valori,dirigenti_senior,equilibrio_lavoro_vita_privata,sede_centrale,dimensioni,tipo,entrate,fondata_nel,settore,segmento
HILL - ENERGIA PER L'AMBIENTE,Rappresentante Commerciale,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1711&ao=1110586&s=58&guid=000001868348d63881adc49c23f61180&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0399070f&cb=1677239834509&jobListingId=1008271023826&cpc=E9BC9687A0F03B80&jrtk=3-0-1gq1khliqkhpe801-1gq1khljcgsrf800-b87c25c39e17f4e2--6NYlbfkN0DB3mQYBblaU54Kn6Z8l_cgczAW2ExmgFcbUc_SKjUHJ33TVzPEGLE9swllj_pXRnSvbzqaoHMDc3pErkIgAqUxea7YFrN0uQAXR1nOQUonOE2NXmJAR5jQNf5CbqMqEKeflS6iJI236AFxBkeZK8OME1AQSt3Ib4kBQX8ijTm3XB8TS4nAsBSk7YuRtiDawb5Z9R8FckDvioiJapMoD4uCQB58fMJJa9uVa7ykRlqxM5CfCdXTqPUzVNZIu6Hz_nRBFmepkKeMyTKmCVYU_dd2-kx0YjhI6-t3CeFBmOAYy-bNy5_BI5G6dk_i1sWmmuXsFBbuPaVQqIatsvr5Gl10Gy1-whEkLb-GGw4YbXfnBUDoRRqkKVeyT4MIxRRVGOc6BxyJY1-88SiJGCdrn-wtv-OqDwpt-boorRDuPa_WotEbsxnZwhG9xz3Io2ngKWh2kITPV3scu2Q41PjoLxW4RXb-ySHoWSnbzeAmKwyt-kyYSvSAfH4FZh-_r2yemJv1Scv8nVluvbnkq1koN_8jrlGhTvClI-zaxadjAqk5AFDBlhLuRtZdCIKzRumeVGH6kAmLDxsQVeb3aX9T5ZM6W-D3UhnNncRawan1TDHgCJfhocOgGma9rFjhu1NpOK5z_KXTzwosbA%3D%3D,2023-02-24,1.0,5.0,1.0,1.0,5.0,"Martellago, Italia",Sconosciuto,Azienda quotata in borsa,Sconosciuto/Non applicabile,1956,nan,nan
Orologio Network 2.0,"Esperto di Qualità, Sicurezza E Ambiente",Italia,,3 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1712&ao=1110586&s=58&guid=000001868348d63881adc49c23f61180&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_056a04dd&cb=1677239834509&jobListingId=1008483054305&cpc=81AAE51C33FDE227&jrtk=3-0-1gq1khliqkhpe801-1gq1khljcgsrf800-ed40e6b89ecf6f63--6NYlbfkN0AqYanDtg-H7soc9-lCzmwMhQf8tA86gy1e0waecezDKj51GPRgIssiHfpwmleKcaWU5o57P8ZW9jxq9xSKzgccuh8Tb9L_Q9hh94fzUVI-XvHcsLWME1pHeX8aiJCjwhGWhmXBPgajaZKnSnVOMI5H0Kw4e3rlU6qvDWP7V7rSZa6jjqpU81c7TdGEnAPv-2l__dC8HwL87OFumm30C91zFd8slTHMoFa6y46wfR6XQ5oTdck5SSW_Wy39EAV9m7zFLRlsrbNPq1cxO77k5c-AcluA3_KteaM_N3VEw1TZEahWbQwJq0M1CwiksRfLAfg1vPQSL7oyxJC_QiWTxngFtRjpNq95oIYUIfAWy2PRBsltJl0NlhKwuIu2pfZywLSUmQWvbWrLvsKCETYUz8aYsitK2QJDtGxMowSNpSiKZsqwtwHN6h6Sq6rRUg4U0OZEQENaZv_cib_n7Q2E-s42lfyj2q7hbG4gPGnyY2x7dqFIEM7AOhAIBWxaZsEDxeqImKmBt0aueuvLPSnNJHtrxM0m2ndVL2vik8G8abT0r7Ks34hUTN6Gu-M8HSdvciGirwyNt8nttF9AnBNx4HiagEfPW5WFcbt2gVGWNHH_kA%3D%3D,2023-02-24,3.3,3.0,2.9,2.9,3.2,"Treviso, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,1956,nan,nan
ISENDU SRL,Sales Development Representative (M/W/D),Italia,,9 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1713&ao=1110586&s=58&guid=000001868348d63881adc49c23f61180&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cec236bb&cb=1677239834509&jobListingId=1008471501044&cpc=D5E11A5BC695825F&jrtk=3-0-1gq1khliqkhpe801-1gq1khljcgsrf800-d1b28d1520027382--6NYlbfkN0DJvHM28zlJK7Vi0y6W0pBQg-YCcioyzvDO6xXOkCfUFQRSt2ii24L7jsEY1G9N2PZPCFkNmWpeLWgd0nUVVQWzd8F8lvoRZ-JG3CGP9QGRSNfjDkkBN9L9Be_2NB2Ydj-FB4YQNvykleLMaU6jVpmbGlekCsV9RsHq2k25gecMO3xeZ_NAc0fOua0vpKbgFikNLqVXtqQCYuU3M-4r3pm07YrSJ-n2N5pSj1aKbUug82diIosnOo5JONtWF8eCQRkGbJX2-av8eNy5VM4qqTf2gwsET7oXv5Okt8ypxKOSYczoE1KHLfcOmMC4p1IuOsvyFMhar7d_uBEIWC8R6H2TrfGVZBSHlAldyTAbOM_J8kpeL9OtyHYJ2u3_MOMiaHyVzGD_giIrftVNM5ygk6V-AmxVbEfvE9DEkxtrI6RvadYUw4Jbk-DfEKay8ayWakH9ldHln7_AkldDx8PS13PNGkAIBMt-JASCygCGgIXozd3B_U9aKsSx5UTQK4BnWO6jNCrN8uba57-3VRgw0A3rb--2WYgxs5FmkntKkbAGV9JGUKyhcYLI6KlGXhZL3FJ20HcjfNuE8Bi4FUcL8yPIfdXJsLV6zT62-G5T9HWloCxZh-OPZlHS,2023-02-24,,,,,,nan,nan,nan,nan,1956,nan,nan
HILL - ENERGIA PER L'AMBIENTE,Consulente commerciale,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1714&ao=1110586&s=58&guid=000001868348d63881adc49c23f61180&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d23d24f4&cb=1677239834509&jobListingId=1007876070213&cpc=BD04BF404FBE42C1&jrtk=3-0-1gq1khliqkhpe801-1gq1khljcgsrf800-223e6488e6356699--6NYlbfkN0DB3mQYBblaU54Kn6Z8l_cgczAW2ExmgFcbUc_SKjUHJ33TVzPEGLE9swllj_pXRnSDEafzihniVoRQ6EXXMvGAIyKVdHIyhiCMHz5fJmbn-20YKsw5P3i8ujD_aAo2FxTgFyFRpPePiQGyZJOt9rUWKp_kKi363uSRxKF2BFo63nN32S37D3oECWj8tSnrCkyDSxQ6er0jDHe2rflrUQH_l6Eq4NlqcZOv8XVSMi7_1B0NcYgMP8l9uph1yh8DKouUqcD6hSvUNYuvqJPHkjiB_kRip6aAMS6u5uxUP1GhUabhc6-SSDJm1Mpav8VD3iYEYFleYJyqtkPp2E5k6pUHGsf3d8mpOYQ3Qm8lZVw4-O6sDV7s6NZB56qRuHNznxGQHqOPsRhyMDy8s4tMsDhLP3-E7kvtlGKf4JWayZtBy5WBhoTGieq3oFSkoPWvsMm3EUV1wIQTqyMv8h7y8Cz-_geWREe_Ir2JR2zuEhcv3dHCRXvB24P5hZCyODoU4smlW5TyWYSf6QeiSrS8d8m1iSoVcqdbs29gWC637b2GlwBfW9x578CX486wlwy_3eisApwU9OiM7cppUuNrG39d-hs7ZpYxSHw%3D,2023-02-24,1.0,5.0,1.0,1.0,5.0,"Martellago, Italia",Sconosciuto,Azienda quotata in borsa,Sconosciuto/Non applicabile,1956,nan,nan
Studio Commerciale Dott. Lorenzo Gambi,Esperto Contabile,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1715&ao=1110586&s=58&guid=000001868348d63881adc49c23f61180&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e72799ac&cb=1677239834509&jobListingId=1008301402251&cpc=B63DE67CBF13A213&jrtk=3-0-1gq1khliqkhpe801-1gq1khljcgsrf800-7cc4cce2bd90f67c--6NYlbfkN0A5P4cSWftA3XXKLB73C7sOxZP05xIakoEEpcsHhPf-hOV-zJt5fgSQmAJ3r38syx30J3Ta4VWLK5LTDSHnwxEWFmDA3EDwZT883Htn-SbxdXPeZjSdD-mQbh4JE6c1YVpNDJB1Ms5sQpYbJPXdQ0Iju_P2k7dh2uObu_ERobusGqvFefs9JyLgdfws2yhH3f1toy334lKM8DEhM5ZIp1Hp1APQ4_A6c8QrJkgpv-R2adGqWkm_xdo275Dy85Tvxt4bdFGSxt1F-OohnhqTUTGzAAfl4E_4SJ0h4HJA5gODel9MQm0IlKuEWnOBe2QRMzOzrwlttyE-84BbHzUzaSSQSo2BaXgMN0J9dS52Qt8N_FoZdhhZRO8kPxoBi6D2r-tLyr4PuSGaCpI1SLTdiRwTOurb0JqWo43qLbVRVISxowg25XCV2UyR-i-8v2wp7NkrUYjAUFIitkvUYk6qIwCL65e3wy_GuRkIysJL6VvW1dERNJZz2AEa2eCsuHHb1TGSFKT8_Im5zWpPt9rQ-uABvHAiyuyGNgs_SiC1XeYpNMb6rVnaHlvCWNg_j8NmXhc%3D,2023-02-24,,,,,,nan,nan,nan,nan,1956,nan,nan
R&S formazione srl,Professore,Italia,,3 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1716&ao=1110586&s=58&guid=000001868348d63881adc49c23f61180&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4a832460&cb=1677239834509&jobListingId=1008484664024&cpc=FDA93C03AE7AED37&jrtk=3-0-1gq1khliqkhpe801-1gq1khljcgsrf800-4d39435f81f390d7--6NYlbfkN0BzyisK0oENbqEFuDLcz4K0nM5jjT0CpBl6AZFuNwb4OcdTG6jwoCL_NMn51xN5U6Y1iVMM-kEzdKjm25iGAXqdBwgQ-7HZEGh1RK_YdUeK9FZdLk54kibMFpO6reHPtscVAVk7PbAEpiUebVYGO0J-oayO6Yjhl19bb16djZoLOam8jCo0E1eDzrDwGHm4Y5Dgz_PT8tH-Ec0enAgqP7CcdN7n1ZQHqUYunO-RiYYY5016kbmfsjMnJ2jvPWBVOagjB5tDipuyHwpf30ICRMFT-g_p8oydBweipPe9AjTuWvWhWPfishyO_OkleJIBTrKnhAdZfX_jOFkC-AiPuWlwHT3vfue2CF0U1Uz-4XbJR2_uMq1E5RE7UlolT1h1aQl_p918lCbyaHzx78LUHu9ObBX2mE_vkH29o9xSNeS01JRUekBfVNbmx9WEZs_3gbLAIa2Sx-k96b5JKpEALzKkvE_eoHtF0uMaeslZPQydwh8YsAdPlST7yqZQ74yTKf0xQJye4jtn89utcTIHCcI9zgZPhwsi1-mkUgBvI5_gjQ8ECXFDqxQ5HAz_z3TqVU4%3D,2023-02-24,,,,,,"Milano, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,1956,nan,nan
Dentego,Odontoiatra,Italia,,7 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1717&ao=1110586&s=58&guid=000001868348d63881adc49c23f61180&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_706a0348&cb=1677239834510&jobListingId=1008478069058&cpc=6FDD437F7834ACD3&jrtk=3-0-1gq1khliqkhpe801-1gq1khljcgsrf800-a74ffc6e5b65210a--6NYlbfkN0CTrm4o9Q9YDJAd4e6Wx7ktIWl_mhvRAUtKHsqvTVxUxsGQqx5rurymRocrkVkzkvMF82D6b4yriA5haV9mqddVXr92RqWTsKGtGggG6RC0nBr63YQdGM1Ac05wyZVc4oWtey9v06ofvYHKAhA9Ukrmjl61LV5RQx8OlNJ4-sXviMjqkdIBu7KAB1wLf-0BkepHD2d-vKEkPtgL89ty5lN7XMa0jOtaQYlwgoEAeU9SLYLnJ1FSZS9cRUCyZC2esmASQUC6Xj4TBLHl_Ti_kecsxr-W32qpLsN-GThvcHW4ToXNrkXQcN8mKqqPZEuutf_eITVpywDAaOrOVGHr2cUGRrq8wp3Fqq4UlwQik7zq9yXonsEvd8cf-Ciaw-Wt-4Uf-EKy11gnoe58N16pbWDdMFTiG8O0KKc5pej680zEQRuazBvQ0PEApHIMqfo4hjAlqT21I3zwbYXrEE2s_AkpFKfgkrQeK4Bx8rtTTdRD2B849xaY4XikLmxSvOm96sq0rYcRNk0LeH8QSRv0WuessaunoCncoMH8blsi4ADjn_rcrSPXIVO2fVU96OtbKP59PDi4H4Jlx7VeJICi5vve4ujR74urw8t6wZtpgC5rOalkT-JFsKIoBE4MJ76ajmR73FxJ2phdXg%3D%3D,2023-02-24,4.0,2.9,3.6,3.4,2.8,"Boulogne, Francia",Sconosciuto,Azienda quotata in borsa,Sconosciuto/Non applicabile,1956,nan,nan
The deck srl,Responsabile amministrativo,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1718&ao=1110586&s=58&guid=000001868348d63881adc49c23f61180&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6514d7d4&cb=1677239834510&jobListingId=1008052206979&cpc=B5F6D74B4EF69A07&jrtk=3-0-1gq1khliqkhpe801-1gq1khljcgsrf800-ac53809df164e68f--6NYlbfkN0D3GDzGzDYr81P0Ohd0vCUT41_xwukBTmOxH9q0E54Uv6YOQcjUm9Ko7qKk3pjbAcnv1t8cXifwG5-HQmfGDFZwGbbp5H5OFsKGZC8refCmDCi4CFNRpzsv_R8_m54-61gGwJKSvYFzDLibjcEbeCpbYciXo1FEMtD0dSG6zRpoXXYkIRLEy2mTt4smMMzGe-Y_CkpkiJiPrqnv6OrLxWr35bGjxreVPENRjc4-NkS0KW_ypYchiFZdMki35bmMlmL0WAG30RDReQrTjcVHeB665G1g4wMJS1L5FY1GZ_Lu8xWBBPcKwrwyBYy_AjIkqo7ddD2VQ8WC5SamTaRbcXTiWyPGn4IyuYQKzffG5yMv1EMJwGYbKvj8_7zFdM58snKFGW2VmcLHyR0xCSlMrxXLyDoVB3ni0s3oyUSkrjxfdxA4kLOZRm-dO63YENXU699w7QqU5EvDySj6pDdTw9t_AH32teegvyjlU1mTaLCOHDCiCWsRYPPJbUl4KSABThWEWTt8R_A9EHFjZAEnKcyzhJroq_4WbZ-KsIT4NfnJzTZEPXSbEhcXof2RSwEgSG4GAlt3aAAYKQ%3D%3D,2023-02-24,,,,,,nan,nan,nan,nan,1956,nan,nan
Keeper Corporations,nan,Italia,,24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=1719&ao=1110586&s=58&guid=000001868348d63881adc49c23f61180&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8efbbbd5&cb=1677239834510&jobListingId=1008489906011&cpc=4050D81B60456B41&jrtk=3-0-1gq1khliqkhpe801-1gq1khljcgsrf800-d57b522a679883b8--6NYlbfkN0ByCLNIyaCzBdTwPU8Ly1KUbai9YwuTB9NjiyhmqBZiK90W57AI-pRM0bUL_QPMn0JMdk5m-Qz0p37odv4VBXDJBz4AUlg_3gqxBzNX6vNHfmfAcRXPoFJpoBrmOG956rj3UkWjrkwDNunktbW015rhj9Cx4IxEhtbEX1gqm2tF4gk_WfyQCU95KO7fA02G-b7XT7Wru0sxieiPFyl24iTZyClSLPX50dSx1BPVObU1x5lRvIqOjefw_13wfYgNd026DzAL1GkA0S-KtydG0PTLamj9n_JgcBwWa4xrGXdk9eWOQV-PQ6vxTGVoLCP2ZS9NS7x4BbRGMLj3ztecpbR-LiLyRViDja3LYa1zad25fJmO7yqbRQvoYRi3huOeSHzAZtKjuhTKQZVw1LAQBmS6zsgbIxWvVIHF8fGUBdDmSV0uxskjNur5bvtvfz4guB-fRs_JDfuknN-zG5JpuWzLB4GcEf5h5T0M_xLEGPLKgo8kXErQnxAOOr3InbJjffTU0cnYo3SDgjD7f0a7taz-IYD3KJ24hSZ7g20q4_i-bOfsHpYcEh9I2HxMjQoOjtpXVUS5GTMURQ%3D%3D,2023-02-24,,,,,,nan,nan,nan,nan,1956,nan,nan
Garema srl,Responsabile Project Manager,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1720&ao=1110586&s=58&guid=000001868348d63881adc49c23f61180&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_78084d72&cb=1677239834510&jobListingId=1008414246326&cpc=2187E14FC6F1B769&jrtk=3-0-1gq1khliqkhpe801-1gq1khljcgsrf800-b291b9e2c2f4e947--6NYlbfkN0CxbH8fxAUbgvMdIHltA_LSNXQ6WspyWttdcVvbBgvieOo764Dxl4Zer_9q_JBFgQWvZ50wVrePRYzG3qippBN_Xun_2XnvebiBw_HXGM9bjITyKL22ahnW0UzScmhKcNJDYizUGYOhDGizHqwqRw9IVwZyYY1vjZ48sZ9XbRsAZnc7Xpd2XRaAwHdVeV00l-WVCTvDYeLTcYw6HP24V_FPmBO8ACKJaFg3-R-db4KI56vg447cIqzemhBkOJgFVEGhQd7nnOcmZ7suw57PCgZVDFabMowOiIfDSkI0S2xYLYtjDskqlCYeBHUM47LS2UNukbUHyxc33BX-UF4eO-hh2Ybay6xFCN2hUSo5zRYery4Xgvv-OdBRdZGeMUg-BmIZH4bI_R40D8biAPd_1M9BBs4VQWCO061PUA-ArxLt_9QiKjH8QPYoExJApV9ydj4o-L_b7nF2IE3UwxmkO5YvtnbFLUjnduoQFfLLCw7qXuMCNBK4Qfp1iCOkg2JyoP07mM8IHZPhZZ6DUE32V26e6LlJeoaW783N1HrdVsQe2fKN2tjDugeb2r_weLYmj4HeMj4AlAl-jd4niLamEdVSnpvr-Ifmfxc%3D,2023-02-24,,,,,,nan,nan,nan,nan,1956,nan,nan
Villa Machiavelli,Impiegato Ufficio Amministrativo,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1721&ao=1110586&s=58&guid=000001868348d63881adc49c23f61180&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5392dbf3&cb=1677239834510&jobListingId=1008358621714&cpc=4050D81B60456B41&jrtk=3-0-1gq1khliqkhpe801-1gq1khljcgsrf800-27c917672c5700b8--6NYlbfkN0AvGpZ0Ur908W3-lbzR9zugfRYi1eUJ-UUY8ox1Md9bxQNEZA5KH9oBFfBs_GFx9l96pUUoKfeFnh9lsUoPFio0VaRtYJyUhknpYL0EFPOdt3yCaXGujB78DWP18-2YaFx44vEOSAg0THXuLQEbtRkY5PxWEuPxZWsYcDv0M1Oe5jDRU5qroN4MTki_6l8YIxWBk6or8vnlCZuARaqmV8Sz2UDEe7PqKRd1qoMrpudrlDspK-xjrO6j0atc67fauSyVx7aEfhThzIT6LekBE8tR6NwUuQeXH3EO6kEAo7PYcVesk3wCQQi94s6FLA-_7KaSQS25xDQpP3umw6a1bchvGeVOccOG8208EuxAmGdgpAdbMf-RtEG_YjzuHnsIKbrmso-ewqooax4IJoa7IwdJtAJQkKUzydVeuLPtjJZ263P94HDC1kKNMUw-4nBSFslKzMkJO-OXQX533MLH8t9i9xkLWveIaLuvxMiXJjUR3HOD3X5zWB-q0zkP_hcAnhxla6gnu1-wj33CqOBUbdvUN_LxDWLlgreTKLDcanc0byEzfIhGWtZqZIxQVJHEIO372vL5zfvpiQ%3D%3D,2023-02-24,,,,,,nan,nan,nan,nan,1956,nan,nan
GEOSYSTEMS S.R.L.,Programmatore,Italia,,23 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1722&ao=1110586&s=58&guid=000001868348d63881adc49c23f61180&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b87b918a&cb=1677239834510&jobListingId=1008443190405&cpc=9C938E8DE9AD6C02&jrtk=3-0-1gq1khliqkhpe801-1gq1khljcgsrf800-33735c23fe0c195b--6NYlbfkN0DUu9eo9E1ZhaklJd5FfTtI0Hj_PIjJKVXmNaCSc-Vacgf5QB-SGlTXRdxy_IVq-VHQConA8_2tLsUhS5mbc_HfUdJOtoYaH-rzfv6jCoO438Q5nDjUkDQnk2SouQCE286N6jesw8EfXIVsVLgcsiDx8wFiXxGs0zlbfO3KggaKgto2cPOxjQOs19inasAa-wUl6dnIj4kNpWTdtuHyTzljl2vg-gLENiOC39xZm129vcoI17oj8EC2IXSREWZIciP7pZHtVpBI8Tk7T9MsAiE6XgE-IOC1DEjDo3Ojd7-5j-e5bE3znJ6Er1PASzQbI_nced0RbGfpFBLGcmBtj6-sN3X_HsQbuSxZ2O-9DZ_q7jEBVcx_7LvfWWT4zYYuxOFPS5XP0_f9ofw-pyMcQKQWr5AIBltaPGnHg19tZqG2PrdnwKuRdeipEw7geDiDLxCMVosF4XzjiL4xRfC4PIxwHEG0YOgkvkrtubJXvFAkeDyK9wR5Wnryb1pA-K7Etjsdb1RPkou6G2iTNmhC7APm0rQB3-n37xgJlZdL2ZBTvAb4TO7GkBktsHcdGc6gR89syI76W5hteg%3D%3D,2023-02-24,2.0,2.0,2.0,2.0,2.0,"Firenze, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,1956,nan,nan
WORLD NET SRL,Senior Sviluppatore di Software,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1723&ao=1110586&s=58&guid=000001868348d63881adc49c23f61180&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a7ebc512&cb=1677239834510&jobListingId=1007853427642&cpc=0A88B0016E52E137&jrtk=3-0-1gq1khliqkhpe801-1gq1khljcgsrf800-e4836d45a8e25e7b--6NYlbfkN0BuZJP59Q-grV03yGXwbMIGhaAoT24mIxXhtGbjwzar92zR5pk38VzLv3OJn3bVD9ccrCqIGNqfhUenK_zNkL3gWBvNxCanZp3r-yRb_k2IQhuEiaDU_Tfs-Vzfn5SIOUynorjxYzlq3vAJVAMuIbRPfdWRXN-lKInFz5grVQWnQ7CZaXGuW1PxXOzrDvXwYlw3qZa2knsjCkpjiADjX4KU5UHsf2yQXvpifdm5wldcc3BStiLmHsqbuTC5ppiS9mPt8Ktl8N2vzOxxoM_93Zd-eK5-ApsK6tIP1DBQ5FfZC3ippSjg2GuqAGvkWEcJRDdF4OG9xglfztJTatQlCbFOyNM3-d05W05aCVOrDBH7x0F38WWSC5FhNviY7l5HtFOyiIUt6sEHNlVYz6cyyHtPttLdNlaeFWsSslUJO5qsYzN1oVAoAdPgsV7Ii8j-FmhMwrsRvijLKVRbSRY64FpMiywQd2FbCE9QbpsJWiCm1LM0862RQZQ8heUtvJOyBXMU7GAfttmqMzeQPlLhflWsIos_MEvWnESxSep-IM9KHnRugyKyO3rwqh8H0Uz_1H_08GZDeqOdnvUwdclaQXYv,2023-02-24,,,,,,nan,nan,nan,nan,1956,nan,nan
E.S.A. engineering srl,Progettista Elettrico,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1724&ao=1110586&s=58&guid=000001868348d63881adc49c23f61180&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_10691ae9&cb=1677239834510&jobListingId=1007869535786&cpc=BCE4811A78D39AF3&jrtk=3-0-1gq1khliqkhpe801-1gq1khljcgsrf800-df924db496e4f73a--6NYlbfkN0A91XHhW_l_cQZ4vWkF8az2LR3gQgrFGQuts62iTjAB4ZF_2V7_Aa34r3FZVWFAnU7bRwuYdEIXuTzmKdOKfTSl1yUYo7M2V3vbeX_0RGUSLQGB9XSrxaLTodJz6bKLA3fLkENaNMjpDqQbaziL12epxoqvUpHqwStgQRBgGx1JoB4xAErX5ZZJ8empywo3aRS85702ZgqO-Alppi740PeYm_kc9g4EJ6z3IBsqD_PdVonCraQPe-eOgMd7voy3ZnoWW7iiQnnqcwZWANG12lLJqAQ9dSxxmuLvoKwZjjJuWz5R_mnKKkt3QKpB8xhfqGE9g-N0iBOYwKhIElNGMbXQJyWeAPyohcsKaqoMR1jSQtMKrYpEUkW-GB0QU1oB9NAgHNZxyGIC719kAnRFHXXJfEAFHCn-iPtNwLqHtKxiqFLP25TaxVW3L8HuWT8Pr-P5xyRmw4lE4ALJXPQAkp3VwWb2mUMD8_Q0JbkFSoKbcZPDV33-eoBlv_R5pVRBQE7Cnxbp9M65e1GNMl7IJ0JgOJngZdqknq2h7GrOVbBCX6YUUVYVfoJfTVuqgfWMU3tNg4Ca902n1bu2OWmhNalY,2023-02-24,,,,,,nan,nan,nan,nan,1956,nan,nan
Studio di Ingegneria Stefano Grisostomi,Ingegnere Civile,Italia,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1725&ao=1110586&s=58&guid=000001868348d63881adc49c23f61180&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4dc26e85&cb=1677239834510&jobListingId=1008303489148&cpc=BA15C3E50D27FFE8&jrtk=3-0-1gq1khliqkhpe801-1gq1khljcgsrf800-705eac2b6c005bef--6NYlbfkN0ACBlSNBgNu6zp74dGJkNJcx5st9ByT8ZDW99PMBda4qyu79t0PNRBqteMO5mGXRI6yOMp_jvhtL5hPuoawSMhe8W4zdC5ORIvzLLSfBAzTXcz2xhSk2wZMQNf7yl5lK4upDcStjb-iYN946Q-XyS3r67uf3TQyfwsrHuQufqNj9QIQovaApnlb-OszNQ0VIJBmNUSBw7UHxoQ3dUYnnrqhjqWygPxlteqfMkrPcttWKF11_au7bUbGduzPVmocZsGnRPn_3WWR9A9ec24EXezT4dLXOmiOzM29_7ODIMi9mw7WQcXtxbubfMHYKa9X2qTqeNkSzEfSBh6GFbJrmaYNKY5dcVEvh0qqsmPkeRY_4ssEf0vJEbmo4BCHt1Gc8vPHub8EYhqrWlsaD5RZ2_b_HqhJrTgWBapyYAce_10gYAa-ME-Ka1bKDV_F8dY2X_cc5_br3UUGe6yaYGKI_fn5R7UPLU8wYCLVhCgOx1VVYvIXgDjgEeygsaYA1WSxABGKrWItXpY9pG2E2KGKT8ZyimrmFpB0zTojLK22eElXYe2S9djVlpzRMezeOHKGEKoPGAK7wMuIgxFUubR9MrGviMgI9pzaMHnca4o3KHxS6-UbfKtH3bka,2023-02-24,,,,,,nan,nan,nan,nan,1956,nan,nan
Best and Fast Change,Sviluppatore di Software,Italia,,10 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1726&ao=1110586&s=58&guid=000001868348d63881adc49c23f61180&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_119bb732&cb=1677239834510&jobListingId=1008470366583&cpc=03F67E1B243A1AE3&jrtk=3-0-1gq1khliqkhpe801-1gq1khljcgsrf800-ddfecd0ad18600b9--6NYlbfkN0AYabFzjhx9TPAquVj2B2CUbtj_6GqwIQAt_akBax_KAuIJNxPwN33SnwSEzKZu7GbQVvvmEbHL-4lTqDYg3836IHc9o2xpF8zy8DY71CsqgDyEJ1Yq6qTcQw_zBRvSQMmDbTzrKpezCv0W83bxboInirCkXNhBmOpHzpbdztAzg4xyj_Z_RWz_izlE-W7o7mlnf3C8c9EcbVCZi3QcupgcbBQ625CRSGdk4J0f_tCMmYVvl0p8NOLx3QzA9bgRS8XKHMd_VAi8KdMS5I93_SQ5o1hKvpnQofPXfy8Rcw_pRKrc3JrBnuYlcNGYh_tt2hCtBSTWwJwhZbEmzqnOZBqACRJf59uLGskZW5Al2rCTKV-lI-HQvFWnHj6tjb594AxhiyPttXwmb6-LywT9LKJj9pAPBqptsUcwOQ8p6FSGbe1yVdpd7wEJF6JFXDBdM-QNprONCoA5fWd7DOyNKfTucjLjYZmPa3gEnGfBFf_yLNhtaPscLHz0NlWgFrVRHvFt12Bd1BFEKx_WDLRFGIUP9pWnTKWEu5pqqaSQKp-x23ydGtffcC-YHF6JGBLd6yxUPupJFZ2WSFENWLN-BclOhvcfH8_GTOY%3D,2023-02-24,,,,,,nan,nan,nan,nan,1956,nan,nan
