,Opportunità di carriera,Stipendio e benefit,Cultura e valori,Dirigenti senior,Equilibrio lavoro/vita privata,Sede centrale,Dimensioni,Fondata nel,Tipo,Settore,Segmento,Entrate,job_link
68,3.2,3.3,3.7,3.4,3.5,"Milano, Italia",Oltre 10.000 dipendenti,1998,Azienda - Settore privato,Consulenza HR,Risorse umane e selezione del personale,$ 1 - $ 5 miliardi (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=322&ao=1110586&s=58&guid=0000018621436421953ea4981a4eb352&src=GD_JOB_AD&t=SR&vt=w&cs=1_9472958c&cb=1675595310693&jobListingId=1008443666839&cpc=C63BD00756FD6F58&jrtk=3-0-1gogk6p22mfrn801-1gogk6p2kirn4800-c6fdc8b24917357e--6NYlbfkN0BgysnIr55e20vnvfGrU75tCLJ-2bjT-JRpm-kAsv4N0PIv2yFvvZBUbYZTha4ReCDpjTuBPcybI80p8Xle5CzkDl82EPxEL8Ys-tX57DT0lRH3lkoPN620EYpVoO_U6yQ0RrNtQqDdsQC4S5-1JkJtiz4t95Zf5cvuMBr-_n7CU6AGIqY01vZqUkG1vTE80g3RQPApM5CeWW5uQ716XAt4Ye7wDj6hlj76y-a9P0LjvFgK2c0uj6BXR4wg9iCtrgCX0MaSw_kGmc9yg1J_qSoY6ZTASNy6yD-xeKUOvOgi2faKQ0raJoD8sOD-wWnWL7VC56Y2vuN5Ak57W5AeAL7FveQKRyWsS0tc46qLVRNSxs2trEebixep3nNJprD3lPUy_rG4LsOQKazIZ6Oaoebucf1CNJkVWMXLIRveFkiE7ujSGY8DeR79qS27waXR8k8oRXayoDpkYq0Vj2xt0jzqiSJcjB20HEmnB7kAk2jpESqSnL3M9BcySAQioRglxay8C8EHBo1b_xvH4ov8yP5kvF1ghH5U69CvaS8gxbIUfkgWvjBdSEU00Gt8b_J3jXBtWJrKrSIS6QK-Fu5QNGr1DTOw9M6QmFXZB8inQ-pp5eQ0uVAiluJyy0PYZKK0TbhAqK17qMc84puxNRndCALZUuYv71Ne14I3vXwzPtAJ_ewKkvTc2066YFzjOUCuse1Lxhm6lUz4n5YEuBM524J8WNKo23DmTvs54yvqDQfhoaGjmbSHnQgGTO7RqnmUnfc6x2oaabeKbBA4Gb3BDLDLPbfagbxO-dMILWPDrJbP6WHRDEPD_rr6P0KjxbtcsLD0sr6WDk2xd95TRpX9vROV386-8O8VzuZiAXCUMtr-EABDp32BONXpUuhc8PtygGyL612UTlqqbJ6fvMOaX8P7eu1WyxVe9Lo8DIDzfi_XOYmdusEwsDtGrOQ7xCmVK_pGTsQI6fikeVDp99oZzYNvkBYYIMRNX6iZdzyd6A7FUqk-dr5THPA_68gi65MJwF4yK_rgnlzApCXVowhElG_1VIJeZiQFYwXfNBVsWgqioq26uDBexvh7fcwVgRYTwrwVMAtHf34rF1nlcjY-gRsd923k5itT_Th5iwEnV566KUIPYDhddJophcC80pMxymiB0NujrPwrf-t97EEQPIqLefa3fFxB13z4_pux4gBfZwFLuKYiHHEroxVF5pvEzjs5mqicVi6btNGIl6PwEV6SoYt9E2hF0Ex7QOAEq2ZoDA%3D%3D
69,2.8,2.8,2.8,2.5,3.4,"Berlino, Germania",Da 5.001 a 10.000 dipendenti,2014,Azienda - Settore privato,Vendita all''ingrosso,Vendita al dettaglio e all''ingrosso,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=324&ao=1110586&s=58&guid=0000018621436421953ea4981a4eb352&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_bbefff7e&cb=1675595310693&jobListingId=1008419331287&cpc=AECEB822CA110EBC&jrtk=3-0-1gogk6p22mfrn801-1gogk6p2kirn4800-68da53c1ea7db21b--6NYlbfkN0C-h13aLjIM4IHiHJyYpB8g9Xa6ZQXcAzXta3LUKN2KRC30Y_8C9L1l1rA6KjvSzp6DDQAIIIBJo6GhkfnqnTXwpEQe50CPOeakLbPTWS5vjPp7EpABJyZ1LIo-38nOYA3ganLx_iXayvBDIQAGhhZoFte_kzdZkndeCAsngIjl0n3mosvYJp4QJ4XG6F-bKquszqJ_VgW_GNyozFIrOXPdjvX83dtSR-4QTtJ1Xkana7vP6gwGKG9jCylLFaDlanjbioqUg8_-MfTZT_pM_KoWQ5nG0E38h7Ey_5vlevdvMoKRIWrQei1ryYWyeGrlm88BgaNPUbBGOa8RGznHhuLazSpOHf2p_GB-6mlKnSo_Vg0GhqXlBCmk93wpDCaarSqfJ92_bWS1JpkBH52oAmrDKWF9ThoD6gj3ZON2r3OF8uGr9mAqbZIOnWNDUT04pwRqz99wxEeios7V35SppTP_dg8C5KMIIDlSoQmEENljljdkMcjda_TLS3AV9jnp6HtAckgy8KDIeZHq-o5zfRSZ8T54-XMUdhBcH_03hfZgWO6KA6lZIvn9Qc3VhhXnJ2HT8N8NKwaqItG9yYCvtVUBUH4jxYEWUqZhVkvuocysPSniekJTBfu8
70,3.4,3.2,3.3,2.9,2.6,"Yamaguchi, Giappone",Oltre 10.000 dipendenti,,Azienda - Settore privato,"Negozi di abbigliamento, calzature e grandi magazzini",Vendita al dettaglio e all''ingrosso,Più di $ 10 miliardi (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=325&ao=1110586&s=58&guid=0000018621436421953ea4981a4eb352&src=GD_JOB_AD&t=SR&vt=w&cs=1_f561038d&cb=1675595310693&jobListingId=1008424267737&cpc=4B86475FAF393599&jrtk=3-0-1gogk6p22mfrn801-1gogk6p2kirn4800-a63f8328062f4268--6NYlbfkN0ADNS7S_bk_QaI_CrwlsrYCPwIxhEPqbKfSwismzAhKFhAO0N3pd-3mrdgYOQyKEfbjSranMlVxEemNI1C5kmV6XIC7Ip2AUfCyef5Gw9Z-MCSezuVvVaaoLfT6FLy7IUZxYJmeOZSCWArYqzWtSOymOYAqSNp5JZajpZn2bowWtMdZMokgILNScKTJKUhNCJH3XEdZuLep2_pAGQ5xvyYjnBKwfjOrHdI-zmLIj5xPDG1yetNskT65QLVga-yo0rivfBSi7K1h37mimd76N_V379MJoNpToV2_YdZkAwiAuaWGLMzBPklnL8VstAEAvInwoZM9qk3AxTlSu9MzrHSQskYmhT8AKZqCkx89O4fFZpxoOYnWjo1MNwa8YAGdRjr6zX3wZVGZhzZNlmUYlbwuQFCIzy_KUlHCjZgT4QydUK5iFvQG3aCJf9xyU1SnevHeDVnsaDCOKNk7smy9gtMaIoV3pSgiZ17EegLRiDizLAVyhYvEVfWvXfDdef7AW6-6seH0I_LeSINom2TT-witGUjiX25wE5-Vyt_O4HdSWW_24p9LUx32WRuE5Nf9lwKEQ-3k2EEx0C7uPhwy4Yg2YdOArnO4jED4LXk3SwpFa2amitiG2RzkRN2sVP3HUbCCVVuQPVU5E0RNOEv7aVqjHakIh_CxBWTEDWUjGtzwgQ%3D%3D
71,1.5,1.8,1.5,2.1,2.0,"Torino, Italia",Da 1.001 a 5.000 dipendenti,,Azienda - Settore privato,,,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=326&ao=1110586&s=58&guid=0000018621436421953ea4981a4eb352&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_34047e65&cb=1675595310693&jobListingId=1008446768975&cpc=65CC663E25211861&jrtk=3-0-1gogk6p22mfrn801-1gogk6p2kirn4800-fd8fab4a7a8745dc--6NYlbfkN0AgcryrZmb5_3Jlq_MYqpZIZQ0H9y7UbfFv6rYKBszJDWfBgEMjLNthNoT5dKkc7GZirQTcy1wSaUEqrYCPYyBzfnEkCAgiUzvQ4vfAhvWkcztI5OzjQQjvdGRBWpJmi72bf9UQq19z9TdxxT5_QUJ8Bd5f3Zy5_793oQCXTWhfI4fS3s9O4WFfTF80tgCB-pQ7SeNYT0TUvMvpE8VBzK9P8WsHmRQwD6LplgmOuBGwNXs5IzDDfmQnHvFqIu364UIxfRFT-f67PoUp5dUFa5IwiYv5j3tmWs2BMKWqHqc7xwJCJnn9PRBWH_vFClCQBlfRUExhJ0xibdGqfhV7uXTkn8mOxP4WDaQkPkz_b6oL5TGO9UcYpM6tfrwGQjLg-gXnFs6mCpXTZkt5kw1UQwA4a84o0cPGSpC6EVmaA61g6TE2qUs3urr9QR9rBECdAqCoeStV6li1xybdpTWAreBT-tq7M-vFLmmNAB-HnB9bN8BEwgIAQlbOwsdqc_l9s63zmDf3_eWZvz0UufYOWFOwOM6A3WhrWy4qby2vDgQM843gw_HYvCcAoIkgs2chd7fDxmcyqz7Z_Q%3D%3D
72,,,,,,"Milano, Italia",Sconosciuto,,Azienda quotata in borsa,,,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=327&ao=1110586&s=58&guid=0000018621436421953ea4981a4eb352&src=GD_JOB_AD&t=SR&vt=w&cs=1_588aea6b&cb=1675595310693&jobListingId=1007989692425&cpc=AA718BBA0476CE1A&jrtk=3-0-1gogk6p22mfrn801-1gogk6p2kirn4800-9d08ae58a7fcc5c2--6NYlbfkN0DyA6Nd1MgdwP8X8z9tAAjn50lsrqoPLLCdpHPaJC2-7503P4kv_AVP_i5-sByD4Wa4NICC-fxk2iy9ALHXHTdM4xzwS6yxKf4omnwROBYhlTVA7GbbW2YTjxtwgwt_IXITyCWQXmW4pnWUyXt1W0rYMlbTYAO46YGERPHNakgEjsDJh_6uhAfd5URaoJHdEFMr69zu2lQeAPCCmxYMtXgUS665qmDVNkkqfyKyX-UY4tri7pCBDSTb8JDGBu8DomktOyIOg0q4N-94RlE7HFfkWIg7FWSxpc1En5F2_B4lQQ6gbOwOFRWzNqfpp469R5CkYp4QdHHc4vmEdFZvgVf_w74iXVePl-P4n6SEhzilPm3RWXinOIh52M7Go7Q0tjkoE3Jj48tUx7vmya1zZCOXRtsRg5Fq_Pa0xp8uksKYGto1XWP3i_unGkM4pIOnSoIcTOebh3HW7-eSFWoqRTr1wiUucE5A6ClTVslSXqGDeJQG7rZ-UJGqQ-JOLJPiFQQQpnHkqe_O9__rzCeH8edRDQR-ZZTJKFxJkT1DCshVnYc9o0QUnBjWlBntGOSKiuX8yQpN8hTgf-oRN2tDcqsdc7qHcdMHIVeMgNNINMQ4HzHiAdorqoo52FuhHRT2zXRVgZxze0SWcELBRPoy4Kc-
73,1.7,2.1,1.9,2.2,2.1,"Como, Italia",Da 5.001 a 10.000 dipendenti,,Azienda - Settore privato,,,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=329&ao=1110586&s=58&guid=0000018621436421953ea4981a4eb352&src=GD_JOB_AD&t=SR&vt=w&cs=1_b19869fa&cb=1675595310693&jobListingId=1008448364956&cpc=C891152315FA1AD8&jrtk=3-0-1gogk6p22mfrn801-1gogk6p2kirn4800-68bbffe5a1f51484--6NYlbfkN0Bvi3EFwKmeS6AbfwLAmfDgqwbXeuISSsBFIrDxAOWdaxZW4z4JZ2rXZM38gnr8mCx3QEDYoj57kbCdGtcoGDKGGMAhhXFxolTCDYpaBzFnG5TU-7l7Q6-d34ldwWPFXHMllUY7X4LzkphOr0fFF39Ei2ETFIKUB_Uzw8EQRgDgs2wJGKWGy99lTX5s7Nce2vTCZTHB3zYgJAUJENEpGaJeGxU8cWAekvW8viXMLiXLiHDa1WpwEJ6ACBopllSfQJZD53Mh49PZU_cKTkY3BAb_mJ1KpQhEL6AVxS_NxW93YSgGrYEU9GuxWbqg9jQtiD2g2t8ParRKY5zvPkeT7yoe8DZ-iHFbcIJNhA8AsAfLEbPguF_ZO4f1PydA3isCSD6GQPcVcRH2tIAOf0ApSrQoTyAaf_4NMrFj53ydNqIviZUry0JOaRWYDF_c8IYEZRZzIWq_djJBjziMbvheI3eD-cNa02E3pQlIUMQeFpi2TJUdmurHQjwr3XqNsQCTAYlaaZ92kXB3rbI7pwOUQNtZ_FkvksXlqe2vWMSYJ70KJ6Jh0-_1OkA6GHUNKLEroycOgJwC7ereHSa0LVZVoH0SF_ChQKIXv_L-RActqytw7E2QuPxjojF569As68avMGYGZe_d3ivU_b21u53PWpXcgo8oK15WmexW90tty6WVSzJlqsqEL4T4uTFDimLYve-rgltS7p0PXyWQ67pICMiEOHBEgQUZqxDFUIeIniDcMajWbHWPrpQGbXDz3NaJah4eAlrGM7ABTQxpRFvcJc3O4MExqSQM0uc%3D
74,3.6,3.2,3.6,3.3,3.2,"Palma di Maiorca, Spagna",Oltre 10.000 dipendenti,1956,Azienda - Settore privato,Hotel e resort,Hotel e ospitalità,$ 1 - $ 5 miliardi (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=401&ao=1110586&s=58&guid=0000018621439d3792cd031c4644fdb5&src=GD_JOB_AD&t=SR&vt=w&cs=1_ea86b439&cb=1675595325323&jobListingId=1008447082025&cpc=44CD5376B8534B8F&jrtk=3-0-1gogk77akj472801-1gogk77bagagj800-8232979896efb721--6NYlbfkN0AYh1hWWeNHDA9ieejzKlANd9LP2chDJVrvhqP-zKsUohD6xqb0iLlScxK4YQRo5UQ-jto5Kr2E7byxDFpObw1fY_2kvqBB4APwYzYngHxoerBzV6H_VbpoADZpkqgzrDKiXe0Gv4roW6tKpE-ATZa1m0vEznHYcUsdqMpYOELK1bk9hH-HQjCN9yXBiopZuZPA1n6XtELCYW2ZglY42sMnLsDLXVwQ69BwkVWhvqumrt47xMU3BdyaDljEWoZsnXGOeTcuKHH6RpFcfw7eNeEuIkmsezPCX0f9lIuis7mj9dbIxidEUexMb6h7iJtWYvTuOLW0avS3RPPARrDPE1Wc7xo_dhUDHxQ1mI29mKiSX9RTbgcTgOjO4_xU7JlHhPDhtsYSdF_V_z_kiEYfvN_ZWFTg0ogGXG6HOnlBftlJo_LkUgnWEBaPFn8xB8lZNIuKqsYDMDVD21mHLrjdQmg80epUXoNU-4khrFWCXPFW5MDTxgK7hB8AV3s-tFpKwJpm_xMVLsPdqKsmsvuNGgQ9sf7K4v76wY6MS_2XVNyMuvSpW4vz0izWtZDtDTBXHJstcMEIJN-L7kvQUU0_mWNFfQlTIr832gU%3D
75,2.9,2.8,2.8,2.7,2.5,"Verona, Italia",Oltre 10.000 dipendenti,1986,Azienda - Settore privato,"Negozi di abbigliamento, calzature e grandi magazzini",Vendita al dettaglio e all''ingrosso,$ 1 - $ 5 miliardi (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=402&ao=1110586&s=58&guid=0000018621439d3792cd031c4644fdb5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_57380622&cb=1675595325323&jobListingId=1008296755257&cpc=AECEB822CA110EBC&jrtk=3-0-1gogk77akj472801-1gogk77bagagj800-0f00c2b4cc364398--6NYlbfkN0Ac3PQLf4kItVDhYN2zbvuJ7nFyTq1gElAGQ3upSQdcjrCR27fqEoep-82PBrEQSd95b4r7bY0WutPHDqz0gC2RHWMRprifWNYiC190U-QLqgpHDhSx78sE-evVIihzSBMUtU9cR7OFRTvWLO6z79IoLT-4hrIgWT8K49xjy6R7H-pB5MPSa6c3xQfEZw0-6SmSNF-zhrE1CsGZRouUN9x0diAfNWSUNhY8NJp9HZVrj74UTXbqfnz3Xg5mE56jvxkU-4d72JgfbVI70wUOruyTzlyahSVKcmWtRefRSxAKyvFCQxa6MNLT6rmtzwxg7L5trVNBXUEfqNd3l2At0k59VFIxEktmUi3wSw_t-mzBNL9R17oUp5qMjhBExeNLXl8nnfFDMC2o3cZRTIyygdfTADeaR2J7VhgFU9RXGMPl19erJ1wcbgiameZ2CQ88GHErlcRSIh6hM-kJetP1i7a0E0ztYlBsqb0w6SbCHOdPP15FJe37M2PLEYZ_bAzEO0krdUM25dC0PL2HBpBXDmGoqae7zY88Gh587v6l0gqvpnoUnWvLAYy1H3J_5iCbxHs7JgeDU7Anl8WTtfDbtZ8tJ4kB0RKzHcNbqIPP2DZZ-k8cYmldG9UHakVPOI13AMWnl-SPoVMVnFnB8nJugN_jTdwOYefiM2qgAxhChPGdhA%3D%3D
76,3.9,3.9,3.7,3.5,3.4,"Seattle, Stati Uniti d'America",Oltre 10.000 dipendenti,1994,Azienda quotata in borsa,Servizi Internet e web,IT (Information Technology),Più di $ 10 miliardi (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=403&ao=1110586&s=58&guid=0000018621439d3792cd031c4644fdb5&src=GD_JOB_AD&t=SR&vt=w&cs=1_4df09b0a&cb=1675595325323&jobListingId=1008264756189&cpc=70D6958B2CFB98E6&jrtk=3-0-1gogk77akj472801-1gogk77bagagj800-d28760a9d4af99a6--6NYlbfkN0DnGmcBTOb772ESOvFJKsImmoiORSSf-EDClh14IRIdT9ed1SlJGtbWXc6zTOklwy4J8CFVA38BYtfDCThAQFitMpJQhZQvr_r3NmfqnICZRfRosy51TFri9n6QW_hyIzCJs8ltSk71Y_HKWfLLdUUvczk53kuSZq4PaHLOFy4WvfC_FMqiyoQ0BtQ_Agc-REC0elK9IRfD7wVlljtFM-oIV_PUZtVx-KYO2GH1Xec6cXO7-JfZTJ82-mh-_d56KEu8ACXrm8HPjDsDB2BDKdZRbFuK5ba9VEAGYmLlTQ428e80XuDUu0sbhtMGbB5Z8jfBdjy5UlwR50JO4b3NXHEzuuLrsgAckwRqVMt5u_ID_9cJNtdtYMk8ovJZERp7Qu700C9TdgjQaa40elcTd33giyTBBRaEq8gsNa5rymuxxPohbJuk6lUGvNwJZydbDMZtEKSUCLgsfP93oA-pLEbM7SEst4Haj19BJlzgLxkrfdSjxk7ABaKbS_Ed5TUJqcMzym_wHs1UI94Fpy6SWQPQvK4LUGcI-CsBN9qzyyiZIy3A-n0LcSgwEgpUpc1-OrE%3D
77,3.9,4.0,4.0,4.0,3.6,"Plantation, Stati Uniti d'America",Da 1 a 50 dipendenti,,Studio privato/azienda,Agenzie di viaggio,Hotel e ospitalità,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=404&ao=1136043&s=58&guid=0000018621439d3792cd031c4644fdb5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5677af82&cb=1675595325323&jobListingId=1008446679175&jrtk=3-0-1gogk77akj472801-1gogk77bagagj800-f0b09b678c8c8f75-
78,3.7,3.9,4.1,3.6,3.8,"Beaverton, Stati Uniti d'America",Oltre 10.000 dipendenti,1972,Azienda quotata in borsa,Produzione di beni di consumo,Manifattura,Più di $ 10 miliardi (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=405&ao=1136043&s=58&guid=0000018621439d3792cd031c4644fdb5&src=GD_JOB_AD&t=SR&vt=w&cs=1_c71e7f97&cb=1675595325323&jobListingId=1008432984722&jrtk=3-0-1gogk77akj472801-1gogk77bagagj800-58048e937180e7db-
79,3.3,3.0,3.2,3.1,3.2,"Milano, Italia",Oltre 10.000 dipendenti,1955,Azienda quotata in borsa,Ristoranti e caffè,Ristoranti e servizi alimentari,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=406&ao=1110586&s=58&guid=0000018621439d3792cd031c4644fdb5&src=GD_JOB_AD&t=SR&vt=w&cs=1_3d20e905&cb=1675595325323&jobListingId=1008395681513&cpc=632C08DE5A4EA969&jrtk=3-0-1gogk77akj472801-1gogk77bagagj800-a27164330bb8462e--6NYlbfkN0DEfmD6JQM7-HYhm4jDDmBcRH1b0qR7FVEjWKgiWJa8Vkta4xcSCYyd-tWClGDXzA43y0iEAqwBTWGqbTxNB2i0TVTWTE5kQuB9mmKs6OiHrVNM2wfsngMAcKcacrsg4O_kA4JODwAgEY-jZ7OefQUmrAIzGJ8daKZ-E-6mXhiaLDFafm7d0lwh78RyYOLtYbgdB_GVAX037hTCLw98hIQJUgSq7CxYOH7_4iLLAjf8XKUWmI4XhVGHRtJxq44R9U_y2iTgS00hQzILHIxFHQn9WLlqmgHkuGJ_yjKy7vYusBVlAmU-39GzFF7dQ2ZX-vt1trbDXOZdCGY3sHcO1Or1ssuX1MAHCBcp_iMFHqD-lkR3u3-DkMygO8rZTm-gq9OC-O-eBeeUKM4x8HCQfrsBStF--j0CMu7T28J1r8dQ-bVD7DeXk5b6vAWZfX-ke0-4WgX8qRqYrO00O6rrqL8TzR6Bk_ubvuN7VN4g5oz7mDPIRH30YJlMFDe2zaECecTLLB74-4sypOhJ-5VaYkhr8yr5dFujkISWCSCQ4XEAxQf4IGGPxne2MAVU4BF482wPBNJN-K071QD5guE6cfC9
80,3.6,3.2,3.6,3.3,3.2,"Palma di Maiorca, Spagna",Oltre 10.000 dipendenti,1956,Azienda - Settore privato,Hotel e resort,Hotel e ospitalità,$ 1 - $ 5 miliardi (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=407&ao=1110586&s=58&guid=0000018621439d3792cd031c4644fdb5&src=GD_JOB_AD&t=SR&vt=w&cs=1_d437040f&cb=1675595325323&jobListingId=1008433647414&cpc=D69957E0862862E0&jrtk=3-0-1gogk77akj472801-1gogk77bagagj800-8a4c234a954f3346--6NYlbfkN0AYh1hWWeNHDA9ieejzKlANd9LP2chDJVrvhqP-zKsUohD6xqb0iLlScxK4YQRo5URn0Do7afeUEHk-lH8NuQyyZnCTmxo-eY1XJqmS9K0FoqIvTLEGWYfbU1A-kQOtI6I9OjXx0ZRgmLb1zG3mx3tl5jj5ZdMzZ8gHyUFp9OqpH2RLhH8-lKCe_Hswod8xrltxz6FSNZyiTFpO_smbcXUw274U-545DkqN9Qtg-FhzrQuoZ3VDpSchs7S_t7bnbJk99P-ZdYJNWui-OjCNFqbqsBtolzswLrIMlHnNSab4WFYv63ooFqTI9LQ5iow4egV80kXJ-Jy7tpjF_vPgSm58dsRhTB9KoOGFGzVQMuAK2TYNVvBkgTaf_J3f4w7l2EHlSW5LxvkX9y5wZL7H1PP1YjATBx8WhdOJJOaKaZzVVOhGSclvvUph5_Dr3J9zwtMtAg6zduNqypN4SngVj9CxZLcQA7D66ou3UFfkFL5jgVimA8REumfpy6KZw4qbLfRzhYjiLrPUtXWtUCtL1y4fOkLBJ7ubTOvyw-Rzbq5T5xpa8YgTVL0NMkwxWXTR4TVHzeC0bCV-q0n8-PqiWfd3WG_E6izwlifekO2zVVA635sY_3zMceMT
81,3.3,3.0,3.2,3.1,3.2,"Milano, Italia",Oltre 10.000 dipendenti,1955,Azienda quotata in borsa,Ristoranti e caffè,Ristoranti e servizi alimentari,Sconosciuto/Non applicabile,https://www.glassdoor.it/partner/jobListing.htm?pos=408&ao=1110586&s=58&guid=0000018621439d3792cd031c4644fdb5&src=GD_JOB_AD&t=SR&vt=w&cs=1_d0ec720e&cb=1675595325323&jobListingId=1008395681511&cpc=AF770993EC679D41&jrtk=3-0-1gogk77akj472801-1gogk77bagagj800-7f3b0d00d2dbf86c--6NYlbfkN0DEfmD6JQM7-HYhm4jDDmBcRH1b0qR7FVEjWKgiWJa8Vkta4xcSCYyd-tWClGDXzA43y0iEAqwBTfMeyMxPToCu1vslJbhGXLRkBDSyJYBa9E8hjbG_BAoZp7auPUIXL5uyM79ixmbG3Z3g0JVTgxG_BrsXfBHDh4jTf_PBA6GJ6FVrfANtsMh-UUEOWQcKxknBLQ6MhWOg2jkWAe_4Sd4DTUj7wh5ElsYaFroxiJ8XVNvJ2kE4thmFbFt1MFi8SyV3Anl-JApKv0xOZPgIf8GrIAXEOVyxwruaCPD3rAquazKc28XgcC63zQrnjoyoNqYd-jXn-Oic7Udq7NU1DTkxIhreKhMYZhHhi8xnS__oGdHhFua0MKLND-2SnbN25jDdWrICw-s9psbbDPgcSJXOgjUvql0HSmTt5MQm2ToAvQ3ikagyW7_46WR0_O4DYLOd0rzNMHZTj0hPAXjg723TqeXP1NDvIZYwB0kCVte0ekDhMx93EwaVsDexpnFSpyI94E7TZfGF0QjWj4O6aJyj5WmgSb-fdIyB8cV3xXuFhHGaflQ_rQzVQsDC9e20rAXBWdrB_nO7FtRyO-Ak2hOy
82,4.1,3.1,3.6,3.7,2.7,"Milano, Italia",Da 5.001 a 10.000 dipendenti,1998,Azienda - Settore privato,Contabilità e imposte,Finanza,$ 500 milioni - $ 1 miliardo (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=409&ao=1110586&s=58&guid=0000018621439d3792cd031c4644fdb5&src=GD_JOB_AD&t=SR&vt=w&cs=1_836eaf9b&cb=1675595325323&jobListingId=1008423832752&cpc=21001CD36CB5FE0E&jrtk=3-0-1gogk77akj472801-1gogk77bagagj800-17a7d3ff069d947a--6NYlbfkN0AGjfUuGexCumtUoarbooyzCGDytKSf4cmnCuk92cNPfGN6NzbLENT4tDr72rl65Zgj4J01EMwd_cbTpgAqDerqoXoQ-x2flzxxnkflF9HAxHqQ2_j-K3CDIyH0lR4j1U_oIdTfCppoi83ELCh5darkgJSdsv24l5ITZZKjMtoBHdvWrMqn7F7PzIUYxDBuxvUwcmujgSY2kJiRqqAaWK3ZCJ3lcOubtcdvdIGjCWIDu7g4CtK-CzPxqIsWMybS_dFFHvfLF3k3OjuRnhVZ18oTqwJrGrLjD-KPbwCGCz_jRgQVFbGQma7QeCIsQGy4PrWe3fBnGMomkxRfFk2TIzCEA0RmOmeYn1waiNUg3BifXE0baTYLUAMVZXTzBYRze4YfZYGdTdqb05WgLCABhN-TWqZUFLOAnYOonVcQKd4PSY_WgelIVOY85-GPitMRqXDcXUKNcfylj0z0prFJ47n_HkdtYm-Cg47WcEhLqcVnzCuRpGLZ_5k1spwtd_SkSs_kzb8wC3OC8Yd_91HDpPgg13UhOUdBx3Thpx9w5geYwOHPJb8RKwbEZ-bUlxCxfztBPopcriKN0GcN6hml7Z8nzfL_Mt9kd6yBhIxxLRedt9W4byI5BKOzOvSfdvXb6j3nFTCRP_7A1MylkiToeskzYFvU0k_dcYc%3D
83,3.6,3.2,3.6,3.3,3.2,"Palma di Maiorca, Spagna",Oltre 10.000 dipendenti,1956,Azienda - Settore privato,Hotel e resort,Hotel e ospitalità,$ 1 - $ 5 miliardi (USD),https://www.glassdoor.it/partner/jobListing.htm?pos=410&ao=1110586&s=58&guid=0000018621439d3792cd031c4644fdb5&src=GD_JOB_AD&t=SR&vt=w&cs=1_51ed6647&cb=1675595325324&jobListingId=1008085050425&cpc=235F38378B0CF412&jrtk=3-0-1gogk77akj472801-1gogk77bagagj800-b99a14d0c28c0583--6NYlbfkN0AYh1hWWeNHDA9ieejzKlANd9LP2chDJVrvhqP-zKsUohD6xqb0iLlScxK4YQRo5UTeVnJRSVEjFP6obq2KyJINst6YHWTzeq5nE4kly6X-l2OxncUyXUxVO7cj3nGRlIoBab-qON0IoZtDDa0vbaDYDUpRojlTOUU5NV3VZj-DOC_Ymck2BDjtw5j28hnsvE28eiTJ_BF38_0FyRQz-aOCF79de68QEDTI9qlpIpPfKHwkLNl0H87F8OUo6MzkpYUhDYV1zSm97WuHd0iOjQQJ2LjgPcuDMjvY33tT6FKRnr3q5hxalGisNHLkttV3fgxqTdRy-BSfb3wavQ6RSKCVySEd8K-CONUKYm6za6PAy6zXepfom0oHN07Tt6o0gPickCz7AR2UQShiQz1eLKlbCbaEVjNgi0r6HlbefIUzSuO7ihjN4HVvFaWX4hG5sasGMUUlP_ltsWoz8Pyykde4Xx3yy72d5_IVwuMG8qG66JtKH2yDbuak-3IwJD5sCnh_NrOy17qAehBSX2FggGKXoIqSELZ_zy8VQb711f6Zauh-sjwu_nWQJqUf5W1VRRNHTRzSYffiZvamzAE5r2M6l7kkpCuLgeLTf2LM4TCPGg%3D%3D
