company,job_title,location,company_rating,job_age,job_link,oppurtunita_carriera,stipendio_e_benefit,cultura_e_valori,dirigenti_senior,equilibrio_lavoro_vita_privata,sede_centrale,dimensioni,tipo,entrate,fondata_nel,settore,segmento,scraping_date
Chanel,Intern,"Londra, Inghilterra",3.9,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1601&ao=1136043&s=58&guid=0000018631bf7068a3de97ba421af2e9&src=GD_JOB_AD&t=SR&vt=w&cs=1_820d31ff&cb=1675871876091&jobListingId=1008286277885&jrtk=3-0-1goorus4njm62801-1goorus5c20hg000-838ebbf80f6ffe3a-,,,,,,nan,nan,nan,nan,0,nan,nan,2023-02-07
Fendi,Retail Representative Intern,"Londra, Inghilterra",3.4,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1602&ao=1136043&s=58&guid=0000018631bf7068a3de97ba421af2e9&src=GD_JOB_AD&t=SR&vt=w&cs=1_ce31c9b1&cb=1675871876091&jobListingId=1008351503964&jrtk=3-0-1goorus4njm62801-1goorus5c20hg000-554458cb031d0119-,,,,,,nan,nan,nan,nan,0,nan,nan,2023-02-07
LEGO,Sales Associate,"Londra, Inghilterra",4.5,2 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1603&ao=1136043&s=58&guid=0000018631bf7068a3de97ba421af2e9&src=GD_JOB_AD&t=SR&vt=w&cs=1_4d8273d3&cb=1675871876091&jobListingId=1008454356319&jrtk=3-0-1goorus4njm62801-1goorus5c20hg000-de9109188fa921c5-,,,,,,nan,nan,nan,nan,0,nan,nan,2023-02-07
Nando’s Chickenland Limited,Team Member,"Londra, Inghilterra",4.0,4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1604&ao=1136043&s=58&guid=0000018631bf7068a3de97ba421af2e9&src=GD_JOB_AD&t=SR&vt=w&cs=1_91e19e4b&cb=1675871876091&jobListingId=1008450113008&jrtk=3-0-1goorus4njm62801-1goorus5c20hg000-6af1fbc6c6f38bdc-,,,,,,nan,nan,nan,nan,0,nan,nan,2023-02-07
Capstone,Graduate Investment Analyst,"Londra, Inghilterra",4.0,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1605&ao=1136043&s=58&guid=0000018631bf7068a3de97ba421af2e9&src=GD_JOB_AD&t=SR&vt=w&cs=1_bae80011&cb=1675871876092&jobListingId=1007929514706&jrtk=3-0-1goorus4njm62801-1goorus5c20hg000-d0a21e570bd38ca1-,,,,,,nan,nan,nan,nan,0,nan,nan,2023-02-07
Spotify,Intern,"Londra, Inghilterra",4.2,14 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1606&ao=1136043&s=58&guid=0000018631bf7068a3de97ba421af2e9&src=GD_JOB_AD&t=SR&vt=w&cs=1_ad3a3f28&cb=1675871876092&jobListingId=1008426350203&jrtk=3-0-1goorus4njm62801-1goorus5c20hg000-4609ce67473cc26e-,,,,,,nan,nan,nan,nan,0,nan,nan,2023-02-07
Recruiting360 Ltd,Assistant Caregiver,"Londra, Inghilterra",,1 giorno fa,https://www.glassdoor.it/partner/jobListing.htm?pos=1607&ao=1136043&s=58&guid=0000018631bf7068a3de97ba421af2e9&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e7692858&cb=1675871876092&jobListingId=1008454636847&jrtk=3-0-1goorus4njm62801-1goorus5c20hg000-249931a47c593035-,,,,,,nan,nan,nan,nan,0,nan,nan,2023-02-07
Investec,Customer Relations II,"Londra, Inghilterra",4.1,22 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1608&ao=1136043&s=58&guid=0000018631bf7068a3de97ba421af2e9&src=GD_JOB_AD&t=SR&vt=w&cs=1_6eb3c419&cb=1675871876092&jobListingId=1008411743046&jrtk=3-0-1goorus4njm62801-1goorus5c20hg000-674ceb83ac4897f6-,,,,,,nan,nan,nan,nan,0,nan,nan,2023-02-07
Five Guys,Team Member,"King's Cross, England",3.6,3 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1609&ao=1136043&s=58&guid=0000018631bf7068a3de97ba421af2e9&src=GD_JOB_AD&t=SR&vt=w&cs=1_8b12a26a&cb=1675871876092&jobListingId=1008451440245&jrtk=3-0-1goorus4njm62801-1goorus5c20hg000-511387ec2d5d2418-,,,,,,nan,nan,nan,nan,0,nan,nan,2023-02-07
NHS Professionals,Data Entry,"Londra, Inghilterra",3.7,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=1610&ao=1136043&s=58&guid=0000018631bf7068a3de97ba421af2e9&src=GD_JOB_AD&t=SR&vt=w&cs=1_f1d40b9a&cb=1675871876092&jobListingId=1008361132296&jrtk=3-0-1goorus4njm62801-1goorus5c20hg000-43c114ca4a4423c3-,,,,,,nan,nan,nan,nan,0,nan,nan,2023-02-07
