company,job_title,location,company_rating,job_age,job_link,run_date,scraping_date,oppurtunita_carriera,stipendio_e_benefit,cultura_e_valori,dirigenti_senior,equilibrio_lavoro_vita_privata,sede_centrale,dimensioni,tipo,entrate,fondata_nel,settore,segmento
Oliver James,nan,Cagliari,4.4,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=914&ao=1110586&s=58&guid=000001866938cd178b734b3e153c8667&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f974f3c6&cb=1676802575895&jobListingId=1008375394867&cpc=AF770993EC679D41&jrtk=3-0-1gpkjhja2ma5g801-1gpkjhjaii15s800-37f4ee8746a0e50f--6NYlbfkN0Ck0AVEASNN5Uu0zdRw5JP47K6jX-BTE9cCBDik-EFS8FnoKMxAOeK0OJieKOsBgfeEyciEz9ZAoP28R4klPtJH_LwJCirYgGGUcPKsiB3cjWwOD2d9endbi1EkbuRZah4XJSC3fCQf7GXlQIw-1jG8XE3CDuafRjaKBW3T5n6YGZtftCyyAW1IVcAbXId8zifIv1l7U505P01vjrrAmIQUUxUmXsUXtLECCJ3p-HZsEiRCWmgAc-9tepCCc1ZKx-GcNiXRfBuzgaOhld-GntCwFSh-sx6ZvDtGFSofLF_wMiDcS2UPb_yiUR-8PYcAtiZx5_q_D2-sr8GR4NvNr6UBaQ9m74cwzgOolQLtKjo2oRjrg_I-ejlTtpWC9yTpowASAoFGCFEPtLghRrQ2N_B4Jye6s2AfZFBEjd3cHcV1LZP_pPGYSSLCXYP2VTDCFE9ktKKjPjwF1W0rK7zSHPAE1fG0ekyO_XnpehAKpCQEBctNrvxxk80Rgbg1GKGxHpAwWdIyCR7EJVlJd72G_5YjwEE1cJEwJ3Gco6MVhtr2n8igN_k9Sk9y0lMQx2dZAPmFtebpsDpDV8ujfC1r3QSHa9Op0bxPTBY%3D,2023-02-19,2023-02-19,4.5,4.2,4.3,4.4,3.9,"Manchester, Regno Unito",Da 501 a 1.000 dipendenti,Azienda - Settore privato,$ 100 - $ 500 milioni (USD),2002,Consulenza HR,Risorse umane e selezione del personale
Work. srl,Magazziniere,Cagliari,,24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=915&ao=1136043&s=58&guid=000001866938cd178b734b3e153c8667&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ab358b79&cb=1676802575895&jobListingId=1008480291707&jrtk=3-0-1gpkjhja2ma5g801-1gpkjhjaii15s800-d80d7d8fa62870be-,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Best Green Practices Engineering,nan,Pula,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=916&ao=1110586&s=58&guid=000001866938cd178b734b3e153c8667&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8bc58bbd&cb=1676802575895&jobListingId=1008400296542&cpc=07D58528F3898F33&jrtk=3-0-1gpkjhja2ma5g801-1gpkjhjaii15s800-ff5a7bb92c7293a7--6NYlbfkN0BFsD0q0RCDZY1Glz-qElvoPWHq_7vQ6ftxaoSDgPBV0IyuLGMf6iA-n4ipmUT6KstgN34YEjf2Bg06Xf2hum3KPFVJza3Ns7cmK7PRHsaba62fjGJo4nF-mYgZIKbRUSkp4uWoxOfUfCP4i8tWJbv7EQcMqO7yKiQPhylLPdmVHjfGc4JGwFSSC1-9xc4VDdO2vD8ChzQ9Lx9eUoDkxv_egnxAd6P_btVnhqV1dFUDS2LANx9kFkdYbvmaCD81bwqybbEBee9DdG06PGpKOyfEiIV_pg9C6QKLHXaKgk6nDB7c2rInQUcnPhYZpENhqi778q5gH4oQ17aLeiZXuxkVb2MKtAYyYbB5mxtIXlSiVjpWY5I_CQXTrOROBi8TgG4bbcZREx2GzsvGg6iJ56m_8DX4J-bZlikh9uoIlMMGKa7BEhc58d_jxJGVMQQoigSQZZXGtKOPdlMle8iqTGRjRWUi0U_XNtQL_zmVTEIvYllhnAJsz_Eyq9cL99YtLtDp57zsOTBCpjzHxREfYHLgt2aDoWrhehTVzrqlcww6laUvznqD2MbdyWOl178U18s%3D,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Kelly Italia,Operaio di Produzione,Cagliari,3.6,23 g,https://www.glassdoor.it/partner/jobListing.htm?pos=917&ao=1110586&s=58&guid=000001866938cd178b734b3e153c8667&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_aefc019d&cb=1676802575895&jobListingId=1008430806644&cpc=1160948BCBA38B5B&jrtk=3-0-1gpkjhja2ma5g801-1gpkjhjaii15s800-477be6ba87428280--6NYlbfkN0BvUHsYu4S45ApKjIC1gOlDhdnRU-oAlI0JCG-At3CrtPfeGl05LBQ648m6Lyf5SOFXXDdHlbEY50shkvyX21AyscYBdao8QkIx2MJVq-EBw2dvVMHEEFgtadHSzY7vCefRxSW2HMjA7gWvoOHfFrAEVmgsMdjOrHiuco77QTeaab6bR_Oh3XqF97OKc_iVGQMPCx19feybrFJMGGZBhToYKl1LatbNG0_6DBrW0RXtIorWd4RQcnntH_MlKtKnt4r0Mo9B_3B3TpWEpnap2Xz3izyRB_LSyNR9a4QkaA-4Cp1gcEcGOkhXi0JvdWJ-pJQ-M8EVWXDG981VbcYY77MR_HEcUnwUx2KrqX-p2H2xh66akWKEWu9_YPByA5ZAMIupkpoxn5SLQg1_ta23uUEuz259O5y288vxd8STeJTlup-s2Ob7hRQCyo04zIu8OmALYXo_7yLOLZFkhehjU7BZfYb8XNxPJp7mx-2f01LMLBpEgA2cZHq7xXZnI0jninnNmsYaxPuomKwEjZP2NexZDKbHGr_YcpKb4q-Z3HehwNQr2GgqDBjiXjPvcBUzhkesxDvVxE5ZwZP9bmdIvDW70qw3kG7TBbg5G0IOkCXSo2RaVpO3EHRIsxkFj710qLr_7FYJ5zueVw%3D%3D,2023-02-19,2023-02-19,3.5,3.6,3.3,2.9,3.4,"Irving, Stati Uniti d'America",Oltre 10.000 dipendenti,Azienda quotata in borsa,Più di $ 10 miliardi (USD),1870,Energia e servizi di pubblica utilità,"Energia, estrazione mineraria, servizi di pubblica utilità"
Gattermayer srl Impianti e Costruzioni,Elettricista,Cagliari,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=918&ao=1110586&s=58&guid=000001866938cd178b734b3e153c8667&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_bc79343b&cb=1676802575895&jobListingId=1007968063264&cpc=ACBF47B84C432121&jrtk=3-0-1gpkjhja2ma5g801-1gpkjhjaii15s800-5a77d91e3374a4cf--6NYlbfkN0BntUQoiG9A6Vj1j2ICBSOtsDDx97l6ABN76L_ni63cZdhiFvZVkwrq5JA5dCwkGzKeD01suO0fowchVZc5c3_hKozdIQVfedH4nxlpeIL0KVgXoICIlSZn7TlBQGwYpnl8yG0XHfoxNkE7RCtHIAjP54mCEFyfoFojwVtVTbvDqeH9mQYn1SQBqh4SfYcwIoR-XNfaLX9Dq5NZ0O2zu9WS7U8ZTJPuNeBk9EGYjVohZqCajRSwn08nh4ysSP0KUPCQZw7CW5JSNeZAae805Umn2Tds2tnWlXjrutGteA2HAA2ADec8ZpjO3WNInhlKks8IHRNlo1a1IZPv4RVvTMM16cbgWBSlBqyqaWZJpGrgEcKfBu_HqbJkkcses9UnkP5Q4ugE4bSGfFkQpkCy5YQ9LnPztzkmwuzNs5JPgQMyMNCPtK_yz_nRD8sgF9C3zirDfRUXaNYsPbv9zBzNOainVdCUUlE3Nj83iokKc5PyB3rNtcfQ4Y0-SMQ-1Sof9XBZHSbbilcIcaqtXRSxrl64RlYD5HiErfI-O4dcUkSTN3A74tcn2vvRZtBqM12xIgygbu6OWE0qtaHYu5C30CL1V4vD-qWCo2xPBs6BsZSV_93fRxQbTVTg,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Doppio Malto,Restaurant Manager,Cagliari,,22 g,https://www.glassdoor.it/partner/jobListing.htm?pos=919&ao=1110586&s=58&guid=000001866938cd178b734b3e153c8667&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_58a1fdf3&cb=1676802575895&jobListingId=1008433143749&cpc=5C70DC7FEE0D01B1&jrtk=3-0-1gpkjhja2ma5g801-1gpkjhjaii15s800-22a99cabd4e99481--6NYlbfkN0C0jkC67az_l2JZOdjrYW72hY8OzNLs-wjENDeKvUUf1piesqsELzqPpEuaqx3MAOT-XHWw2gUdtpMOHqVj7IP2L3qH2A6zmArfK7ELC5YaoGs9z8wMHRvm9MXENeVPwCEKajFVIJI9P_YQAnH9Asyxa3kVF9mMjAdIn5axFG0rgrhU_CeBPDo_486KloRaMrjWo-JbqGEdzoa_q96GCleN7nQqkqvMnYzsOTczkiMr5OyzwoPmbZKNQNamTvk-kji_roxajv_DF7AoDwafmHrH10wOh1UHGGYNmCR_NdxHSImXr7PrTb7ye9JF6OokQZzBAiswTcqu4sNzLXfJGIcSI63j7ucLsTMsIOP5irWsrHRwAhaH_XiDbb6G2C-pDhTh3Y0zVM1l81Is0a69N8OcKQpMHzFOvuZEPeg4v63Ml6h7r5wTHsAih_gYW1lLe-FJLgNo6R8nUnZtpPjJsFY2P7pKqewsre4BsM9_uhXxL4p-PrNcSfXV8acdIE9xOoqC0zloF0r-vglgur-HSmZoRCLjSXh0aXex8BjYfzKqMu7gVvfafhdQaVQUC-FERbsqfSiOuVmUDQkw5mFiq8jPkBWcSYkyGXzWg-FDZ0W_Pw%3D%3D,2023-02-19,2023-02-19,0.0,0.0,0.0,0.0,0.0,"Milano, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,0,Non_disponibile,Non_disponibile
Doppio Malto,Restaurant Manager,Villasimìus,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=920&ao=1110586&s=58&guid=000001866938cd178b734b3e153c8667&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5383d35a&cb=1676802575895&jobListingId=1008411726996&cpc=FF950A86FEA5DF54&jrtk=3-0-1gpkjhja2ma5g801-1gpkjhjaii15s800-25f0b18842154ed5--6NYlbfkN0C0jkC67az_l2JZOdjrYW72hY8OzNLs-wjENDeKvUUf1piesqsELzqPpEuaqx3MAOT8XxSrNo8KMiWEmCwE64iqXZER_DUaiyz6vr7gKoiWxio48tEKulg1RxKgzLQ0m06tGIo75Mo2IICs8gRTmG5ZVRyW73tAfsPXTBjYAYDtGMCeszSS95XIkMpBoUZ5uaic1YPqQ7EUwrEFXCUsMTBdGw_B-4Tvkb5uQbhUVvsav5_zzaSxMyYKNuuLJR8sOZwmO-jPm_6unGzUqefFjTdreAzyNxk2fYCcb5UiIr_HVhE2QWtO2U6R3OWdEs0TBc-BQYJl54fLkMfq7SRSdCQePBHmg2EgEbO_7dvZQIBnf1vjIX8lzTaarHU8hCZPh_Jcvln3WXOfa5mdIM25vtGIFskQfN9A-ovptGJzQQeh2sXeelHYxjVPCVkX25k5Cv4Tc4vUR1xZCt9S6I3rA3mgzpY40bNfyotzHs364DNoIjttaoh534MWjDHM6aVar_b_wOEVjr1PvJHmaMuNrR0XKnculWT_DpZ0bkYLo9E12MwhZXlIS0m_2FinuFIloRjEQDuN8MumJ3Il0qNmUU6b4pMg8s-LQm3PLynW7mMYgA%3D%3D,2023-02-19,2023-02-19,0.0,0.0,0.0,0.0,0.0,"Milano, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,0,Non_disponibile,Non_disponibile
SPECIAL ONE SRL,Area Manager,Cagliari,,23 g,https://www.glassdoor.it/partner/jobListing.htm?pos=921&ao=1110586&s=58&guid=000001866938cd178b734b3e153c8667&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2c9bc70a&cb=1676802575895&jobListingId=1008430822953&cpc=A0637F14311B9419&jrtk=3-0-1gpkjhja2ma5g801-1gpkjhjaii15s800-39f9c748528df162--6NYlbfkN0Ba8qeVLOHzXD5N35oU45FAhMn2P-ijRswY89fJ8FS84PxS0E-gHNDHChvuOrRX_YYvkmbDHfCUluZar0vfS6MeGZTbPfFrCaVHr_wLDLVDT-kdcSU7ag2rJ5u4aSp-vHJybzA8cmzwaQBXDOilYjcXYS_S4grSlNIen0tC-rVIvryv9DS7HL8Do3wivkX9fWT9tkWo-lvdckbIYzDG2BpSDY3CvL_hXk_8jAm-0PAJOSUZWHDuKPqxI9Kk8jhXmcmR3R4xf-Tfd9JeS6sWhqdZDnHAFmvoE-FPSVrp9iN4XxfHrtgo7J1MFQyDiPQMzrcnMXwzbSIMYVXxt-8d2ar2T1Qh3qzAW65vBU2Inz21WmxfgtEes0Nrt7I3U4kUwJWrV5qY-FpvRbMQLogz6u-Nq5ZiKCM1ZEZxwinGgMXSXuQtHDgfxtGJ2VBWYGRbni_DCz3Ui19G6IUwS_L3bNsG-619ped5YugkTrBAPkuPJFnzknECeBS4TpUmXmSgL91YN_3YUp1q4I2u7yvdLkBeOwX2ZypgXMWuCxKgbmVOll6VZe-IqOxzlc6yzZXuyNsdWapY7qOA2w%3D%3D,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
STUDIO IADEVAUA,Impiegato Ufficio Amministrativo,Cagliari,,7 g,https://www.glassdoor.it/partner/jobListing.htm?pos=922&ao=1110586&s=58&guid=000001866938cd178b734b3e153c8667&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4c7422d4&cb=1676802575895&jobListingId=1008465723382&cpc=B076152010A3B66C&jrtk=3-0-1gpkjhja2ma5g801-1gpkjhjaii15s800-9fee9186316efba4--6NYlbfkN0CxnxVTxbcTQbr_RxwoEGJYgas9PWSER2PvYWlaQrI93oDeA07ENARg3eQcos8R4P7gNwgfj0BimpElbX0kRWdLJtFL0mwFkjXBtunhWA24wPwngvf-7dx7dr2zHG_-VSBb_a4GIVe03oMCKsOhZr6pEV2mpsSbWYy0c9s4nz9ef84_cjdBhJum-iW-oP6fHCzCBbKjkSR1HxKvzdeS4vjsS0yJv6CS8TdRMhsU99F8i_rZq4-OP_r5hGTZMgX_GggzQb--_UG7o_3FCzM1mz223L7EgZEGewx8K8zbX8T1745yRiiC0x6gyN-1_XyPeRYO1-_B6XzlOviTZcN5wgcjqU2fkScwu-HhQTzUKdncuIxsUrLI9ecNa2HothsFL1BAJIgdHpHooIka36jpgziPITZ6FbS4IQZb9MLlviKDuqyZQZWfHoSmVxiARQcGfI0K9ATk1O8HOFHoN_q_BCz8MBi7LrJ-8aEpW2aNoe53uSPhpI9B_4nQT_C9x6y-71pdfc0p-JKcf61RMZfs9aOGAsR25ydOiB3wzMomuPfGMHuGgmr5MKnZmW8-mnckvzYcTuRrRlO4nw%3D%3D,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Praticasa s.r.l.,Ingegnere Edile,Cagliari,,8 g,https://www.glassdoor.it/partner/jobListing.htm?pos=923&ao=1110586&s=58&guid=000001866938cd178b734b3e153c8667&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6b99fd1b&cb=1676802575895&jobListingId=1008464350716&cpc=3164FDD6030E246B&jrtk=3-0-1gpkjhja2ma5g801-1gpkjhjaii15s800-f68669272b330dff--6NYlbfkN0DNPcVbGGihIIcNOLkRYNwMkqkxkRrFr7W8KjyDZ-kp7JL0y_lKLyDSDAQ90z7RPE3zFuTyJxbgAx62mlHFRXt24vTYgDNSAlKwUSzO0pECbTwqbX5zGuSabEeKvC4gt71FsQ62LmRjDM-Qj74mwCy7-HQHPvgLpfk-pvuGfipIObLlcMEI8ucLPxMKp8FXA7izEQRwK6i5aAUY_wdlIRiDZWfyt-F0Tq_i6rE4Y7zK4nQRKV2jNsj6jU3nCapXmsTzB-AL-4d0sZ905s0HOxh2mSZB3GAcwQQbOLuwuLZEzLA9Pti1jJIHrcIo4ovss64032JPruxp7LH2sP-TbqT4aBKGCgT1Bms1Q0E_L3FLZheJgy3Bo0ZukMqUNL8iOuuvQPY1VzCTETqafHJt0siOvuw2waMllvtNfclQjeD4Yr3QPPGJzb4AVTN-ZSi9HZLPffomamm_Vvuae8wM_1QsPXhJPHM-z1KW1-Rzom_cdrjcp0ntge8sdCO7YbxnHytjedmBtRPFYbh3KzxEhYNNWoSjL0Y7kh0oOM65ipgaur3TuUs9VJ_C3vQUt8fPmFXwWEdnBnhu0vK5YrWV3ZjgyADQKXYTYvY%3D,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Troome limited,Archivista,Sanluri,,4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=924&ao=1136043&s=58&guid=000001866938cd178b734b3e153c8667&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_47295d52&cb=1676802575895&jobListingId=1008470582353&jrtk=3-0-1gpkjhja2ma5g801-1gpkjhjaii15s800-d47f273102c39c45-,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Sub Agenzia _ B.S.,Addetto Alle Vendite,Cagliari,,23 g,https://www.glassdoor.it/partner/jobListing.htm?pos=925&ao=1110586&s=58&guid=000001866938cd178b734b3e153c8667&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6572ac9c&cb=1676802575895&jobListingId=1008432593851&cpc=D2F1DE17EE1F43B9&jrtk=3-0-1gpkjhja2ma5g801-1gpkjhjaii15s800-1a92d18a0fc30afb--6NYlbfkN0D64B21cF1B4Za9zZUqfbaA-DgeYB7IvNW1IQ_3Or0RfvOwu7E_vhN45L8delFc9WMXaffYtAc7HoqO1v2CcSAZaRYtTHycnc4qJ5Nhgc5DW3WKt0ExOB_AZ5LGAjh1Ak9gS2ljzYRjOhYHWyWfv2S9LNLbsmjk4LQ2u7v2sDxXugAxVEiHhbDTfSCV3D0a9vtBz4aU6WvydTpQruaXXETWCKb0wCIICvyaoDWA3qeQIL8vSFM245Mor3mJP5ouoZpaypqYaGrS6roVXCL8jIexS-iSDM_pNbSySqGukRbpKUJ3bdRz3sj3FwtyjutCEXWNYfPeMihPOYuqys0jdhDhjJhy2oSGXik0WOjpdU5pAyrs-5VPJ3zqdS4Q0RNRl_TakEcEXrOGE9T2SI9KYLshpgjZsIRiz1jI4mzhmD1D5WBrbhxzq-wrVwjOW9MnhrSR-BTRo2mKp2t9iKROiewOmhlV-8Fhie_qC55ewnSTnvXDsWRkm4K9myH7zBSIY8BOqGDkcXa1BY1zp_5eZ6mv6hQx-y6InrlkfX7q7WzlinqM0gBTjd7U,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Formatc LTD,Sviluppatore di Software,Cagliari,,12 g,https://www.glassdoor.it/partner/jobListing.htm?pos=926&ao=1110586&s=58&guid=000001866938cd178b734b3e153c8667&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6d48e4c9&cb=1676802575895&jobListingId=1008456083865&cpc=82B3195DA92CAF92&jrtk=3-0-1gpkjhja2ma5g801-1gpkjhjaii15s800-abe80a66a432b967--6NYlbfkN0A9GlHWjlEQYaqxbaEmdCCe5JRS0tXTKY8eeesCJbOk-nakqqZT-eMYxM1sQHDRCiGqJZfjXzux2xc0Jyq0l_P39X_RuMIi6qX1S3_iYumya7euYhoBuhKctM7fNy03IXABs2gTTAQ6Gr5fpSlYl0cYxSnrqVpgkX-8SMnwzmEuvGnZ9If5NLvQu9iqRhKm98KD6sAY8iS0IJG-6X8wHK74rlyZyUEIH7VvY8htnxT3y1tHYdODY0qiLPGb8-KBYCm_gdVye77g3egZtQne6FWQzsBcpJG1lc9oV3CEj0neDjLucNqTxN0bDmYRBRy_6U-Fn6q_HLfSb0J_Dzo98jlxxh-V8hZg6iW8mGOxwZt78NRFHIHQe2ozXQX_3vhRfkokw5y21xkbiSaOZMWe8RyclaPonDqvSmYFAhNBvAaDSbDFA34XvPtU2fpKcYQHSPaBD86gk1FUspYV8vWs7Srssskik3surEubk0Fxr8c4kbpemNeozd46o7oi5bNKlCDwPUu4IYI5rcsskJdGvxfQz-e9bwngBK75OKz9sFK_K_F59fCaGFMVXpq4t3MfVAEJzo14Fq17uw%3D%3D,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Kiron Partner SpA,Consulente,Muravera,,1 giorno fa,https://www.glassdoor.it/partner/jobListing.htm?pos=927&ao=1110586&s=58&guid=000001866938cd178b734b3e153c8667&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f775f8d2&cb=1676802575895&jobListingId=1008480031364&cpc=8D52E76475A7E842&jrtk=3-0-1gpkjhja2ma5g801-1gpkjhjaii15s800-ad77b64a3ebbfc7b--6NYlbfkN0BE6bupDS-RBnEL_a2idrN8K6uDJC13dKKnD4MEJF20IB3vwqzzjmyk4QPmyw3i7OJtUyrR_GLFhEtt7_eJdpSESzDJg2iqpWIVYnNGe0r6kthRK3POqYkR6zOdtSNczY9wJGRFV-poh_GNa0xrOP5nBeAKj_eTGEcMfIxcgeAcoYAveGO8viL4Gs6u1DtiJxT_7pv1GmFiCh8RkuXugKOlHU5sYRJBUlfiqX6Kvf4Yoqa_rhFNiMlz-Ndal1uRFGJdOH-aKgdK9mcfIxFVHQNbfBN3Yk2Vo5xrJoJT9Y-7FI4jJEOpGKzXV3FxMmHqUZFSBfqSHT0DjQzv4OcxrGa0ZmGlqENhYfY2I9eJ7fXwKfRA3z6aAEqrqJrfrLaTfC3fX5OvTckWLvCsXtBj2Bo1CAF4b0496TWdri4N7kbwiCuSPGRN8MY6NjOvipnnzyFzfqTe2pO9mgu5EsCw2chT0pB1QYFFiVFtIFuaRUtSw1OA4iZHMUI7dcV4bT3Iw4j6laxI8k7nLcdoceR1gp3a_hJVQa9SH2kLFZiyLIGW2HV46XUljKMu08XY0Ks9R0Im-i4wCd8RTw%3D%3D,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
Gruppo Toscano SpA,Segretaria,Cagliari,3.3,15 g,https://www.glassdoor.it/partner/jobListing.htm?pos=928&ao=1110586&s=58&guid=000001866938cd178b734b3e153c8667&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cf139eaf&cb=1676802575895&jobListingId=1008449397091&cpc=5EFBB0462F9C6B7A&jrtk=3-0-1gpkjhja2ma5g801-1gpkjhjaii15s800-57abbc2bbb4a3641--6NYlbfkN0B8GI4iE8l613E8BDLqmxXt121yJnkdziygoRlFR7SR92zAOp3_fUGxjwRmMfEloEiccoVXtlTYEbfq4x1eJDYp1ZeST6VVSOSkRqcTVmZwQU3GBYFnBuJKcAHGkmWLUm2ZDYDeKxUsGBYsQo4Rxn0nkZq9HZXrV5WEeKv7ciiTDXU5RWvdM9ZxlhO7r_9-Ijg6PU5mg9pM2SHfA0dqhQeaxWYcXKcq_D7x6nb9OYpXW4QmtW-IisAd-9YADrkb982Gz4zAbVVeuaadJM9lDjWL_ATPrTFFWjeUnxAQb56hFXcJPVn4wse0kKQzeygEYqp3YmxeYWAhNhvOJa-hxYFPTbR-QDjHECcUDWHV3ceofhwIyftzyn3GHLCCD-K3DaC_lfhh_Vb85WOx0cAaF6jEddUZfkLCtIjYGiVAWZczXSbqRZiimAtlVmZ07pc4AsiLw8c8DxqbBFKmSKFSaV55YGbUpP6eYTfJpri0hQ24MMc78eqLxuvi6TMx7-ARp_Fsjtu8pkn7YTltMBVb8-zL42neLpHAncRJ_1ZEtBWb5wOieCDfMoJs2-npNWH3NndkGw3i_AHJTSQLyCEEU3yw,2023-02-19,2023-02-19,3.3,2.4,2.8,3.4,2.8,"Roma, Italia",Da 51 a 200 dipendenti,Azienda - Settore privato,Sconosciuto/Non applicabile,0,Non_disponibile,Non_disponibile
Synergie Italia S.p.a.,Segretaria,Cagliari,3.6,11 g,https://www.glassdoor.it/partner/jobListing.htm?pos=929&ao=1110586&s=58&guid=000001866938cd178b734b3e153c8667&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4eb5f429&cb=1676802575896&jobListingId=1008457617646&cpc=8795CF9063CD573D&jrtk=3-0-1gpkjhja2ma5g801-1gpkjhjaii15s800-2ddfaa52b8bbdf54--6NYlbfkN0CUipGQm0QaJYO6CC6uwHoTSX5ssn8ecuqbExbs2vwAEvgerAx95pwqvHiZN4CgLM9VPWy-NMlmndGd9RZRLU0VOYnJWcGTRoYlBUslAtWYBGhjlL6Zh0blpyZOFgHHgX_RHLLWYBB1vC3eTsuuDfKnTbW3JCfV1PVHjfXozNKX-LuH8F8kEm83lebWMn76LTo5-porK2shOkQcajsgY67QNu9g9NuiFQFdfP82h0Ae8J9pV-v_Iti4zdeQ88h9pfmtgKvsQ1pwno6EJUZzk8jcMSgjRjYBdUjrDUQyAKhYHZGSkaL0ZsZNXzV6EBWQlzdYFgKaDZTVmtMSiS0ybrs7WRActEzuB5zuNcBNo7iDMmnrU-sQa63DZZV4VJcGbeAu3Y5SKb_u20o6oEtbrH9MSQ24dKAcm2Y03t1N5V--bCmDmMTeKmtZDdDp5xTkX1Q_7Wos2jn92o0lS-sGpnNz4A1Df6RWlj1-zQcwGX2hqUllFMGcrpryW7UZXVTOfTtRf9oAkHf62P5euRl75mL1tVhMS6afYpU48lKU74qN7f17ouAJziJdOq8wsgK7pwx6ayxWbj6Sdo70sI_iMViXWJ4fW6sf1PVJ4qWqAwQKc4m3buMHfMYImbZeulmZ-bl5wWmRyMd5e8rr6JuCkUU0iHC8WOl5MqBDhj93v_P_eg%3D%3D,2023-02-19,2023-02-19,3.4,3.0,3.6,3.4,3.3,"Boulogne-Billancourt, Francia",Da 1.001 a 5.000 dipendenti,Azienda quotata in borsa,$ 1 - $ 5 miliardi (USD),1969,Consulenza HR,Risorse umane e selezione del personale
Sexy In The City,Autore di Contenuti,Cagliari,,24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=930&ao=1110586&s=58&guid=000001866938cd178b734b3e153c8667&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_bc5fa3d5&cb=1676802575896&jobListingId=1008480437007&cpc=47CFDC01B3F81FAC&jrtk=3-0-1gpkjhja2ma5g801-1gpkjhjaii15s800-7a05be8e0db7c4a5--6NYlbfkN0BpeSBnD8JaXU2ue50Y_Mq2p-d9CnMf-xS_6ZJJlnGvH_3YEnCaU9XacmShu4Sli2_mVRLH3Zso6nCTso78j4aJjBdwgJpI_Ds1i3bM-3NKaW-yVmGsjqKhkaVQfMCozjjKmtmANR_TXpUY_cP4qKl-DL0T6XjHnIaIVx2vctIOyr2IPZlZkT_xMdJosSxyfsW1ZOWeyrVW27L6T70MRtrU0eoCwNcs_bq6i05x-ZrVuh54H-df4j9Q3xDNxKSZOrX8bXndoRwP0pvaj3Nrni-LxNlgfBHVV9i1UHYjyw0KR_A_qE-HuLdVNrx-s6d9AnxfNKUp11xanN9aJEWXaJLna8Hdk4G6ojLPqwrr08zH07aGGubBAarUo8SUNFogdb5f8j8RheRW-uFkdNEox-U63_VJFLtFCkkzg19mV86igxO_mJLc9b-E3R_E6ANAItI8yKl0WyePaSmTGHFMFiv7ApnyADXWLRfrJWUm_mq_4RPlNCkl7Wy2T9TdncZc_9VD4h2-vTV9hxi5xNW6VKlsOBzpLuJ1XCqMvZF7X1BPdKDxk1yETihqQKpCs6yZlFwfQxDv8y_cag%3D%3D,2023-02-19,2023-02-19,,,,,,nan,nan,nan,nan,0,nan,nan
